,a_tm,h_tm,sgoals,mqij,sim_ascore,sim_hscore
Golden State Warriors vs Toronto Raptors,Golden State Warriors,Toronto Raptors,213.4288623,4.203164959,109,105
Golden State Warriors vs Utah Jazz,Golden State Warriors,Utah Jazz,202.8844665,5.370376835,105,100
Golden State Warriors vs Cleveland Cavaliers,Golden State Warriors,Cleveland Cavaliers,214.9549396,2.18006268,109,107
Golden State Warriors vs Dallas Mavericks,Golden State Warriors,Dallas Mavericks,213.6415013,7.464759619,111,104
Golden State Warriors vs Los Angeles Clippers,Golden State Warriors,Los Angeles Clippers,217.4204574,2.633809948,111,108
Golden State Warriors vs Minnesota Timberwolves,Golden State Warriors,Minnesota Timberwolves,217.1484506,11.73940716,115,103
Golden State Warriors vs Orlando Magic,Golden State Warriors,Orlando Magic,212.500189,11.53451293,113,101
Golden State Warriors vs Chicago Bulls,Golden State Warriors,Chicago Bulls,211.7359371,6.842849043,110,103
Golden State Warriors vs Milwaukee Bucks,Golden State Warriors,Milwaukee Bucks,210.9459949,8.614081098,110,101
Golden State Warriors vs Atlanta Hawks,Golden State Warriors,Atlanta Hawks,211.9557983,4.725930366,109,104
Golden State Warriors vs Detroit Pistons,Golden State Warriors,Detroit Pistons,211.0184871,7.79022737,110,102
Golden State Warriors vs Houston Rockets,Golden State Warriors,Houston Rockets,222.9551766,4.625933067,114,109
Golden State Warriors vs Oklahoma City Thunder,Golden State Warriors,Oklahoma City Thunder,219.7236613,3.449126364,112,109
Golden State Warriors vs Philadelphia 76ers,Golden State Warriors,Philadelphia 76ers,211.919807,15.43406909,115,99
Golden State Warriors vs Washington Wizards,Golden State Warriors,Washington Wizards,215.8107995,6.240999308,112,105
Golden State Warriors vs Brooklyn Nets,Golden State Warriors,Brooklyn Nets,216.466481,13.04353699,115,102
Houston Rockets vs Los Angeles Lakers,Houston Rockets,Los Angeles Lakers,216.473222,7.632357172,112,105
Houston Rockets vs New Orleans Pelicans,Houston Rockets,New Orleans Pelicans,213.8519091,1.546547734,108,107
Houston Rockets vs San Antonio Spurs,Houston Rockets,San Antonio Spurs,208.660911,-8.353553813,101,109
Houston Rockets vs Boston Celtics,Houston Rockets,Boston Celtics,215.6498799,-1.881817273,107,109
Houston Rockets vs Charlotte Hornets,Houston Rockets,Charlotte Hornets,209.2996352,-0.097425626,105,105
Houston Rockets vs Denver Nuggets,Houston Rockets,Denver Nuggets,220.0324284,1.827670427,112,110
Houston Rockets vs Indiana Pacers,Houston Rockets,Indiana Pacers,209.8592884,-0.68997876,105,106
Houston Rockets vs Memphis Grizzlies,Houston Rockets,Memphis Grizzlies,206.1129529,-0.418310206,103,104
Houston Rockets vs Miami Heat,Houston Rockets,Miami Heat,206.1236467,-0.374822948,103,104
Houston Rockets vs New York Knicks,Houston Rockets,New York Knicks,210.0640041,5.004168743,108,103
Houston Rockets vs Phoenix Suns,Houston Rockets,Phoenix Suns,219.5025172,4.088619439,112,108
Houston Rockets vs Portland Trail Blazers,Houston Rockets,Portland Trail Blazers,217.3916829,-1.330444169,109,110
Houston Rockets vs Sacramento Kings,Houston Rockets,Sacramento Kings,218.9731408,3.014029762,111,108
Houston Rockets vs Toronto Raptors,Houston Rockets,Toronto Raptors,212.3934759,-3.263824142,105,109
Houston Rockets vs Utah Jazz,Houston Rockets,Utah Jazz,201.8490801,-2.096612266,100,103
Houston Rockets vs Cleveland Cavaliers,Houston Rockets,Cleveland Cavaliers,213.9195532,-5.286926421,105,110
Houston Rockets vs Dallas Mavericks,Houston Rockets,Dallas Mavericks,212.6061149,-0.002229482,107,107
Houston Rockets vs Los Angeles Clippers,Houston Rockets,Los Angeles Clippers,216.3850711,-4.833179153,106,111
Houston Rockets vs Minnesota Timberwolves,Houston Rockets,Minnesota Timberwolves,216.1130642,4.272418056,111,107
Houston Rockets vs Orlando Magic,Houston Rockets,Orlando Magic,211.4648027,4.067523833,108,104
Houston Rockets vs Chicago Bulls,Houston Rockets,Chicago Bulls,210.7005508,-0.624140058,105,106
Houston Rockets vs Milwaukee Bucks,Houston Rockets,Milwaukee Bucks,209.9106085,1.147091997,106,105
Houston Rockets vs Atlanta Hawks,Houston Rockets,Atlanta Hawks,210.920412,-2.741058735,104,106
Houston Rockets vs Detroit Pistons,Houston Rockets,Detroit Pistons,209.9831007,0.323238269,106,105
Houston Rockets vs Golden State Warriors,Houston Rockets,Golden State Warriors,222.9551766,-10.30804514,107,117
Houston Rockets vs Oklahoma City Thunder,Houston Rockets,Oklahoma City Thunder,218.6882749,-4.017862737,108,112
Houston Rockets vs Philadelphia 76ers,Houston Rockets,Philadelphia 76ers,210.8844206,7.967079984,110,102
Houston Rockets vs Washington Wizards,Houston Rockets,Washington Wizards,214.7754131,-1.225989793,107,109
Houston Rockets vs Brooklyn Nets,Houston Rockets,Brooklyn Nets,215.4310947,5.576547885,111,106
Oklahoma City Thunder vs Los Angeles Lakers,Oklahoma City Thunder,Los Angeles Lakers,213.2417067,8.809163875,112,103
Oklahoma City Thunder vs New Orleans Pelicans,Oklahoma City Thunder,New Orleans Pelicans,210.6203938,2.723354437,107,105
Oklahoma City Thunder vs San Antonio Spurs,Oklahoma City Thunder,San Antonio Spurs,205.4293957,-7.176747111,99,106
Oklahoma City Thunder vs Boston Celtics,Oklahoma City Thunder,Boston Celtics,212.4183646,-0.705010571,106,107
Oklahoma City Thunder vs Charlotte Hornets,Oklahoma City Thunder,Charlotte Hornets,206.06812,1.079381077,104,103
Oklahoma City Thunder vs Denver Nuggets,Oklahoma City Thunder,Denver Nuggets,216.8009131,3.00447713,110,107
Oklahoma City Thunder vs Indiana Pacers,Oklahoma City Thunder,Indiana Pacers,206.6277731,0.486827943,104,104
Oklahoma City Thunder vs Memphis Grizzlies,Oklahoma City Thunder,Memphis Grizzlies,202.8814376,0.758496497,102,102
Oklahoma City Thunder vs Miami Heat,Oklahoma City Thunder,Miami Heat,202.8921314,0.801983755,102,101
Oklahoma City Thunder vs New York Knicks,Oklahoma City Thunder,New York Knicks,206.8324888,6.180975446,107,101
Oklahoma City Thunder vs Phoenix Suns,Oklahoma City Thunder,Phoenix Suns,216.2710019,5.265426142,111,106
Oklahoma City Thunder vs Portland Trail Blazers,Oklahoma City Thunder,Portland Trail Blazers,214.1601676,-0.153637466,107,108
Oklahoma City Thunder vs Sacramento Kings,Oklahoma City Thunder,Sacramento Kings,215.7416255,4.190836465,111,106
Oklahoma City Thunder vs Toronto Raptors,Oklahoma City Thunder,Toronto Raptors,209.1619606,-2.087017439,104,106
Oklahoma City Thunder vs Utah Jazz,Oklahoma City Thunder,Utah Jazz,198.6175648,-0.919805563,99,100
Oklahoma City Thunder vs Cleveland Cavaliers,Oklahoma City Thunder,Cleveland Cavaliers,210.6880379,-4.110119718,103,108
Oklahoma City Thunder vs Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,209.3745996,1.174577221,106,105
Oklahoma City Thunder vs Los Angeles Clippers,Oklahoma City Thunder,Los Angeles Clippers,213.1535558,-3.65637245,105,109
Oklahoma City Thunder vs Minnesota Timberwolves,Oklahoma City Thunder,Minnesota Timberwolves,212.8815489,5.449224759,110,104
Oklahoma City Thunder vs Orlando Magic,Oklahoma City Thunder,Orlando Magic,208.2332874,5.244330536,107,102
Oklahoma City Thunder vs Chicago Bulls,Oklahoma City Thunder,Chicago Bulls,207.4690355,0.552666645,104,104
Oklahoma City Thunder vs Milwaukee Bucks,Oklahoma City Thunder,Milwaukee Bucks,206.6790932,2.3238987,105,103
Oklahoma City Thunder vs Atlanta Hawks,Oklahoma City Thunder,Atlanta Hawks,207.6888967,-1.564252032,103,105
Oklahoma City Thunder vs Detroit Pistons,Oklahoma City Thunder,Detroit Pistons,206.7515855,1.500044972,105,103
Oklahoma City Thunder vs Golden State Warriors,Oklahoma City Thunder,Golden State Warriors,219.7236613,-9.131238433,106,115
Oklahoma City Thunder vs Houston Rockets,Oklahoma City Thunder,Houston Rockets,218.6882749,-1.664249332,109,111
Oklahoma City Thunder vs Philadelphia 76ers,Oklahoma City Thunder,Philadelphia 76ers,207.6529053,9.143886687,109,100
Oklahoma City Thunder vs Washington Wizards,Oklahoma City Thunder,Washington Wizards,211.5438979,-0.04918309,106,106
Oklahoma City Thunder vs Brooklyn Nets,Oklahoma City Thunder,Brooklyn Nets,212.1995794,6.753354588,110,103
Philadelphia 76ers vs Los Angeles Lakers,Philadelphia 76ers,Los Angeles Lakers,205.4378524,-3.175778847,102,105
Philadelphia 76ers vs New Orleans Pelicans,Philadelphia 76ers,New Orleans Pelicans,202.8165395,-9.261588284,97,106
Philadelphia 76ers vs San Antonio Spurs,Philadelphia 76ers,San Antonio Spurs,197.6255413,-19.16168983,89,108
Philadelphia 76ers vs Boston Celtics,Philadelphia 76ers,Boston Celtics,204.6145103,-12.68995329,96,109
Philadelphia 76ers vs Charlotte Hornets,Philadelphia 76ers,Charlotte Hornets,198.2642656,-10.90556164,94,105
Philadelphia 76ers vs Denver Nuggets,Philadelphia 76ers,Denver Nuggets,208.9970587,-8.980465592,101,110
Philadelphia 76ers vs Indiana Pacers,Philadelphia 76ers,Indiana Pacers,198.8239187,-11.49811478,94,105
Philadelphia 76ers vs Memphis Grizzlies,Philadelphia 76ers,Memphis Grizzlies,195.0775833,-11.22644622,93,104
Philadelphia 76ers vs Miami Heat,Philadelphia 76ers,Miami Heat,195.0882771,-11.18295897,93,104
Philadelphia 76ers vs New York Knicks,Philadelphia 76ers,New York Knicks,199.0286345,-5.803967276,97,103
Philadelphia 76ers vs Phoenix Suns,Philadelphia 76ers,Phoenix Suns,208.4671476,-6.71951658,102,108
Philadelphia 76ers vs Portland Trail Blazers,Philadelphia 76ers,Portland Trail Blazers,206.3563133,-12.13858019,98,110
Philadelphia 76ers vs Sacramento Kings,Philadelphia 76ers,Sacramento Kings,207.9377711,-7.794106257,101,108
Philadelphia 76ers vs Toronto Raptors,Philadelphia 76ers,Toronto Raptors,201.3581063,-14.07196016,94,108
Philadelphia 76ers vs Utah Jazz,Philadelphia 76ers,Utah Jazz,190.8137105,-12.90474828,90,103
Philadelphia 76ers vs Cleveland Cavaliers,Philadelphia 76ers,Cleveland Cavaliers,202.8841836,-16.09506244,94,110
Philadelphia 76ers vs Dallas Mavericks,Philadelphia 76ers,Dallas Mavericks,201.5707453,-10.8103655,96,106
Philadelphia 76ers vs Los Angeles Clippers,Philadelphia 76ers,Los Angeles Clippers,205.3497014,-15.64131517,95,111
Philadelphia 76ers vs Minnesota Timberwolves,Philadelphia 76ers,Minnesota Timberwolves,205.0776946,-6.535717963,100,107
Philadelphia 76ers vs Orlando Magic,Philadelphia 76ers,Orlando Magic,200.429433,-6.740612186,97,104
Philadelphia 76ers vs Chicago Bulls,Philadelphia 76ers,Chicago Bulls,199.6651812,-11.43227608,95,106
Philadelphia 76ers vs Milwaukee Bucks,Philadelphia 76ers,Milwaukee Bucks,198.8752389,-9.661044022,95,104
Philadelphia 76ers vs Atlanta Hawks,Philadelphia 76ers,Atlanta Hawks,199.8850423,-13.54919475,93,107
Philadelphia 76ers vs Detroit Pistons,Philadelphia 76ers,Detroit Pistons,198.9477311,-10.48489775,95,105
Philadelphia 76ers vs Golden State Warriors,Philadelphia 76ers,Golden State Warriors,211.919807,-21.11618115,96,117
Philadelphia 76ers vs Houston Rockets,Philadelphia 76ers,Houston Rockets,210.8844206,-13.64919205,99,113
Philadelphia 76ers vs Oklahoma City Thunder,Philadelphia 76ers,Oklahoma City Thunder,207.6529053,-14.82599876,97,112
Philadelphia 76ers vs Washington Wizards,Philadelphia 76ers,Washington Wizards,203.7400435,-12.03412581,97,109
Philadelphia 76ers vs Brooklyn Nets,Philadelphia 76ers,Brooklyn Nets,204.3957251,-5.231588133,100,105
Washington Wizards vs Los Angeles Lakers,Washington Wizards,Los Angeles Lakers,209.3288449,6.01729093,108,102
Washington Wizards vs New Orleans Pelicans,Washington Wizards,New Orleans Pelicans,206.707532,-0.068518507,103,104
Washington Wizards vs San Antonio Spurs,Washington Wizards,San Antonio Spurs,201.5165339,-9.968620055,96,107
Washington Wizards vs Boston Celtics,Washington Wizards,Boston Celtics,208.5055028,-3.496883515,103,107
Washington Wizards vs Charlotte Hornets,Washington Wizards,Charlotte Hornets,202.1552582,-1.712491868,101,102
Washington Wizards vs Denver Nuggets,Washington Wizards,Denver Nuggets,212.8880513,0.212604185,107,107
Washington Wizards vs Indiana Pacers,Washington Wizards,Indiana Pacers,202.7149113,-2.305045002,101,103
Washington Wizards vs Memphis Grizzlies,Washington Wizards,Memphis Grizzlies,198.9685758,-2.033376448,99,101
Washington Wizards vs Miami Heat,Washington Wizards,Miami Heat,198.9792696,-1.98988919,99,101
Washington Wizards vs New York Knicks,Washington Wizards,New York Knicks,202.919627,3.389102501,104,100
Washington Wizards vs Phoenix Suns,Washington Wizards,Phoenix Suns,212.3581401,2.473553197,108,105
Washington Wizards vs Portland Trail Blazers,Washington Wizards,Portland Trail Blazers,210.2473058,-2.94551041,104,107
Washington Wizards vs Sacramento Kings,Washington Wizards,Sacramento Kings,211.8287637,1.39896352,107,106
Washington Wizards vs Toronto Raptors,Washington Wizards,Toronto Raptors,205.2490988,-4.878890384,101,106
Washington Wizards vs Utah Jazz,Washington Wizards,Utah Jazz,194.704703,-3.711678508,96,100
Washington Wizards vs Cleveland Cavaliers,Washington Wizards,Cleveland Cavaliers,206.7751761,-6.901992662,100,106
Washington Wizards vs Dallas Mavericks,Washington Wizards,Dallas Mavericks,205.4617378,-1.617295724,102,103
Washington Wizards vs Los Angeles Clippers,Washington Wizards,Los Angeles Clippers,209.240694,-6.448245395,102,108
Washington Wizards vs Minnesota Timberwolves,Washington Wizards,Minnesota Timberwolves,208.9686871,2.657351814,106,104
Washington Wizards vs Orlando Magic,Washington Wizards,Orlando Magic,204.3204256,2.452457591,104,102
Washington Wizards vs Chicago Bulls,Washington Wizards,Chicago Bulls,203.5561737,-2.239206299,101,103
Washington Wizards vs Milwaukee Bucks,Washington Wizards,Milwaukee Bucks,202.7662314,-0.467974245,102,102
Washington Wizards vs Atlanta Hawks,Washington Wizards,Atlanta Hawks,203.7760349,-4.356124977,100,105
Washington Wizards vs Detroit Pistons,Washington Wizards,Detroit Pistons,202.8387237,-1.291827973,101,103
Washington Wizards vs Golden State Warriors,Washington Wizards,Golden State Warriors,215.8107995,-11.92311138,103,115
Washington Wizards vs Houston Rockets,Washington Wizards,Houston Rockets,214.7754131,-4.456122276,106,110
Washington Wizards vs Oklahoma City Thunder,Washington Wizards,Oklahoma City Thunder,211.5438979,-5.632928979,103,109
Washington Wizards vs Philadelphia 76ers,Washington Wizards,Philadelphia 76ers,203.7400435,6.352013742,105,99
Washington Wizards vs Brooklyn Nets,Washington Wizards,Brooklyn Nets,208.2867176,3.961481643,107,103
Brooklyn Nets vs Los Angeles Lakers,Brooklyn Nets,Los Angeles Lakers,209.9845265,-0.785246748,105,106
Brooklyn Nets vs New Orleans Pelicans,Brooklyn Nets,New Orleans Pelicans,207.3632136,-6.871056185,101,108
Brooklyn Nets vs San Antonio Spurs,Brooklyn Nets,San Antonio Spurs,202.1722154,-16.77115773,93,110
Brooklyn Nets vs Boston Celtics,Brooklyn Nets,Boston Celtics,209.1611844,-10.29942119,100,110
Brooklyn Nets vs Charlotte Hornets,Brooklyn Nets,Charlotte Hornets,202.8109397,-8.515029545,98,106
Brooklyn Nets vs Denver Nuggets,Brooklyn Nets,Denver Nuggets,213.5437328,-6.589933493,104,110
Brooklyn Nets vs Indiana Pacers,Brooklyn Nets,Indiana Pacers,203.3705928,-9.10758268,98,107
Brooklyn Nets vs Memphis Grizzlies,Brooklyn Nets,Memphis Grizzlies,199.6242573,-8.835914126,96,105
Brooklyn Nets vs Miami Heat,Brooklyn Nets,Miami Heat,199.6349511,-8.792426868,96,105
Brooklyn Nets vs New York Knicks,Brooklyn Nets,New York Knicks,203.5753086,-3.413435177,100,104
Brooklyn Nets vs Phoenix Suns,Brooklyn Nets,Phoenix Suns,213.0138217,-4.328984481,105,110
Brooklyn Nets vs Portland Trail Blazers,Brooklyn Nets,Portland Trail Blazers,210.9029873,-9.748048088,101,111
Brooklyn Nets vs Sacramento Kings,Brooklyn Nets,Sacramento Kings,212.4844452,-5.403574158,104,109
Brooklyn Nets vs Toronto Raptors,Brooklyn Nets,Toronto Raptors,205.9047804,-11.68142806,98,110
Brooklyn Nets vs Utah Jazz,Brooklyn Nets,Utah Jazz,195.3603846,-10.51421619,93,104
Brooklyn Nets vs Cleveland Cavaliers,Brooklyn Nets,Cleveland Cavaliers,207.4308577,-13.70453034,97,111
Brooklyn Nets vs Dallas Mavericks,Brooklyn Nets,Dallas Mavericks,206.1174194,-8.419833402,100,108
Brooklyn Nets vs Los Angeles Clippers,Brooklyn Nets,Los Angeles Clippers,209.8963755,-13.25078307,99,112
Brooklyn Nets vs Minnesota Timberwolves,Brooklyn Nets,Minnesota Timberwolves,209.6243687,-4.145185864,103,107
Brooklyn Nets vs Orlando Magic,Brooklyn Nets,Orlando Magic,204.9761071,-4.350080087,101,105
Brooklyn Nets vs Chicago Bulls,Brooklyn Nets,Chicago Bulls,204.2118552,-9.041743977,98,107
Brooklyn Nets vs Milwaukee Bucks,Brooklyn Nets,Milwaukee Bucks,203.421913,-7.270511923,98,106
Brooklyn Nets vs Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,204.4317164,-11.15866265,97,108
Brooklyn Nets vs Detroit Pistons,Brooklyn Nets,Detroit Pistons,203.4944052,-8.094365651,98,106
Brooklyn Nets vs Golden State Warriors,Brooklyn Nets,Golden State Warriors,216.466481,-18.72564906,99,118
Brooklyn Nets vs Houston Rockets,Brooklyn Nets,Houston Rockets,215.4310947,-11.25865995,103,114
Brooklyn Nets vs Oklahoma City Thunder,Brooklyn Nets,Oklahoma City Thunder,212.1995794,-12.43546666,100,113
Brooklyn Nets vs Philadelphia 76ers,Brooklyn Nets,Philadelphia 76ers,204.3957251,-0.450523936,103,103
Brooklyn Nets vs Washington Wizards,Brooklyn Nets,Washington Wizards,208.2867176,-9.643593712,100,109
