,a_tm,h_tm,sgoals,mqij,sim_ascore,sim_hscore
Los Angeles Lakers vs New Orleans Pelicans,Los Angeles Lakers,New Orleans Pelicans,208.4053409,-8.926865472,100,109
Los Angeles Lakers vs San Antonio Spurs,Los Angeles Lakers,San Antonio Spurs,203.2143427,-18.82696702,92,111
Los Angeles Lakers vs Boston Celtics,Los Angeles Lakers,Boston Celtics,210.2033117,-12.35523048,99,112
Los Angeles Lakers vs Charlotte Hornets,Los Angeles Lakers,Charlotte Hornets,203.853067,-10.57083883,97,108
Los Angeles Lakers vs Denver Nuggets,Los Angeles Lakers,Denver Nuggets,214.5858601,-8.645742779,103,112
Los Angeles Lakers vs Indiana Pacers,Los Angeles Lakers,Indiana Pacers,204.4127201,-11.16339197,97,108
Los Angeles Lakers vs Memphis Grizzlies,Los Angeles Lakers,Memphis Grizzlies,200.6663847,-10.89172341,95,106
Los Angeles Lakers vs Miami Heat,Los Angeles Lakers,Miami Heat,200.6770785,-10.84823615,95,106
Los Angeles Lakers vs New York Knicks,Los Angeles Lakers,New York Knicks,204.6174359,-5.469244463,100,106
Los Angeles Lakers vs Phoenix Suns,Los Angeles Lakers,Phoenix Suns,214.055949,-6.384793768,104,110
Los Angeles Lakers vs Portland Trail Blazers,Los Angeles Lakers,Portland Trail Blazers,211.9451147,-11.80385738,101,113
Los Angeles Lakers vs Sacramento Kings,Los Angeles Lakers,Sacramento Kings,213.5265725,-7.459383445,104,111
Los Angeles Lakers vs Toronto Raptors,Los Angeles Lakers,Toronto Raptors,206.9469077,-13.73723735,97,111
Los Angeles Lakers vs Utah Jazz,Los Angeles Lakers,Utah Jazz,196.4025119,-12.57002547,93,105
Los Angeles Lakers vs Cleveland Cavaliers,Los Angeles Lakers,Cleveland Cavaliers,208.472985,-15.76033963,97,113
Los Angeles Lakers vs Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,207.1595467,-10.47564269,99,109
Los Angeles Lakers vs Los Angeles Clippers,Los Angeles Lakers,Los Angeles Clippers,210.9385028,-15.30659236,98,114
Los Angeles Lakers vs Minnesota Timberwolves,Los Angeles Lakers,Minnesota Timberwolves,210.666496,-6.20099515,103,109
Los Angeles Lakers vs Orlando Magic,Los Angeles Lakers,Orlando Magic,206.0182344,-6.405889374,100,107
Los Angeles Lakers vs Chicago Bulls,Los Angeles Lakers,Chicago Bulls,205.2539826,-11.09755326,98,109
Los Angeles Lakers vs Milwaukee Bucks,Los Angeles Lakers,Milwaukee Bucks,204.4640403,-9.32632121,98,107
Los Angeles Lakers vs Atlanta Hawks,Los Angeles Lakers,Atlanta Hawks,205.4738437,-13.21447194,97,110
Los Angeles Lakers vs Detroit Pistons,Los Angeles Lakers,Detroit Pistons,204.5365325,-10.15017494,98,108
Los Angeles Lakers vs Golden State Warriors,Los Angeles Lakers,Golden State Warriors,217.5086084,-20.78145834,99,120
Los Angeles Lakers vs Houston Rockets,Los Angeles Lakers,Houston Rockets,216.473222,-13.31446924,102,115
Los Angeles Lakers vs Oklahoma City Thunder,Los Angeles Lakers,Oklahoma City Thunder,213.2417067,-14.49127594,100,115
Los Angeles Lakers vs Philadelphia 76ers,Los Angeles Lakers,Philadelphia 76ers,205.4378524,-2.506333222,102,104
Los Angeles Lakers vs Washington Wizards,Los Angeles Lakers,Washington Wizards,209.3288449,-11.699403,99,111
Los Angeles Lakers vs Brooklyn Nets,Los Angeles Lakers,Brooklyn Nets,209.9845265,-4.896865321,103,108
New Orleans Pelicans vs Los Angeles Lakers,New Orleans Pelicans,Los Angeles Lakers,208.4053409,3.244753403,106,103
New Orleans Pelicans vs San Antonio Spurs,New Orleans Pelicans,San Antonio Spurs,200.5930298,-12.74115758,94,107
New Orleans Pelicans vs Boston Celtics,New Orleans Pelicans,Boston Celtics,207.5819988,-6.269421042,101,107
New Orleans Pelicans vs Charlotte Hornets,New Orleans Pelicans,Charlotte Hornets,201.2317541,-4.485029395,99,103
New Orleans Pelicans vs Denver Nuggets,New Orleans Pelicans,Denver Nuggets,211.9645472,-2.559933342,105,108
New Orleans Pelicans vs Indiana Pacers,New Orleans Pelicans,Indiana Pacers,201.7914072,-5.077582529,99,104
New Orleans Pelicans vs Memphis Grizzlies,New Orleans Pelicans,Memphis Grizzlies,198.0450718,-4.805913975,97,102
New Orleans Pelicans vs Miami Heat,New Orleans Pelicans,Miami Heat,198.0557656,-4.762426717,97,102
New Orleans Pelicans vs New York Knicks,New Orleans Pelicans,New York Knicks,201.996123,0.616564974,102,101
New Orleans Pelicans vs Phoenix Suns,New Orleans Pelicans,Phoenix Suns,211.4346361,-0.29898433,106,106
New Orleans Pelicans vs Portland Trail Blazers,New Orleans Pelicans,Portland Trail Blazers,209.3238018,-5.718047937,102,108
New Orleans Pelicans vs Sacramento Kings,New Orleans Pelicans,Sacramento Kings,210.9052596,-1.373574007,105,107
New Orleans Pelicans vs Toronto Raptors,New Orleans Pelicans,Toronto Raptors,204.3255948,-7.651427911,99,106
New Orleans Pelicans vs Utah Jazz,New Orleans Pelicans,Utah Jazz,193.781199,-6.484216035,94,101
New Orleans Pelicans vs Cleveland Cavaliers,New Orleans Pelicans,Cleveland Cavaliers,205.8516721,-9.674530189,99,109
New Orleans Pelicans vs Dallas Mavericks,New Orleans Pelicans,Dallas Mavericks,204.5382338,-4.389833251,101,105
New Orleans Pelicans vs Los Angeles Clippers,New Orleans Pelicans,Los Angeles Clippers,208.3171899,-9.220782922,100,109
New Orleans Pelicans vs Minnesota Timberwolves,New Orleans Pelicans,Minnesota Timberwolves,208.0451831,-0.115185713,104,104
New Orleans Pelicans vs Orlando Magic,New Orleans Pelicans,Orlando Magic,203.3969215,-0.320079936,102,102
New Orleans Pelicans vs Chicago Bulls,New Orleans Pelicans,Chicago Bulls,202.6326697,-5.011743826,99,104
New Orleans Pelicans vs Milwaukee Bucks,New Orleans Pelicans,Milwaukee Bucks,201.8427274,-3.240511772,100,103
New Orleans Pelicans vs Atlanta Hawks,New Orleans Pelicans,Atlanta Hawks,202.8525308,-7.128662504,98,105
New Orleans Pelicans vs Detroit Pistons,New Orleans Pelicans,Detroit Pistons,201.9152196,-4.0643655,100,104
New Orleans Pelicans vs Golden State Warriors,New Orleans Pelicans,Golden State Warriors,214.8872955,-14.6956489,100,115
New Orleans Pelicans vs Houston Rockets,New Orleans Pelicans,Houston Rockets,213.8519091,-7.228659803,104,111
New Orleans Pelicans vs Oklahoma City Thunder,New Orleans Pelicans,Oklahoma City Thunder,210.6203938,-8.405466506,101,110
New Orleans Pelicans vs Philadelphia 76ers,New Orleans Pelicans,Philadelphia 76ers,202.8165395,3.579476215,103,100
New Orleans Pelicans vs Washington Wizards,New Orleans Pelicans,Washington Wizards,206.707532,-5.613593561,101,107
New Orleans Pelicans vs Brooklyn Nets,New Orleans Pelicans,Brooklyn Nets,207.3632136,1.188944116,105,104
San Antonio Spurs vs Los Angeles Lakers,San Antonio Spurs,Los Angeles Lakers,203.2143427,13.14485495,109,96
San Antonio Spurs vs New Orleans Pelicans,San Antonio Spurs,New Orleans Pelicans,200.5930298,7.059045513,104,97
San Antonio Spurs vs Boston Celtics,San Antonio Spurs,Boston Celtics,202.3910007,3.630680505,104,100
San Antonio Spurs vs Charlotte Hornets,San Antonio Spurs,Charlotte Hornets,196.040756,5.415072153,101,95
San Antonio Spurs vs Denver Nuggets,San Antonio Spurs,Denver Nuggets,206.7735491,7.340168206,107,100
San Antonio Spurs vs Indiana Pacers,San Antonio Spurs,Indiana Pacers,196.6004091,4.822519019,101,96
San Antonio Spurs vs Memphis Grizzlies,San Antonio Spurs,Memphis Grizzlies,192.8540736,5.094187573,100,95
San Antonio Spurs vs Miami Heat,San Antonio Spurs,Miami Heat,192.8647674,5.137674831,100,95
San Antonio Spurs vs New York Knicks,San Antonio Spurs,New York Knicks,196.8051249,10.51666652,104,93
San Antonio Spurs vs Phoenix Suns,San Antonio Spurs,Phoenix Suns,206.2436379,9.601117218,109,99
San Antonio Spurs vs Portland Trail Blazers,San Antonio Spurs,Portland Trail Blazers,204.1328036,4.18205361,105,101
San Antonio Spurs vs Sacramento Kings,San Antonio Spurs,Sacramento Kings,205.7142615,8.526527541,108,99
San Antonio Spurs vs Toronto Raptors,San Antonio Spurs,Toronto Raptors,199.1345966,2.248673637,101,99
San Antonio Spurs vs Utah Jazz,San Antonio Spurs,Utah Jazz,188.5902008,3.415885513,96,93
San Antonio Spurs vs Cleveland Cavaliers,San Antonio Spurs,Cleveland Cavaliers,200.660674,0.225571358,101,101
San Antonio Spurs vs Dallas Mavericks,San Antonio Spurs,Dallas Mavericks,199.3472356,5.510268297,103,97
San Antonio Spurs vs Los Angeles Clippers,San Antonio Spurs,Los Angeles Clippers,203.1261918,0.679318626,103,102
San Antonio Spurs vs Minnesota Timberwolves,San Antonio Spurs,Minnesota Timberwolves,202.854185,9.784915835,107,97
San Antonio Spurs vs Orlando Magic,San Antonio Spurs,Orlando Magic,198.2059234,9.580021612,104,95
San Antonio Spurs vs Chicago Bulls,San Antonio Spurs,Chicago Bulls,197.4416715,4.888357721,102,97
San Antonio Spurs vs Milwaukee Bucks,San Antonio Spurs,Milwaukee Bucks,196.6517292,6.659589776,102,96
San Antonio Spurs vs Atlanta Hawks,San Antonio Spurs,Atlanta Hawks,197.6615327,2.771439044,101,98
San Antonio Spurs vs Detroit Pistons,San Antonio Spurs,Detroit Pistons,196.7242215,5.835736048,102,96
San Antonio Spurs vs Golden State Warriors,San Antonio Spurs,Golden State Warriors,209.6962973,-4.795547357,103,107
San Antonio Spurs vs Houston Rockets,San Antonio Spurs,Houston Rockets,208.660911,2.671441744,107,104
San Antonio Spurs vs Oklahoma City Thunder,San Antonio Spurs,Oklahoma City Thunder,205.4293957,1.494635042,104,103
San Antonio Spurs vs Philadelphia 76ers,San Antonio Spurs,Philadelphia 76ers,197.6255413,13.47957776,106,92
San Antonio Spurs vs Washington Wizards,San Antonio Spurs,Washington Wizards,201.5165339,4.286507986,103,99
San Antonio Spurs vs Brooklyn Nets,San Antonio Spurs,Brooklyn Nets,202.1722154,11.08904566,107,96
Boston Celtics vs Los Angeles Lakers,Boston Celtics,Los Angeles Lakers,210.2033117,6.673118411,109,103
Boston Celtics vs New Orleans Pelicans,Boston Celtics,New Orleans Pelicans,207.5819988,0.587308973,104,104
Boston Celtics vs San Antonio Spurs,Boston Celtics,San Antonio Spurs,202.3910007,-9.312792574,97,106
Boston Celtics vs Charlotte Hornets,Boston Celtics,Charlotte Hornets,203.0297249,-1.056664387,102,103
Boston Celtics vs Denver Nuggets,Boston Celtics,Denver Nuggets,213.7625181,0.868431666,108,107
Boston Celtics vs Indiana Pacers,Boston Celtics,Indiana Pacers,203.5893781,-1.649217521,101,103
Boston Celtics vs Memphis Grizzlies,Boston Celtics,Memphis Grizzlies,199.8430426,-1.377548967,100,101
Boston Celtics vs Miami Heat,Boston Celtics,Miami Heat,199.8537364,-1.334061709,100,101
Boston Celtics vs New York Knicks,Boston Celtics,New York Knicks,203.7940938,4.044929982,104,100
Boston Celtics vs Phoenix Suns,Boston Celtics,Phoenix Suns,213.2326069,3.129380678,109,105
Boston Celtics vs Portland Trail Blazers,Boston Celtics,Portland Trail Blazers,211.1217726,-2.28968293,105,107
Boston Celtics vs Sacramento Kings,Boston Celtics,Sacramento Kings,212.7032305,2.054791001,108,106
Boston Celtics vs Toronto Raptors,Boston Celtics,Toronto Raptors,206.1235656,-4.223062903,101,106
Boston Celtics vs Utah Jazz,Boston Celtics,Utah Jazz,195.5791698,-3.055851027,97,100
Boston Celtics vs Cleveland Cavaliers,Boston Celtics,Cleveland Cavaliers,207.6496429,-6.246165182,101,107
Boston Celtics vs Dallas Mavericks,Boston Celtics,Dallas Mavericks,206.3362046,-0.961468243,103,104
Boston Celtics vs Los Angeles Clippers,Boston Celtics,Los Angeles Clippers,210.1151607,-5.792417914,103,109
Boston Celtics vs Minnesota Timberwolves,Boston Celtics,Minnesota Timberwolves,209.8431539,3.313179295,107,104
Boston Celtics vs Orlando Magic,Boston Celtics,Orlando Magic,205.1948924,3.108285072,105,102
Boston Celtics vs Chicago Bulls,Boston Celtics,Chicago Bulls,204.4306405,-1.583378819,102,103
Boston Celtics vs Milwaukee Bucks,Boston Celtics,Milwaukee Bucks,203.6406982,0.187853236,102,102
Boston Celtics vs Atlanta Hawks,Boston Celtics,Atlanta Hawks,204.6505016,-3.700297496,101,105
Boston Celtics vs Detroit Pistons,Boston Celtics,Detroit Pistons,203.7131904,-0.636000492,102,102
Boston Celtics vs Golden State Warriors,Boston Celtics,Golden State Warriors,216.6852663,-11.2672839,103,114
Boston Celtics vs Houston Rockets,Boston Celtics,Houston Rockets,215.6498799,-3.800294796,106,110
Boston Celtics vs Oklahoma City Thunder,Boston Celtics,Oklahoma City Thunder,212.4183646,-4.977101498,104,109
Boston Celtics vs Philadelphia 76ers,Boston Celtics,Philadelphia 76ers,204.6145103,7.007841223,106,99
Boston Celtics vs Washington Wizards,Boston Celtics,Washington Wizards,208.5055028,-2.185228554,104,106
Boston Celtics vs Brooklyn Nets,Boston Celtics,Brooklyn Nets,209.1611844,4.617309124,107,103
Charlotte Hornets vs Los Angeles Lakers,Charlotte Hornets,Los Angeles Lakers,203.853067,4.888726763,106,101
Charlotte Hornets vs New Orleans Pelicans,Charlotte Hornets,New Orleans Pelicans,201.2317541,-1.197082674,101,102
Charlotte Hornets vs San Antonio Spurs,Charlotte Hornets,San Antonio Spurs,196.040756,-11.09718422,93,104
Charlotte Hornets vs Boston Celtics,Charlotte Hornets,Boston Celtics,203.0297249,-4.625447682,100,104
Charlotte Hornets vs Denver Nuggets,Charlotte Hornets,Denver Nuggets,207.4122734,-0.915959982,103,104
Charlotte Hornets vs Indiana Pacers,Charlotte Hornets,Indiana Pacers,197.2391334,-3.433609169,98,101
Charlotte Hornets vs Memphis Grizzlies,Charlotte Hornets,Memphis Grizzlies,193.4927979,-3.161940615,96,99
Charlotte Hornets vs Miami Heat,Charlotte Hornets,Miami Heat,193.5034917,-3.118453357,96,99
Charlotte Hornets vs New York Knicks,Charlotte Hornets,New York Knicks,197.4438491,2.260538334,100,98
Charlotte Hornets vs Phoenix Suns,Charlotte Hornets,Phoenix Suns,206.8823622,1.34498903,105,104
Charlotte Hornets vs Portland Trail Blazers,Charlotte Hornets,Portland Trail Blazers,204.7715279,-4.074074577,101,105
Charlotte Hornets vs Sacramento Kings,Charlotte Hornets,Sacramento Kings,206.3529858,0.270399353,104,104
Charlotte Hornets vs Toronto Raptors,Charlotte Hornets,Toronto Raptors,199.7733209,-6.007454551,97,103
Charlotte Hornets vs Utah Jazz,Charlotte Hornets,Utah Jazz,189.2289251,-4.840242675,93,98
Charlotte Hornets vs Cleveland Cavaliers,Charlotte Hornets,Cleveland Cavaliers,201.2993982,-8.030556829,97,105
Charlotte Hornets vs Dallas Mavericks,Charlotte Hornets,Dallas Mavericks,199.9859599,-2.745859891,99,102
Charlotte Hornets vs Los Angeles Clippers,Charlotte Hornets,Los Angeles Clippers,203.7649161,-7.576809562,99,106
Charlotte Hornets vs Minnesota Timberwolves,Charlotte Hornets,Minnesota Timberwolves,203.4929092,1.528787647,103,101
Charlotte Hornets vs Orlando Magic,Charlotte Hornets,Orlando Magic,198.8446477,1.323893424,100,99
Charlotte Hornets vs Chicago Bulls,Charlotte Hornets,Chicago Bulls,198.0803958,-3.367770466,98,102
Charlotte Hornets vs Milwaukee Bucks,Charlotte Hornets,Milwaukee Bucks,197.2904535,-1.596538412,99,100
Charlotte Hornets vs Atlanta Hawks,Charlotte Hornets,Atlanta Hawks,198.300257,-5.484689144,97,103
Charlotte Hornets vs Detroit Pistons,Charlotte Hornets,Detroit Pistons,197.3629458,-2.42039214,98,101
Charlotte Hornets vs Golden State Warriors,Charlotte Hornets,Golden State Warriors,210.3350216,-13.05167554,100,113
Charlotte Hornets vs Houston Rockets,Charlotte Hornets,Houston Rockets,209.2996352,-5.584686443,102,108
Charlotte Hornets vs Oklahoma City Thunder,Charlotte Hornets,Oklahoma City Thunder,206.06812,-6.761493146,100,107
Charlotte Hornets vs Philadelphia 76ers,Charlotte Hornets,Philadelphia 76ers,198.2642656,5.223449575,102,97
Charlotte Hornets vs Washington Wizards,Charlotte Hornets,Washington Wizards,202.1552582,-3.969620201,99,103
Charlotte Hornets vs Brooklyn Nets,Charlotte Hornets,Brooklyn Nets,202.8109397,2.832917477,103,100
Denver Nuggets vs Los Angeles Lakers,Denver Nuggets,Los Angeles Lakers,214.5858601,2.96363071,109,106
Denver Nuggets vs New Orleans Pelicans,Denver Nuggets,New Orleans Pelicans,211.9645472,-3.122178727,105,108
Denver Nuggets vs San Antonio Spurs,Denver Nuggets,San Antonio Spurs,206.7735491,-13.02228028,97,110
Denver Nuggets vs Boston Celtics,Denver Nuggets,Boston Celtics,213.7625181,-6.550543735,104,110
Denver Nuggets vs Charlotte Hornets,Denver Nuggets,Charlotte Hornets,207.4122734,-4.766152087,101,106
Denver Nuggets vs Indiana Pacers,Denver Nuggets,Indiana Pacers,207.9719265,-5.358705222,102,107
Denver Nuggets vs Memphis Grizzlies,Denver Nuggets,Memphis Grizzlies,204.225591,-5.087036668,100,105
Denver Nuggets vs Miami Heat,Denver Nuggets,Miami Heat,204.2362848,-5.04354941,100,105
Denver Nuggets vs New York Knicks,Denver Nuggets,New York Knicks,208.1766423,0.335442281,105,104
Denver Nuggets vs Phoenix Suns,Denver Nuggets,Phoenix Suns,217.6151554,-0.580107023,109,109
Denver Nuggets vs Portland Trail Blazers,Denver Nuggets,Portland Trail Blazers,215.504321,-5.99917063,105,111
Denver Nuggets vs Sacramento Kings,Denver Nuggets,Sacramento Kings,217.0857789,-1.6546967,108,110
Denver Nuggets vs Toronto Raptors,Denver Nuggets,Toronto Raptors,210.506114,-7.932550604,102,110
Denver Nuggets vs Utah Jazz,Denver Nuggets,Utah Jazz,199.9617182,-6.765338727,97,104
Denver Nuggets vs Cleveland Cavaliers,Denver Nuggets,Cleveland Cavaliers,212.0321914,-9.955652882,102,112
Denver Nuggets vs Dallas Mavericks,Denver Nuggets,Dallas Mavericks,210.718753,-4.670955944,104,108
Denver Nuggets vs Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,214.4977092,-9.501905615,103,113
Denver Nuggets vs Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,214.2257024,-0.396308405,108,108
Denver Nuggets vs Orlando Magic,Denver Nuggets,Orlando Magic,209.5774408,-0.601202629,105,106
Denver Nuggets vs Chicago Bulls,Denver Nuggets,Chicago Bulls,208.8131889,-5.292866519,102,108
Denver Nuggets vs Milwaukee Bucks,Denver Nuggets,Milwaukee Bucks,208.0232466,-3.521634465,102,106
Denver Nuggets vs Atlanta Hawks,Denver Nuggets,Atlanta Hawks,209.0330501,-7.409785197,102,109
Denver Nuggets vs Detroit Pistons,Denver Nuggets,Detroit Pistons,208.0957389,-4.345488193,102,107
Denver Nuggets vs Golden State Warriors,Denver Nuggets,Golden State Warriors,221.0678147,-14.9767716,103,118
Denver Nuggets vs Houston Rockets,Denver Nuggets,Houston Rockets,220.0324284,-7.509782496,107,114
Denver Nuggets vs Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder,216.8009131,-8.686589199,105,113
Denver Nuggets vs Philadelphia 76ers,Denver Nuggets,Philadelphia 76ers,208.9970587,3.298353523,107,104
Denver Nuggets vs Washington Wizards,Denver Nuggets,Washington Wizards,212.8880513,-5.894716254,104,110
Denver Nuggets vs Brooklyn Nets,Denver Nuggets,Brooklyn Nets,213.5437328,0.907821424,108,107
Indiana Pacers vs Los Angeles Lakers,Indiana Pacers,Los Angeles Lakers,204.4127201,5.481279897,106,100
Indiana Pacers vs New Orleans Pelicans,Indiana Pacers,New Orleans Pelicans,201.7914072,-0.60452954,101,102
Indiana Pacers vs San Antonio Spurs,Indiana Pacers,San Antonio Spurs,196.6004091,-10.50463109,94,104
Indiana Pacers vs Boston Celtics,Indiana Pacers,Boston Celtics,203.5893781,-4.032894548,100,104
Indiana Pacers vs Charlotte Hornets,Indiana Pacers,Charlotte Hornets,197.2391334,-2.2485029,98,100
Indiana Pacers vs Denver Nuggets,Indiana Pacers,Denver Nuggets,207.9719265,-0.323406847,105,105
Indiana Pacers vs Memphis Grizzlies,Indiana Pacers,Memphis Grizzlies,194.052451,-2.569387481,96,98
Indiana Pacers vs Miami Heat,Indiana Pacers,Miami Heat,194.0631448,-2.525900223,96,99
Indiana Pacers vs New York Knicks,Indiana Pacers,New York Knicks,198.0035023,2.853091469,101,98
Indiana Pacers vs Phoenix Suns,Indiana Pacers,Phoenix Suns,207.4420153,1.937542164,105,103
Indiana Pacers vs Portland Trail Blazers,Indiana Pacers,Portland Trail Blazers,205.331181,-3.481521443,101,105
Indiana Pacers vs Sacramento Kings,Indiana Pacers,Sacramento Kings,206.9126389,0.862952487,104,103
Indiana Pacers vs Toronto Raptors,Indiana Pacers,Toronto Raptors,200.332974,-5.414901417,98,104
Indiana Pacers vs Utah Jazz,Indiana Pacers,Utah Jazz,189.7885782,-4.24768954,93,97
Indiana Pacers vs Cleveland Cavaliers,Indiana Pacers,Cleveland Cavaliers,201.8590514,-7.438003695,97,105
Indiana Pacers vs Dallas Mavericks,Indiana Pacers,Dallas Mavericks,200.545613,-2.153306757,99,102
Indiana Pacers vs Los Angeles Clippers,Indiana Pacers,Los Angeles Clippers,204.3245692,-6.984256428,99,106
Indiana Pacers vs Minnesota Timberwolves,Indiana Pacers,Minnesota Timberwolves,204.0525624,2.121340782,103,101
Indiana Pacers vs Orlando Magic,Indiana Pacers,Orlando Magic,199.4043008,1.916446558,101,99
Indiana Pacers vs Chicago Bulls,Indiana Pacers,Chicago Bulls,198.6400489,-2.775217332,98,101
Indiana Pacers vs Milwaukee Bucks,Indiana Pacers,Milwaukee Bucks,197.8501066,-1.003985278,100,101
Indiana Pacers vs Atlanta Hawks,Indiana Pacers,Atlanta Hawks,198.8599101,-4.892136009,98,102
Indiana Pacers vs Detroit Pistons,Indiana Pacers,Detroit Pistons,197.9225989,-1.827839006,99,100
Indiana Pacers vs Golden State Warriors,Indiana Pacers,Golden State Warriors,210.8946747,-12.45912241,100,112
Indiana Pacers vs Houston Rockets,Indiana Pacers,Houston Rockets,209.8592884,-4.992133309,103,108
Indiana Pacers vs Oklahoma City Thunder,Indiana Pacers,Oklahoma City Thunder,206.6277731,-6.168940012,101,107
Indiana Pacers vs Philadelphia 76ers,Indiana Pacers,Philadelphia 76ers,198.8239187,5.81600271,103,97
Indiana Pacers vs Washington Wizards,Indiana Pacers,Washington Wizards,202.7149113,-3.377067067,100,104
Indiana Pacers vs Brooklyn Nets,Indiana Pacers,Brooklyn Nets,203.3705928,3.425470611,104,101
Memphis Grizzlies vs Los Angeles Lakers,Memphis Grizzlies,Los Angeles Lakers,200.6663847,5.209611344,104,98
Memphis Grizzlies vs New Orleans Pelicans,Memphis Grizzlies,New Orleans Pelicans,198.0450718,-0.876198094,99,100
Memphis Grizzlies vs San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,192.8540736,-10.77629964,92,103
Memphis Grizzlies vs Boston Celtics,Memphis Grizzlies,Boston Celtics,199.8430426,-4.304563102,98,103
Memphis Grizzlies vs Charlotte Hornets,Memphis Grizzlies,Charlotte Hornets,193.4927979,-2.520171454,96,98
Memphis Grizzlies vs Denver Nuggets,Memphis Grizzlies,Denver Nuggets,204.225591,-0.595075401,103,103
Memphis Grizzlies vs Indiana Pacers,Memphis Grizzlies,Indiana Pacers,194.052451,-3.112724588,96,99
Memphis Grizzlies vs Miami Heat,Memphis Grizzlies,Miami Heat,190.3168094,-2.797568777,94,97
Memphis Grizzlies vs New York Knicks,Memphis Grizzlies,New York Knicks,194.2571668,2.581422915,99,96
Memphis Grizzlies vs Phoenix Suns,Memphis Grizzlies,Phoenix Suns,203.6956799,1.665873611,103,101
Memphis Grizzlies vs Portland Trail Blazers,Memphis Grizzlies,Portland Trail Blazers,201.5848455,-3.753189997,99,103
Memphis Grizzlies vs Sacramento Kings,Memphis Grizzlies,Sacramento Kings,203.1663034,0.591283934,102,102
Memphis Grizzlies vs Toronto Raptors,Memphis Grizzlies,Toronto Raptors,196.5866386,-5.68656997,96,101
Memphis Grizzlies vs Utah Jazz,Memphis Grizzlies,Utah Jazz,186.0422428,-4.519358094,91,96
Memphis Grizzlies vs Cleveland Cavaliers,Memphis Grizzlies,Cleveland Cavaliers,198.1127159,-7.709672249,96,104
Memphis Grizzlies vs Dallas Mavericks,Memphis Grizzlies,Dallas Mavericks,196.7992776,-2.42497531,98,100
Memphis Grizzlies vs Los Angeles Clippers,Memphis Grizzlies,Los Angeles Clippers,200.5782337,-7.255924981,97,104
Memphis Grizzlies vs Minnesota Timberwolves,Memphis Grizzlies,Minnesota Timberwolves,200.3062269,1.849672228,102,100
Memphis Grizzlies vs Orlando Magic,Memphis Grizzlies,Orlando Magic,195.6579653,1.644778004,99,97
Memphis Grizzlies vs Chicago Bulls,Memphis Grizzlies,Chicago Bulls,194.8937134,-3.046885886,96,99
Memphis Grizzlies vs Milwaukee Bucks,Memphis Grizzlies,Milwaukee Bucks,194.1037712,-1.275653831,97,98
Memphis Grizzlies vs Atlanta Hawks,Memphis Grizzlies,Atlanta Hawks,195.1135746,-5.163804563,95,100
Memphis Grizzlies vs Detroit Pistons,Memphis Grizzlies,Detroit Pistons,194.1762634,-2.09950756,97,99
Memphis Grizzlies vs Golden State Warriors,Memphis Grizzlies,Golden State Warriors,207.1483392,-12.73079096,98,110
Memphis Grizzlies vs Houston Rockets,Memphis Grizzlies,Houston Rockets,206.1129529,-5.263801863,101,106
Memphis Grizzlies vs Oklahoma City Thunder,Memphis Grizzlies,Oklahoma City Thunder,202.8814376,-6.440608566,99,105
Memphis Grizzlies vs Philadelphia 76ers,Memphis Grizzlies,Philadelphia 76ers,195.0775833,5.544334156,101,95
Memphis Grizzlies vs Washington Wizards,Memphis Grizzlies,Washington Wizards,198.9685758,-3.648735621,98,102
Memphis Grizzlies vs Brooklyn Nets,Memphis Grizzlies,Brooklyn Nets,199.6242573,3.153802057,102,99
Miami Heat vs Los Angeles Lakers,Miami Heat,Los Angeles Lakers,200.6770785,5.166124086,103,98
Miami Heat vs New Orleans Pelicans,Miami Heat,New Orleans Pelicans,198.0557656,-0.919685352,99,100
Miami Heat vs San Antonio Spurs,Miami Heat,San Antonio Spurs,192.8647674,-10.8197869,91,102
Miami Heat vs Boston Celtics,Miami Heat,Boston Celtics,199.8537364,-4.34805036,98,102
Miami Heat vs Charlotte Hornets,Miami Heat,Charlotte Hornets,193.5034917,-2.563658712,96,99
Miami Heat vs Denver Nuggets,Miami Heat,Denver Nuggets,204.2362848,-0.638562659,102,103
Miami Heat vs Indiana Pacers,Miami Heat,Indiana Pacers,194.0631448,-3.156211846,96,99
Miami Heat vs Memphis Grizzlies,Miami Heat,Memphis Grizzlies,190.3168094,-2.884543292,94,97
Miami Heat vs New York Knicks,Miami Heat,New York Knicks,194.2678606,2.537935657,99,96
Miami Heat vs Phoenix Suns,Miami Heat,Phoenix Suns,203.7063737,1.622386353,104,102
Miami Heat vs Portland Trail Blazers,Miami Heat,Portland Trail Blazers,201.5955393,-3.796677255,100,103
Miami Heat vs Sacramento Kings,Miami Heat,Sacramento Kings,203.1769972,0.547796676,102,102
Miami Heat vs Toronto Raptors,Miami Heat,Toronto Raptors,196.5973324,-5.730057228,96,102
Miami Heat vs Utah Jazz,Miami Heat,Utah Jazz,186.0529366,-4.562845352,91,95
Miami Heat vs Cleveland Cavaliers,Miami Heat,Cleveland Cavaliers,198.1234097,-7.753159507,96,104
Miami Heat vs Dallas Mavericks,Miami Heat,Dallas Mavericks,196.8099714,-2.468462568,98,100
