year,month,away_tm,away_score,home_tm,home_score
2015,february,Brooklyn Nets,96,New Orleans Pelicans,102
2015,february,Miami Heat,93,Orlando Magic,90
2015,february,San Antonio Spurs,95,Portland Trail Blazers,111
2015,february,Memphis Grizzlies,90,Sacramento Kings,102
2015,february,Los Angeles Lakers,100,Utah Jazz,97
2015,february,Golden State Warriors,99,Cleveland Cavaliers,110
2015,february,Oklahoma City Thunder,113,Phoenix Suns,117
2015,february,Orlando Magic,88,Atlanta Hawks,95
2015,february,Charlotte Hornets,98,Boston Celtics,106
2015,february,Minnesota Timberwolves,89,Chicago Bulls,96
2015,february,Utah Jazz,104,Denver Nuggets,82
2015,february,New York Knicks,121,Detroit Pistons,115
2015,february,Brooklyn Nets,98,Houston Rockets,102
2015,february,Cleveland Cavaliers,86,Indiana Pacers,93
2015,february,Milwaukee Bucks,93,Los Angeles Lakers,101
2015,february,Los Angeles Clippers,97,Memphis Grizzlies,79
2015,february,Miami Heat,102,New Orleans Pelicans,104
2015,february,Washington Wizards,81,Philadelphia 76ers,89
2015,february,Oklahoma City Thunder,112,Portland Trail Blazers,115
2015,february,San Antonio Spurs,107,Sacramento Kings,96
2015,february,Golden State Warriors,113,Toronto Raptors,89
2015,february,Brooklyn Nets,104,Dallas Mavericks,94
2015,february,Atlanta Hawks,93,Miami Heat,91
2015,february,Memphis Grizzlies,101,Minnesota Timberwolves,97
2015,february,Toronto Raptors,98,New York Knicks,103
2015,february,San Antonio Spurs,101,Phoenix Suns,74
2015,february,Milwaukee Bucks,75,Utah Jazz,82
2015,february,Detroit Pistons,95,Washington Wizards,99
2015,march,Golden State Warriors,106,Boston Celtics,101
2015,march,Los Angeles Clippers,96,Chicago Bulls,86
2015,march,New Orleans Pelicans,99,Denver Nuggets,92
2015,march,Cleveland Cavaliers,103,Houston Rockets,105
2015,march,Philadelphia 76ers,74,Indiana Pacers,94
2015,march,Oklahoma City Thunder,108,Los Angeles Lakers,101
2015,march,Charlotte Hornets,98,Orlando Magic,83
2015,march,Portland Trail Blazers,110,Sacramento Kings,99
2015,march,Golden State Warriors,108,Brooklyn Nets,110
2015,march,New Orleans Pelicans,93,Dallas Mavericks,102
2015,march,Phoenix Suns,98,Miami Heat,115
2015,march,Los Angeles Clippers,110,Minnesota Timberwolves,105
2015,march,Toronto Raptors,114,Philadelphia 76ers,103
2015,march,Houston Rockets,96,Atlanta Hawks,104
2015,march,Washington Wizards,92,Chicago Bulls,97
2015,march,Los Angeles Lakers,103,Charlotte Hornets,104
2015,march,Boston Celtics,79,Cleveland Cavaliers,110
2015,march,Milwaukee Bucks,95,Denver Nuggets,106
2015,march,Utah Jazz,93,Memphis Grizzlies,82
2015,march,Sacramento Kings,124,New York Knicks,86
2015,march,Utah Jazz,84,Boston Celtics,85
2015,march,Charlotte Hornets,115,Brooklyn Nets,91
2015,march,Milwaukee Bucks,93,Golden State Warriors,102
2015,march,Memphis Grizzlies,102,Houston Rockets,100
2015,march,New York Knicks,82,Indiana Pacers,105
2015,march,Portland Trail Blazers,98,Los Angeles Clippers,93
2015,march,Los Angeles Lakers,94,Miami Heat,100
2015,march,Denver Nuggets,100,Minnesota Timberwolves,85
2015,march,Detroit Pistons,85,New Orleans Pelicans,88
2015,march,Philadelphia 76ers,118,Oklahoma City Thunder,123
2015,march,Phoenix Suns,105,Orlando Magic,100
2015,march,Sacramento Kings,85,San Antonio Spurs,112
2015,march,Cleveland Cavaliers,120,Toronto Raptors,112
2015,march,Oklahoma City Thunder,105,Chicago Bulls,108
2015,march,Dallas Mavericks,75,Portland Trail Blazers,94
2015,march,Cleveland Cavaliers,97,Atlanta Hawks,106
2015,march,Phoenix Suns,108,Brooklyn Nets,100
2015,march,Toronto Raptors,94,Charlotte Hornets,103
2015,march,Dallas Mavericks,89,Golden State Warriors,104
2015,march,Detroit Pistons,93,Houston Rockets,103
2015,march,Chicago Bulls,84,Indiana Pacers,98
2015,march,Los Angeles Lakers,90,Memphis Grizzlies,97
2015,march,Boston Celtics,104,New Orleans Pelicans,98
2015,march,Sacramento Kings,114,Orlando Magic,119
2015,march,Utah Jazz,89,Philadelphia 76ers,83
2015,march,Denver Nuggets,111,San Antonio Spurs,120
2015,march,Miami Heat,97,Washington Wizards,99
2015,march,Phoenix Suns,79,Cleveland Cavaliers,89
2015,march,Houston Rockets,114,Denver Nuggets,100
2015,march,Sacramento Kings,109,Miami Heat,114
2015,march,Washington Wizards,85,Milwaukee Bucks,91
2015,march,Portland Trail Blazers,113,Minnesota Timberwolves,121
2015,march,Memphis Grizzlies,89,New Orleans Pelicans,95
2015,march,Indiana Pacers,92,New York Knicks,86
2015,march,Atlanta Hawks,84,Philadelphia 76ers,92
2015,march,Utah Jazz,95,Brooklyn Nets,88
2015,march,Charlotte Hornets,108,Detroit Pistons,101
2015,march,Los Angeles Clippers,98,Golden State Warriors,106
2015,march,Dallas Mavericks,100,Los Angeles Lakers,93
2015,march,Toronto Raptors,104,Oklahoma City Thunder,108
2015,march,Boston Celtics,98,Orlando Magic,103
2015,march,Chicago Bulls,105,San Antonio Spurs,116
2015,march,Sacramento Kings,105,Atlanta Hawks,130
2015,march,Memphis Grizzlies,101,Chicago Bulls,91
2015,march,Washington Wizards,95,Charlotte Hornets,69
2015,march,New York Knicks,78,Denver Nuggets,106
2015,march,Minnesota Timberwolves,76,Los Angeles Clippers,89
2015,march,Boston Celtics,100,Miami Heat,90
2015,march,New Orleans Pelicans,114,Milwaukee Bucks,103
2015,march,Golden State Warriors,98,Phoenix Suns,80
2015,march,New Orleans Pelicans,111,Brooklyn Nets,91
2015,march,Cleveland Cavaliers,127,Dallas Mavericks,94
2015,march,Orlando Magic,86,Indiana Pacers,118
2015,march,Detroit Pistons,85,Los Angeles Lakers,93
2015,march,Toronto Raptors,107,San Antonio Spurs,117
2015,march,New York Knicks,82,Utah Jazz,87
2015,march,Memphis Grizzlies,92,Boston Celtics,95
2015,march,Sacramento Kings,113,Charlotte Hornets,106
2015,march,Atlanta Hawks,102,Denver Nuggets,115
2015,march,Detroit Pistons,98,Golden State Warriors,105
2015,march,Brooklyn Nets,98,Miami Heat,104
2015,march,Orlando Magic,91,Milwaukee Bucks,97
2015,march,Los Angeles Clippers,120,Oklahoma City Thunder,108
2015,march,Chicago Bulls,104,Philadelphia 76ers,95
2015,march,Minnesota Timberwolves,97,Phoenix Suns,106
2015,march,Houston Rockets,100,Portland Trail Blazers,105
2015,march,Milwaukee Bucks,103,Indiana Pacers,109
2015,march,New York Knicks,101,Los Angeles Lakers,94
2015,march,Cleveland Cavaliers,128,San Antonio Spurs,125
2015,march,Houston Rockets,91,Utah Jazz,109
2015,march,Memphis Grizzlies,87,Washington Wizards,107
2015,march,Orlando Magic,88,Boston Celtics,95
2015,march,Chicago Bulls,91,Charlotte Hornets,101
2015,march,Los Angeles Clippers,99,Dallas Mavericks,129
2015,march,Golden State Warriors,103,Denver Nuggets,114
2015,march,Minnesota Timberwolves,99,Oklahoma City Thunder,113
2015,march,Sacramento Kings,107,Philadelphia 76ers,114
2015,march,Atlanta Hawks,96,Phoenix Suns,87
2015,march,Detroit Pistons,99,Portland Trail Blazers,118
2015,march,Miami Heat,92,Toronto Raptors,102
2015,march,New York Knicks,94,Golden State Warriors,125
2015,march,Boston Celtics,93,Indiana Pacers,89
2015,march,Milwaukee Bucks,83,Memphis Grizzlies,96
2015,march,Brooklyn Nets,94,Philadelphia 76ers,87
2015,march,Detroit Pistons,85,Utah Jazz,88
2015,march,Sacramento Kings,97,Washington Wizards,113
2015,march,Houston Rockets,100,Los Angeles Clippers,98
2015,march,Atlanta Hawks,91,Los Angeles Lakers,86
2015,march,Denver Nuggets,118,New Orleans Pelicans,111
2015,march,Chicago Bulls,100,Oklahoma City Thunder,109
2015,march,Cleveland Cavaliers,123,Orlando Magic,108
2015,march,New York Knicks,89,Phoenix Suns,102
2015,march,Minnesota Timberwolves,97,San Antonio Spurs,123
2015,march,Portland Trail Blazers,113,Toronto Raptors,97
2015,march,Philadelphia 76ers,89,Boston Celtics,108
2015,march,Oklahoma City Thunder,115,Dallas Mavericks,119
2015,march,Los Angeles Lakers,105,Golden State Warriors,108
2015,march,Toronto Raptors,117,Indiana Pacers,98
2015,march,Denver Nuggets,81,Memphis Grizzlies,92
2015,march,Cleveland Cavaliers,92,Miami Heat,106
2015,march,Brooklyn Nets,122,Minnesota Timberwolves,106
2015,march,Atlanta Hawks,110,Sacramento Kings,103
2015,march,Charlotte Hornets,66,Utah Jazz,94
2015,march,Portland Trail Blazers,97,Washington Wizards,105
2015,march,Memphis Grizzlies,95,Detroit Pistons,105
2015,march,Orlando Magic,94,Houston Rockets,107
2015,march,Charlotte Hornets,92,Los Angeles Clippers,99
2015,march,Milwaukee Bucks,84,New Orleans Pelicans,85
2015,march,San Antonio Spurs,100,New York Knicks,104
2015,march,Indiana Pacers,86,Chicago Bulls,103
2015,march,Brooklyn Nets,92,Cleveland Cavaliers,117
2015,march,Orlando Magic,102,Dallas Mavericks,107
2015,march,Atlanta Hawks,95,Golden State Warriors,114
2015,march,Portland Trail Blazers,104,Miami Heat,108
2015,march,San Antonio Spurs,114,Milwaukee Bucks,103
2015,march,Boston Celtics,118,Oklahoma City Thunder,122
2015,march,Detroit Pistons,83,Philadelphia 76ers,94
2015,march,Los Angeles Clippers,116,Sacramento Kings,105
2015,march,Minnesota Timberwolves,100,Toronto Raptors,105
2015,march,Washington Wizards,88,Utah Jazz,84
2015,march,Denver Nuggets,108,Houston Rockets,118
2015,march,Utah Jazz,80,Los Angeles Lakers,73
2015,march,Minnesota Timberwolves,95,New York Knicks,92
2015,march,New Orleans Pelicans,72,Phoenix Suns,74
2015,march,Milwaukee Bucks,127,Brooklyn Nets,129
2015,march,Toronto Raptors,92,Chicago Bulls,108
2015,march,Indiana Pacers,92,Cleveland Cavaliers,95
2015,march,Memphis Grizzlies,112,Dallas Mavericks,101
2015,march,New Orleans Pelicans,96,Golden State Warriors,112
2015,march,Washington Wizards,99,Los Angeles Clippers,113
2015,march,Denver Nuggets,91,Miami Heat,108
2015,march,Atlanta Hawks,115,Oklahoma City Thunder,123
2015,march,Portland Trail Blazers,104,Orlando Magic,111
2015,march,New York Knicks,81,Philadelphia 76ers,97
2015,march,Charlotte Hornets,91,Sacramento Kings,101
2015,march,Boston Celtics,89,San Antonio Spurs,101
2015,march,Chicago Bulls,91,Detroit Pistons,107
2015,march,Utah Jazz,91,Golden State Warriors,106
2015,march,Phoenix Suns,117,Houston Rockets,102
2015,march,Brooklyn Nets,123,Indiana Pacers,111
2015,march,Portland Trail Blazers,86,Memphis Grizzlies,97
2015,march,San Antonio Spurs,114,Atlanta Hawks,95
2015,march,Detroit Pistons,105,Boston Celtics,97
2015,march,New Orleans Pelicans,100,Los Angeles Clippers,107
2015,march,Philadelphia 76ers,87,Los Angeles Lakers,101
2015,march,Cleveland Cavaliers,108,Milwaukee Bucks,90
2015,march,Charlotte Hornets,109,Minnesota Timberwolves,98
2015,march,Miami Heat,75,Oklahoma City Thunder,93
2015,march,Denver Nuggets,119,Orlando Magic,100
2015,march,Dallas Mavericks,92,Phoenix Suns,98
2015,march,Washington Wizards,86,Sacramento Kings,109
2015,march,New York Knicks,89,Toronto Raptors,106
2015,march,Boston Celtics,110,Brooklyn Nets,91
2015,march,Charlotte Hornets,86,Chicago Bulls,98
2015,march,Washington Wizards,76,Golden State Warriors,107
2015,march,Houston Rockets,110,Indiana Pacers,100
2015,march,Memphis Grizzlies,103,New York Knicks,82
2015,march,Minnesota Timberwolves,106,Utah Jazz,104
2015,march,San Antonio Spurs,94,Dallas Mavericks,101
2015,march,Toronto Raptors,104,Detroit Pistons,108
2015,march,Miami Heat,88,Milwaukee Bucks,89
2015,march,Los Angeles Lakers,117,Oklahoma City Thunder,127
2015,march,Golden State Warriors,122,Portland Trail Blazers,108
2015,march,Philadelphia 76ers,106,Sacramento Kings,107
2015,march,Miami Heat,93,Boston Celtics,86
2015,march,Brooklyn Nets,91,Charlotte Hornets,88
2015,march,Philadelphia 76ers,99,Denver Nuggets,85
2015,march,Cleveland Cavaliers,111,Memphis Grizzlies,89
2015,march,Los Angeles Lakers,101,Minnesota Timberwolves,99
2015,march,Houston Rockets,95,New Orleans Pelicans,93
2015,march,Los Angeles Clippers,111,New York Knicks,80
2015,march,Atlanta Hawks,95,Orlando Magic,83
2015,march,Sacramento Kings,108,Phoenix Suns,99
2015,march,Oklahoma City Thunder,91,San Antonio Spurs,130
2015,march,Chicago Bulls,116,Toronto Raptors,103
2015,march,Portland Trail Blazers,92,Utah Jazz,89
2015,march,Indiana Pacers,103,Washington Wizards,101
2015,march,Indiana Pacers,107,Milwaukee Bucks,111
2015,march,Miami Heat,86,Atlanta Hawks,99
2015,march,Cleveland Cavaliers,98,Brooklyn Nets,106
2015,march,Utah Jazz,91,Denver Nuggets,107
2015,march,Minnesota Timberwolves,110,Houston Rockets,120
2015,march,Golden State Warriors,107,Memphis Grizzlies,84
2015,march,Sacramento Kings,88,New Orleans Pelicans,102
2015,march,Boston Celtics,96,New York Knicks,92
2015,march,Detroit Pistons,111,Orlando Magic,97
2015,march,Los Angeles Clippers,119,Philadelphia 76ers,98
2015,march,Portland Trail Blazers,87,Phoenix Suns,81
2015,march,Dallas Mavericks,76,San Antonio Spurs,94
2015,march,Los Angeles Lakers,83,Toronto Raptors,94
2015,march,Charlotte Hornets,107,Washington Wizards,110
2015,march,New York Knicks,80,Chicago Bulls,111
2015,march,Atlanta Hawks,100,Charlotte Hornets,115
2015,march,Golden State Warriors,108,Milwaukee Bucks,95
2015,march,Denver Nuggets,114,Portland Trail Blazers,120
2015,march,Oklahoma City Thunder,89,Utah Jazz,94
2015,march,Los Angeles Clippers,119,Boston Celtics,106
2015,march,Los Angeles Lakers,99,Brooklyn Nets,107
2015,march,Philadelphia 76ers,86,Cleveland Cavaliers,87
2015,march,Dallas Mavericks,99,Indiana Pacers,104
2015,march,Detroit Pistons,102,Miami Heat,109
2015,march,Minnesota Timberwolves,88,New Orleans Pelicans,110
2015,march,Oklahoma City Thunder,109,Phoenix Suns,97
2015,march,Memphis Grizzlies,89,San Antonio Spurs,103
2015,march,Houston Rockets,99,Washington Wizards,91
2015,march,Milwaukee Bucks,88,Atlanta Hawks,101
2015,march,Boston Celtics,116,Charlotte Hornets,104
2015,march,Sacramento Kings,83,Memphis Grizzlies,97
2015,march,Utah Jazz,104,Minnesota Timberwolves,84
2015,march,Los Angeles Lakers,113,Philadelphia 76ers,111
2015,march,Phoenix Suns,86,Portland Trail Blazers,109
2015,march,Houston Rockets,96,Toronto Raptors,99
2015,march,Indiana Pacers,106,Brooklyn Nets,111
2015,march,Atlanta Hawks,95,Detroit Pistons,105
2015,march,Golden State Warriors,110,Los Angeles Clippers,106
2015,march,San Antonio Spurs,95,Miami Heat,81
2015,april,Indiana Pacers,87,Boston Celtics,100
2015,april,Detroit Pistons,78,Charlotte Hornets,102
2015,april,Sacramento Kings,111,Houston Rockets,115
2015,april,New Orleans Pelicans,113,Los Angeles Lakers,92
2015,april,Chicago Bulls,91,Milwaukee Bucks,95
2015,april,Toronto Raptors,113,Minnesota Timberwolves,99
2015,april,Brooklyn Nets,100,New York Knicks,98
2015,april,Dallas Mavericks,135,Oklahoma City Thunder,131
2015,april,San Antonio Spurs,103,Orlando Magic,91
2015,april,Los Angeles Clippers,126,Portland Trail Blazers,122
2015,april,Denver Nuggets,84,Utah Jazz,98
2015,april,Philadelphia 76ers,93,Washington Wizards,106
2015,april,Miami Heat,88,Cleveland Cavaliers,114
2015,april,Houston Rockets,108,Dallas Mavericks,101
2015,april,Phoenix Suns,106,Golden State Warriors,107
2015,april,Milwaukee Bucks,110,Boston Celtics,101
2015,april,Toronto Raptors,109,Brooklyn Nets,114
2015,april,Detroit Pistons,82,Chicago Bulls,88
2015,april,Charlotte Hornets,74,Indiana Pacers,93
2015,april,Portland Trail Blazers,107,Los Angeles Lakers,77
2015,april,Oklahoma City Thunder,92,Memphis Grizzlies,100
2015,april,Orlando Magic,97,Minnesota Timberwolves,84
2015,april,New Orleans Pelicans,101,Sacramento Kings,95
2015,april,Denver Nuggets,93,San Antonio Spurs,123
2015,april,New York Knicks,87,Washington Wizards,101
2015,april,Brooklyn Nets,99,Atlanta Hawks,131
2015,april,Philadelphia 76ers,91,Charlotte Hornets,92
2015,april,Golden State Warriors,123,Dallas Mavericks,110
2015,april,Los Angeles Clippers,107,Denver Nuggets,92
2015,april,Miami Heat,98,Detroit Pistons,99
2015,april,Washington Wizards,92,Memphis Grizzlies,83
2015,april,Orlando Magic,97,Milwaukee Bucks,90
2015,april,Utah Jazz,85,Phoenix Suns,87
2015,april,New Orleans Pelicans,90,Portland Trail Blazers,99
2015,april,Boston Celtics,117,Toronto Raptors,116
2015,april,Chicago Bulls,94,Cleveland Cavaliers,99
2015,april,Miami Heat,89,Indiana Pacers,112
2015,april,Los Angeles Clippers,106,Los Angeles Lakers,78
2015,april,Philadelphia 76ers,91,New York Knicks,101
2015,april,Houston Rockets,115,Oklahoma City Thunder,112
2015,april,Utah Jazz,101,Sacramento Kings,95
2015,april,Golden State Warriors,92,San Antonio Spurs,107
2015,april,Portland Trail Blazers,96,Brooklyn Nets,106
2015,april,Phoenix Suns,69,Atlanta Hawks,96
2015,april,Los Angeles Lakers,100,Los Angeles Clippers,105
2015,april,Charlotte Hornets,100,Miami Heat,105
2015,april,Golden State Warriors,100,New Orleans Pelicans,103
2015,april,San Antonio Spurs,113,Oklahoma City Thunder,88
2015,april,Minnesota Timberwolves,111,Sacramento Kings,116
2015,april,Atlanta Hawks,114,Brooklyn Nets,111
2015,april,Toronto Raptors,92,Charlotte Hornets,74
2015,april,Phoenix Suns,104,Dallas Mavericks,107
2015,april,Los Angeles Lakers,101,Denver Nuggets,119
2015,april,Boston Celtics,113,Detroit Pistons,103
2015,april,New Orleans Pelicans,74,Memphis Grizzlies,110
2015,april,Cleveland Cavaliers,104,Milwaukee Bucks,99
2015,april,Indiana Pacers,102,New York Knicks,86
2015,april,Chicago Bulls,103,Orlando Magic,105
2015,april,Washington Wizards,119,Philadelphia 76ers,90
2015,april,Minnesota Timberwolves,91,Portland Trail Blazers,116
2015,april,Houston Rockets,98,San Antonio Spurs,110
2015,april,Sacramento Kings,91,Utah Jazz,103
2015,april,Portland Trail Blazers,105,Golden State Warriors,116
2015,april,Chicago Bulls,89,Miami Heat,78
2015,april,Charlotte Hornets,80,Atlanta Hawks,104
2015,april,Washington Wizards,80,Brooklyn Nets,117
2015,april,Boston Celtics,99,Cleveland Cavaliers,90
2015,april,Dallas Mavericks,144,Denver Nuggets,143
2015,april,Indiana Pacers,107,Detroit Pistons,103
2015,april,San Antonio Spurs,104,Houston Rockets,103
2015,april,Minnesota Timberwolves,98,Los Angeles Lakers,106
2015,april,Phoenix Suns,75,New Orleans Pelicans,90
2015,april,Milwaukee Bucks,99,New York Knicks,91
2015,april,Sacramento Kings,103,Oklahoma City Thunder,116
2015,april,Toronto Raptors,101,Orlando Magic,99
2015,april,Memphis Grizzlies,89,Utah Jazz,88
2015,april,Philadelphia 76ers,107,Chicago Bulls,114
2015,april,Minnesota Timberwolves,101,Golden State Warriors,110
2015,april,Memphis Grizzlies,86,Los Angeles Clippers,94
2015,april,Toronto Raptors,107,Miami Heat,104
2015,april,New York Knicks,80,Orlando Magic,79
2015,april,Utah Jazz,111,Portland Trail Blazers,105
2015,april,Cleveland Cavaliers,78,Boston Celtics,117
2015,april,Sacramento Kings,111,Denver Nuggets,122
2015,april,Charlotte Hornets,77,Detroit Pistons,116
2015,april,New Orleans Pelicans,114,Houston Rockets,121
2015,april,Oklahoma City Thunder,104,Indiana Pacers,116
2015,april,Dallas Mavericks,120,Los Angeles Lakers,106
2015,april,Brooklyn Nets,73,Milwaukee Bucks,96
2015,april,Phoenix Suns,91,San Antonio Spurs,107
2015,april,Atlanta Hawks,99,Washington Wizards,108
2015,april,New York Knicks,112,Atlanta Hawks,108
2015,april,Chicago Bulls,113,Brooklyn Nets,86
2015,april,Houston Rockets,100,Charlotte Hornets,90
2015,april,Detroit Pistons,97,Cleveland Cavaliers,109
2015,april,Memphis Grizzlies,107,Golden State Warriors,111
2015,april,Denver Nuggets,103,Los Angeles Clippers,110
2015,april,Orlando Magic,93,Miami Heat,100
2015,april,New Orleans Pelicans,100,Minnesota Timberwolves,88
2015,april,Portland Trail Blazers,90,Oklahoma City Thunder,101
2015,april,Milwaukee Bucks,107,Philadelphia 76ers,97
2015,april,Los Angeles Lakers,92,Sacramento Kings,102
2015,april,Dallas Mavericks,92,Utah Jazz,109
2015,april,Toronto Raptors,93,Boston Celtics,95
2015,april,Washington Wizards,95,Indiana Pacers,99
2015,april,Los Angeles Clippers,112,Phoenix Suns,101
2015,april,Orlando Magic,88,Brooklyn Nets,101
2015,april,Atlanta Hawks,85,Chicago Bulls,91
2015,april,Washington Wizards,108,Cleveland Cavaliers,113
2015,april,Portland Trail Blazers,98,Dallas Mavericks,114
2015,april,Denver Nuggets,126,Golden State Warriors,133
2015,april,Utah Jazz,91,Houston Rockets,117
2015,april,Sacramento Kings,122,Los Angeles Lakers,99
2015,april,Indiana Pacers,83,Memphis Grizzlies,95
2015,april,Boston Celtics,105,Milwaukee Bucks,100
2015,april,Oklahoma City Thunder,138,Minnesota Timberwolves,113
2015,april,San Antonio Spurs,103,New Orleans Pelicans,108
2015,april,Detroit Pistons,112,New York Knicks,90
2015,april,Miami Heat,105,Philadelphia 76ers,101
2015,april,Charlotte Hornets,87,Toronto Raptors,92
2015,april,Milwaukee Bucks,91,Chicago Bulls,103
2015,april,New Orleans Pelicans,99,Golden State Warriors,106
2015,april,Dallas Mavericks,108,Houston Rockets,118
2015,april,Washington Wizards,93,Toronto Raptors,86
2015,april,Brooklyn Nets,92,Atlanta Hawks,99
2015,april,Boston Celtics,100,Cleveland Cavaliers,113
2015,april,San Antonio Spurs,92,Los Angeles Clippers,107
2015,april,Portland Trail Blazers,86,Memphis Grizzlies,100
2015,april,Milwaukee Bucks,82,Chicago Bulls,91
2015,april,New Orleans Pelicans,87,Golden State Warriors,97
2015,april,Boston Celtics,91,Cleveland Cavaliers,99
2015,april,Dallas Mavericks,99,Houston Rockets,111
2015,april,Washington Wizards,117,Toronto Raptors,106
2015,april,Brooklyn Nets,91,Atlanta Hawks,96
2015,april,San Antonio Spurs,111,Los Angeles Clippers,107
2015,april,Portland Trail Blazers,82,Memphis Grizzlies,97
2015,april,Cleveland Cavaliers,103,Boston Celtics,95
2015,april,Chicago Bulls,113,Milwaukee Bucks,106
2015,april,Golden State Warriors,123,New Orleans Pelicans,119
2015,april,Houston Rockets,130,Dallas Mavericks,128
2015,april,Los Angeles Clippers,73,San Antonio Spurs,100
2015,april,Toronto Raptors,99,Washington Wizards,106
2015,april,Atlanta Hawks,83,Brooklyn Nets,91
2015,april,Chicago Bulls,90,Milwaukee Bucks,92
2015,april,Golden State Warriors,109,New Orleans Pelicans,98
2015,april,Memphis Grizzlies,115,Portland Trail Blazers,109
2015,april,Cleveland Cavaliers,101,Boston Celtics,93
2015,april,Houston Rockets,109,Dallas Mavericks,121
2015,april,Los Angeles Clippers,114,San Antonio Spurs,105
2015,april,Toronto Raptors,94,Washington Wizards,125
2015,april,Atlanta Hawks,115,Brooklyn Nets,120
2015,april,Milwaukee Bucks,94,Chicago Bulls,88
2015,april,Memphis Grizzlies,92,Portland Trail Blazers,99
2015,april,Dallas Mavericks,94,Houston Rockets,103
2015,april,San Antonio Spurs,111,Los Angeles Clippers,107
2015,april,Brooklyn Nets,97,Atlanta Hawks,107
2015,april,Portland Trail Blazers,93,Memphis Grizzlies,99
2015,april,Chicago Bulls,120,Milwaukee Bucks,66
2015,april,Los Angeles Clippers,102,San Antonio Spurs,96
2015,may,Atlanta Hawks,111,Brooklyn Nets,87
2015,may,San Antonio Spurs,109,Los Angeles Clippers,111
2015,may,Washington Wizards,104,Atlanta Hawks,98
2015,may,Memphis Grizzlies,86,Golden State Warriors,101
2015,may,Chicago Bulls,99,Cleveland Cavaliers,92
2015,may,Los Angeles Clippers,117,Houston Rockets,101
2015,may,Washington Wizards,90,Atlanta Hawks,106
2015,may,Memphis Grizzlies,97,Golden State Warriors,90
2015,may,Chicago Bulls,91,Cleveland Cavaliers,106
2015,may,Los Angeles Clippers,109,Houston Rockets,115
2015,may,Cleveland Cavaliers,96,Chicago Bulls,99
2015,may,Houston Rockets,99,Los Angeles Clippers,124
2015,may,Golden State Warriors,89,Memphis Grizzlies,99
2015,may,Atlanta Hawks,101,Washington Wizards,103
2015,may,Cleveland Cavaliers,86,Chicago Bulls,84
2015,may,Houston Rockets,95,Los Angeles Clippers,128
2015,may,Golden State Warriors,101,Memphis Grizzlies,84
2015,may,Atlanta Hawks,106,Washington Wizards,101
2015,may,Chicago Bulls,101,Cleveland Cavaliers,106
2015,may,Los Angeles Clippers,103,Houston Rockets,124
2015,may,Washington Wizards,81,Atlanta Hawks,82
2015,may,Memphis Grizzlies,78,Golden State Warriors,98
2015,may,Cleveland Cavaliers,94,Chicago Bulls,73
2015,may,Houston Rockets,119,Los Angeles Clippers,107
2015,may,Golden State Warriors,108,Memphis Grizzlies,95
2015,may,Atlanta Hawks,94,Washington Wizards,91
2015,may,Los Angeles Clippers,100,Houston Rockets,113
2015,may,Houston Rockets,106,Golden State Warriors,110
2015,may,Cleveland Cavaliers,97,Atlanta Hawks,89
2015,may,Houston Rockets,98,Golden State Warriors,99
2015,may,Cleveland Cavaliers,94,Atlanta Hawks,82
2015,may,Golden State Warriors,115,Houston Rockets,80
2015,may,Atlanta Hawks,111,Cleveland Cavaliers,114
2015,may,Golden State Warriors,115,Houston Rockets,128
2015,may,Atlanta Hawks,88,Cleveland Cavaliers,118
2015,may,Houston Rockets,90,Golden State Warriors,104
2015,june,Cleveland Cavaliers,100,Golden State Warriors,108
2015,june,Cleveland Cavaliers,95,Golden State Warriors,93
2015,june,Golden State Warriors,91,Cleveland Cavaliers,96
2015,june,Golden State Warriors,103,Cleveland Cavaliers,82
2015,june,Cleveland Cavaliers,91,Golden State Warriors,104
2015,june,Golden State Warriors,105,Cleveland Cavaliers,97
2016,october,Detroit Pistons,106,Atlanta Hawks,94
2016,october,Cleveland Cavaliers,95,Chicago Bulls,97
2016,october,New Orleans Pelicans,95,Golden State Warriors,111
2016,october,Philadelphia 76ers,95,Boston Celtics,112
2016,october,Chicago Bulls,115,Brooklyn Nets,100
2016,october,Utah Jazz,87,Detroit Pistons,92
2016,october,Denver Nuggets,105,Houston Rockets,85
2016,october,Minnesota Timberwolves,112,Los Angeles Lakers,111
2016,october,Cleveland Cavaliers,106,Memphis Grizzlies,76
2016,october,Charlotte Hornets,94,Miami Heat,104
2016,october,New York Knicks,122,Milwaukee Bucks,97
2016,october,San Antonio Spurs,106,Oklahoma City Thunder,112
2016,october,Washington Wizards,88,Orlando Magic,87
2016,october,Dallas Mavericks,111,Phoenix Suns,95
2016,october,New Orleans Pelicans,94,Portland Trail Blazers,112
2016,october,Los Angeles Clippers,111,Sacramento Kings,104
2016,october,Indiana Pacers,99,Toronto Raptors,106
2016,october,Memphis Grizzlies,112,Indiana Pacers,103
2016,october,Dallas Mavericks,88,Los Angeles Clippers,104
2016,october,Atlanta Hawks,112,New York Knicks,101
2016,october,Charlotte Hornets,94,Atlanta Hawks,97
2016,october,Toronto Raptors,113,Boston Celtics,103
2016,october,Miami Heat,92,Cleveland Cavaliers,102
2016,october,Minnesota Timberwolves,95,Denver Nuggets,78
2016,october,Chicago Bulls,94,Detroit Pistons,98
2016,october,Golden State Warriors,112,Houston Rockets,92
2016,october,Washington Wizards,118,Milwaukee Bucks,113
2016,october,Oklahoma City Thunder,139,Orlando Magic,136
