year,month,away_tm,away_score,home_tm,home_score
2015,october,Houston Rockets,108,Los Angeles Lakers,90
2015,october,Orlando Magic,84,New Orleans Pelicans,101
2015,october,Dallas Mavericks,100,San Antonio Spurs,101
2015,october,Brooklyn Nets,105,Boston Celtics,121
2015,october,Milwaukee Bucks,106,Charlotte Hornets,108
2015,october,Detroit Pistons,79,Denver Nuggets,89
2015,october,Philadelphia 76ers,91,Indiana Pacers,103
2015,october,Minnesota Timberwolves,101,Memphis Grizzlies,105
2015,october,Washington Wizards,95,Miami Heat,107
2015,october,Chicago Bulls,104,New York Knicks,80
2015,october,Los Angeles Lakers,99,Phoenix Suns,119
2015,october,Oklahoma City Thunder,89,Portland Trail Blazers,106
2015,october,Golden State Warriors,95,Sacramento Kings,77
2015,october,Atlanta Hawks,102,Toronto Raptors,109
2015,october,Houston Rockets,104,Utah Jazz,93
2015,october,New York Knicks,95,Cleveland Cavaliers,90
2015,october,Utah Jazz,102,Dallas Mavericks,120
2015,october,Oklahoma City Thunder,90,Los Angeles Clippers,93
2015,october,Detroit Pistons,91,Minnesota Timberwolves,97
2015,october,Washington Wizards,105,Orlando Magic,98
2015,october,Cleveland Cavaliers,114,Chicago Bulls,108
2015,october,Memphis Grizzlies,97,Indiana Pacers,89
2015,october,Los Angeles Clippers,118,Los Angeles Lakers,111
2015,october,Philadelphia 76ers,81,Milwaukee Bucks,93
2015,october,San Antonio Spurs,89,Phoenix Suns,94
2015,october,Portland Trail Blazers,94,Sacramento Kings,103
2015,november,Indiana Pacers,92,Atlanta Hawks,102
2015,november,Memphis Grizzlies,71,Charlotte Hornets,69
2015,november,Brooklyn Nets,102,Detroit Pistons,90
2015,november,Los Angeles Lakers,104,Golden State Warriors,127
2015,november,Boston Celtics,90,Houston Rockets,104
2015,november,Chicago Bulls,106,Minnesota Timberwolves,105
2015,november,Dallas Mavericks,109,New Orleans Pelicans,104
2015,november,Denver Nuggets,91,Oklahoma City Thunder,102
2015,november,Toronto Raptors,108,Orlando Magic,95
2015,november,Miami Heat,114,Philadelphia 76ers,96
2015,november,Phoenix Suns,91,Utah Jazz,118
2015,november,Milwaukee Bucks,97,Washington Wizards,108
2015,november,Sacramento Kings,98,Los Angeles Clippers,92
2015,november,Toronto Raptors,102,Miami Heat,107
2015,november,Charlotte Hornets,93,New York Knicks,96
2015,november,Golden State Warriors,95,Portland Trail Blazers,90
2015,november,Oklahoma City Thunder,85,Brooklyn Nets,116
2015,november,Boston Celtics,113,Dallas Mavericks,118
2015,november,Sacramento Kings,110,Denver Nuggets,105
2015,november,Utah Jazz,101,Los Angeles Clippers,107
2015,november,New Orleans Pelicans,81,Memphis Grizzlies,93
2015,november,Houston Rockets,104,Philadelphia 76ers,93
2015,november,Orlando Magic,90,Chicago Bulls,98
2015,november,Milwaukee Bucks,87,Indiana Pacers,81
2015,november,Phoenix Suns,112,Los Angeles Lakers,106
2015,november,Houston Rockets,108,Miami Heat,91
2015,november,Charlotte Hornets,91,New Orleans Pelicans,100
2015,november,Washington Wizards,98,New York Knicks,83
2015,november,Cleveland Cavaliers,82,Portland Trail Blazers,101
2015,november,Oklahoma City Thunder,88,Toronto Raptors,100
2015,november,Toronto Raptors,110,Boston Celtics,107
2015,november,Minnesota Timberwolves,98,Brooklyn Nets,91
2015,november,Miami Heat,89,Charlotte Hornets,96
2015,november,New York Knicks,95,Detroit Pistons,98
2015,november,Los Angeles Clippers,104,Golden State Warriors,121
2015,november,Chicago Bulls,95,Milwaukee Bucks,86
2015,november,Orlando Magic,91,Philadelphia 76ers,89
2015,november,Memphis Grizzlies,102,Phoenix Suns,91
2015,november,Denver Nuggets,109,Sacramento Kings,131
2015,november,Atlanta Hawks,92,San Antonio Spurs,94
2015,november,Cleveland Cavaliers,100,Utah Jazz,102
2015,november,Indiana Pacers,94,Washington Wizards,96
2015,november,San Antonio Spurs,81,Houston Rockets,98
2015,november,Dallas Mavericks,87,Portland Trail Blazers,108
2015,november,Indiana Pacers,98,Boston Celtics,101
2015,november,New York Knicks,99,Brooklyn Nets,110
2015,november,Atlanta Hawks,119,Charlotte Hornets,122
2015,november,Cleveland Cavaliers,110,Denver Nuggets,101
2015,november,Milwaukee Bucks,95,Detroit Pistons,98
2015,november,Memphis Grizzlies,91,Oklahoma City Thunder,89
2015,november,Minnesota Timberwolves,103,Orlando Magic,112
2015,november,Chicago Bulls,118,Philadelphia 76ers,115
2015,november,Sacramento Kings,114,Phoenix Suns,112
2015,november,Washington Wizards,84,Toronto Raptors,103
2015,november,Dallas Mavericks,105,Utah Jazz,82
2015,november,New York Knicks,96,Atlanta Hawks,103
2015,november,Boston Celtics,106,Chicago Bulls,101
2015,november,Golden State Warriors,98,Houston Rockets,87
2015,november,Washington Wizards,97,Indiana Pacers,90
2015,november,Portland Trail Blazers,102,Los Angeles Clippers,106
2015,november,Minnesota Timberwolves,92,Miami Heat,102
2015,november,Memphis Grizzlies,92,Milwaukee Bucks,93
2015,november,New Orleans Pelicans,100,San Antonio Spurs,99
2015,november,Orlando Magic,96,Brooklyn Nets,104
2015,november,Miami Heat,105,Dallas Mavericks,96
2015,november,Utah Jazz,97,Detroit Pistons,96
2015,november,Charlotte Hornets,92,Los Angeles Lakers,107
2015,november,Sacramento Kings,93,Oklahoma City Thunder,101
2015,november,Golden State Warriors,95,Phoenix Suns,107
2015,november,Denver Nuggets,100,Portland Trail Blazers,116
2015,november,Philadelphia 76ers,88,Toronto Raptors,120
2015,november,Detroit Pistons,91,Chicago Bulls,102
2015,november,New Orleans Pelicans,111,Cleveland Cavaliers,118
2015,november,Utah Jazz,86,Indiana Pacers,97
2015,november,San Antonio Spurs,89,Los Angeles Clippers,85
2015,november,Atlanta Hawks,91,New York Knicks,85
2015,november,Sacramento Kings,98,Dallas Mavericks,106
2015,november,San Antonio Spurs,113,Golden State Warriors,100
2015,november,Los Angeles Lakers,102,Memphis Grizzlies,107
2015,november,Oklahoma City Thunder,78,Milwaukee Bucks,85
2015,november,Charlotte Hornets,100,Portland Trail Blazers,102
2015,november,Orlando Magic,100,Toronto Raptors,104
2015,november,Utah Jazz,97,Atlanta Hawks,100
2015,november,Oklahoma City Thunder,109,Boston Celtics,94
2015,november,Portland Trail Blazers,130,Denver Nuggets,113
2015,november,Indiana Pacers,81,Miami Heat,75
2015,november,Houston Rockets,113,Minnesota Timberwolves,101
2015,november,Los Angeles Lakers,102,New Orleans Pelicans,109
2015,november,Orlando Magic,97,New York Knicks,95
2015,november,Brooklyn Nets,104,Phoenix Suns,112
2015,november,Detroit Pistons,103,Washington Wizards,107
2015,november,Philadelphia 76ers,70,Dallas Mavericks,123
2015,november,Brooklyn Nets,99,Golden State Warriors,107
2015,november,Sacramento Kings,110,Memphis Grizzlies,111
2015,november,Chicago Bulls,100,Toronto Raptors,93
2015,november,Miami Heat,103,Atlanta Hawks,114
2015,november,Cleveland Cavaliers,122,Boston Celtics,121
2015,november,Philadelphia 76ers,87,Houston Rockets,88
2015,november,Denver Nuggets,108,Indiana Pacers,87
2015,november,San Antonio Spurs,93,Los Angeles Lakers,80
2015,november,Minnesota Timberwolves,91,New Orleans Pelicans,139
2015,november,Utah Jazz,102,New York Knicks,100
2015,november,Detroit Pistons,96,Oklahoma City Thunder,89
2015,november,Milwaukee Bucks,85,Orlando Magic,101
2015,november,Charlotte Hornets,103,Phoenix Suns,95
2015,november,Indiana Pacers,99,Chicago Bulls,90
2015,november,Atlanta Hawks,94,Cleveland Cavaliers,127
2015,november,Minnesota Timberwolves,117,Dallas Mavericks,131
2015,november,Charlotte Hornets,87,Golden State Warriors,112
2015,november,Phoenix Suns,107,Los Angeles Clippers,120
2015,november,Detroit Pistons,88,Memphis Grizzlies,95
2015,november,Brooklyn Nets,87,Portland Trail Blazers,97
2015,november,San Antonio Spurs,91,Sacramento Kings,94
2015,november,Utah Jazz,93,Toronto Raptors,111
2015,november,Orlando Magic,93,Washington Wizards,98
2015,november,Golden State Warriors,136,Los Angeles Lakers,115
2015,november,Milwaukee Bucks,91,Miami Heat,84
2015,november,Denver Nuggets,93,New York Knicks,109
2015,november,Houston Rockets,69,Oklahoma City Thunder,65
2015,november,Phoenix Suns,118,Boston Celtics,114
2015,november,Miami Heat,95,Brooklyn Nets,83
2015,november,Dallas Mavericks,107,Charlotte Hornets,80
2015,november,Denver Nuggets,106,Cleveland Cavaliers,97
2015,november,Orlando Magic,107,Detroit Pistons,93
2015,november,Chicago Bulls,105,Los Angeles Clippers,89
2015,november,Houston Rockets,93,Memphis Grizzlies,119
2015,november,New Orleans Pelicans,93,Portland Trail Blazers,102
2015,november,Philadelphia 76ers,75,San Antonio Spurs,100
2015,november,Los Angeles Lakers,114,Atlanta Hawks,109
2015,november,New York Knicks,113,Milwaukee Bucks,117
2015,november,New Orleans Pelicans,106,Sacramento Kings,100
2015,november,Oklahoma City Thunder,81,Utah Jazz,98
2015,november,Milwaukee Bucks,122,Brooklyn Nets,118
2015,november,San Antonio Spurs,92,Cleveland Cavaliers,90
2015,november,Oklahoma City Thunder,100,Denver Nuggets,107
2015,november,Phoenix Suns,88,Detroit Pistons,86
2015,november,Los Angeles Lakers,98,Houston Rockets,92
2015,november,Charlotte Hornets,86,Indiana Pacers,88
2015,november,New York Knicks,99,Minnesota Timberwolves,115
2015,november,Los Angeles Clippers,114,Orlando Magic,90
2015,november,Boston Celtics,101,Philadelphia 76ers,90
2015,november,Memphis Grizzlies,92,Toronto Raptors,96
2015,november,Dallas Mavericks,105,Washington Wizards,102
2015,november,Los Angeles Clippers,110,Miami Heat,93
2015,november,Chicago Bulls,88,Sacramento Kings,103
2015,november,Detroit Pistons,89,Atlanta Hawks,99
2015,november,Orlando Magic,105,Charlotte Hornets,100
2015,november,Los Angeles Lakers,106,Dallas Mavericks,140
2015,november,New Orleans Pelicans,97,Denver Nuggets,117
2015,november,Utah Jazz,88,Golden State Warriors,101
2015,november,Boston Celtics,100,Memphis Grizzlies,117
2015,november,San Antonio Spurs,121,Minnesota Timberwolves,92
2015,november,Brooklyn Nets,94,Oklahoma City Thunder,92
2015,november,Phoenix Suns,122,Philadelphia 76ers,96
2015,november,Chicago Bulls,87,Portland Trail Blazers,105
2015,november,Milwaukee Bucks,82,Toronto Raptors,124
2015,november,Cleveland Cavaliers,78,Washington Wizards,91
2015,november,Toronto Raptors,110,Cleveland Cavaliers,93
2015,november,Dallas Mavericks,92,Houston Rockets,95
2015,november,Phoenix Suns,106,Indiana Pacers,83
2015,november,Washington Wizards,111,Milwaukee Bucks,100
2015,november,Sacramento Kings,113,Minnesota Timberwolves,101
2015,november,Philadelphia 76ers,83,New York Knicks,91
2015,november,Miami Heat,99,Orlando Magic,92
2015,november,Brooklyn Nets,87,San Antonio Spurs,99
2015,november,New Orleans Pelicans,106,Utah Jazz,94
2015,november,Portland Trail Blazers,94,Boston Celtics,88
2015,november,Denver Nuggets,101,Los Angeles Lakers,94
2015,november,Los Angeles Clippers,91,Memphis Grizzlies,107
2015,november,Charlotte Hornets,93,Miami Heat,94
2015,november,Golden State Warriors,91,Oklahoma City Thunder,86
2015,november,Los Angeles Clippers,113,Charlotte Hornets,92
2015,november,Orlando Magic,74,Cleveland Cavaliers,106
2015,november,Indiana Pacers,111,Dallas Mavericks,100
2015,november,New York Knicks,86,Houston Rockets,91
2015,november,Portland Trail Blazers,114,Philadelphia 76ers,104
2015,november,Phoenix Suns,100,Toronto Raptors,104
2015,november,Chicago Bulls,97,Utah Jazz,95
2015,november,Chicago Bulls,109,Denver Nuggets,114
2015,november,Golden State Warriors,114,Miami Heat,97
2015,november,Detroit Pistons,86,Milwaukee Bucks,98
2015,november,Sacramento Kings,99,New Orleans Pelicans,89
2015,november,Atlanta Hawks,106,Washington Wizards,102
2015,november,Toronto Raptors,126,Atlanta Hawks,115
2015,november,Portland Trail Blazers,105,Charlotte Hornets,97
2015,november,Washington Wizards,87,Cleveland Cavaliers,113
2015,november,New York Knicks,102,Dallas Mavericks,109
2015,november,Los Angeles Clippers,104,Detroit Pistons,98
2015,november,Sacramento Kings,89,Houston Rockets,102
2015,november,Memphis Grizzlies,99,Los Angeles Lakers,93
2015,november,Milwaukee Bucks,103,Minnesota Timberwolves,86
2015,november,Utah Jazz,82,Oklahoma City Thunder,97
2015,november,Golden State Warriors,111,Orlando Magic,96
2015,november,Brooklyn Nets,99,Philadelphia 76ers,91
2015,november,Denver Nuggets,112,Phoenix Suns,120
2015,november,Indiana Pacers,100,San Antonio Spurs,106
2015,november,New Orleans Pelicans,91,Atlanta Hawks,100
2015,november,Chicago Bulls,109,Boston Celtics,102
2015,november,Golden State Warriors,106,Charlotte Hornets,101
2015,november,Phoenix Suns,97,Denver Nuggets,122
2015,november,Milwaukee Bucks,104,Detroit Pistons,88
2015,november,Los Angeles Clippers,102,Houston Rockets,85
2015,november,Orlando Magic,83,Indiana Pacers,98
2015,november,Minnesota Timberwolves,120,Los Angeles Lakers,119
2015,november,New York Knicks,78,Oklahoma City Thunder,105
2015,november,Memphis Grizzlies,112,Portland Trail Blazers,99
2015,november,Sacramento Kings,104,San Antonio Spurs,112
2015,november,Dallas Mavericks,106,Toronto Raptors,102
2015,november,Charlotte Hornets,75,Atlanta Hawks,105
2015,november,Indiana Pacers,97,Cleveland Cavaliers,109
2015,november,Houston Rockets,117,Milwaukee Bucks,103
2015,november,Dallas Mavericks,110,Philadelphia 76ers,103
2015,november,Los Angeles Clippers,112,Utah Jazz,96
2015,november,New Orleans Pelicans,80,Washington Wizards,83
2015,november,San Antonio Spurs,111,Boston Celtics,89
2015,november,Chicago Bulls,102,Brooklyn Nets,84
2015,november,Golden State Warriors,104,Detroit Pistons,93
2015,november,Toronto Raptors,122,Los Angeles Lakers,129
2015,november,Miami Heat,86,New York Knicks,79
2015,november,Orlando Magic,93,Phoenix Suns,90
2015,november,Minnesota Timberwolves,93,Portland Trail Blazers,107
2015,november,Memphis Grizzlies,97,Sacramento Kings,85
2015,december,Minnesota Timberwolves,101,Los Angeles Clippers,127
2015,december,San Antonio Spurs,109,Philadelphia 76ers,103
2015,december,Denver Nuggets,103,Utah Jazz,101
2015,december,Miami Heat,86,Washington Wizards,107
2015,december,Boston Celtics,105,Atlanta Hawks,109
2015,december,Dallas Mavericks,132,Chicago Bulls,129
2015,december,Milwaukee Bucks,108,Cleveland Cavaliers,111
2015,december,Portland Trail Blazers,105,Denver Nuggets,103
2015,december,Los Angeles Lakers,106,Detroit Pistons,96
2015,december,Orlando Magic,97,Golden State Warriors,98
2015,december,Oklahoma City Thunder,104,New Orleans Pelicans,112
2015,december,Brooklyn Nets,98,New York Knicks,93
2015,december,Indiana Pacers,99,Phoenix Suns,116
2015,december,Toronto Raptors,117,Sacramento Kings,109
2015,december,Detroit Pistons,102,Boston Celtics,109
2015,december,San Antonio Spurs,93,Brooklyn Nets,95
2015,december,Chicago Bulls,102,Charlotte Hornets,95
2015,december,Memphis Grizzlies,96,Houston Rockets,105
2015,december,Orlando Magic,86,Los Angeles Clippers,114
2015,december,Atlanta Hawks,112,Miami Heat,102
2015,december,Dallas Mavericks,107,Milwaukee Bucks,105
2015,december,Philadelphia 76ers,85,Minnesota Timberwolves,77
2015,december,Toronto Raptors,123,Utah Jazz,104
2015,december,Los Angeles Lakers,95,Washington Wizards,111
2015,december,New Orleans Pelicans,85,Golden State Warriors,112
2015,december,Cleveland Cavaliers,90,New York Knicks,87
2015,december,Indiana Pacers,82,Portland Trail Blazers,88
2015,december,Los Angeles Lakers,96,Boston Celtics,113
2015,december,Atlanta Hawks,98,Brooklyn Nets,75
2015,december,New York Knicks,102,Charlotte Hornets,103
2015,december,Phoenix Suns,118,Dallas Mavericks,106
2015,december,San Antonio Spurs,107,Memphis Grizzlies,101
2015,december,Miami Heat,85,Milwaukee Bucks,109
2015,december,Houston Rockets,114,Minnesota Timberwolves,112
2015,december,Oklahoma City Thunder,103,Philadelphia 76ers,91
2015,december,Indiana Pacers,101,Sacramento Kings,102
2015,december,Cleveland Cavaliers,105,Toronto Raptors,91
2015,december,Orlando Magic,98,Utah Jazz,93
2015,december,Denver Nuggets,89,Washington Wizards,119
2015,december,Golden State Warriors,112,Chicago Bulls,102
2015,december,Philadelphia 76ers,108,Detroit Pistons,101
2015,december,Phoenix Suns,95,Houston Rockets,100
2015,december,New Orleans Pelicans,100,Los Angeles Clippers,120
2015,december,Orlando Magic,105,Sacramento Kings,96
2015,december,Minnesota Timberwolves,101,San Antonio Spurs,123
2015,december,Denver Nuggets,84,Atlanta Hawks,96
2015,december,Washington Wizards,93,Boston Celtics,101
2015,december,Milwaukee Bucks,102,Dallas Mavericks,125
2015,december,Oklahoma City Thunder,96,Detroit Pistons,94
2015,december,New Orleans Pelicans,104,Los Angeles Lakers,87
2015,december,Miami Heat,87,Memphis Grizzlies,103
2015,december,Portland Trail Blazers,103,New York Knicks,99
2015,december,Cleveland Cavaliers,110,Brooklyn Nets,88
2015,december,Atlanta Hawks,108,Indiana Pacers,92
2015,december,Phoenix Suns,120,Los Angeles Clippers,121
2015,december,Golden State Warriors,102,Minnesota Timberwolves,86
2015,december,Utah Jazz,92,Sacramento Kings,101
2015,december,Denver Nuggets,107,Toronto Raptors,112
2015,december,Boston Celtics,132,Washington Wizards,133
2015,december,Toronto Raptors,101,Cleveland Cavaliers,105
2015,december,Portland Trail Blazers,98,Detroit Pistons,86
2015,december,Sacramento Kings,95,Los Angeles Lakers,98
2015,december,Dallas Mavericks,105,Memphis Grizzlies,114
2015,december,New York Knicks,93,New Orleans Pelicans,104
2015,december,Milwaukee Bucks,101,Oklahoma City Thunder,114
2015,december,Miami Heat,103,Phoenix Suns,97
2015,december,San Antonio Spurs,96,Utah Jazz,100
2015,december,Philadelphia 76ers,79,Atlanta Hawks,95
2015,december,Brooklyn Nets,80,Chicago Bulls,105
2015,december,Boston Celtics,87,Charlotte Hornets,96
2015,december,New Orleans Pelicans,107,Dallas Mavericks,112
2015,december,Miami Heat,82,Denver Nuggets,102
2015,december,Houston Rockets,93,Golden State Warriors,105
2015,december,Los Angeles Clippers,103,Indiana Pacers,96
2015,december,Portland Trail Blazers,82,Minnesota Timberwolves,90
2015,december,Washington Wizards,91,Orlando Magic,89
2015,december,New York Knicks,95,San Antonio Spurs,109
2015,december,Cleveland Cavaliers,94,Oklahoma City Thunder,103
2015,december,Houston Rockets,113,Sacramento Kings,109
2015,december,Orlando Magic,81,Atlanta Hawks,87
2015,december,New York Knicks,101,Boston Celtics,95
2015,december,Philadelphia 76ers,70,Brooklyn Nets,88
2015,december,Portland Trail Blazers,106,Chicago Bulls,115
2015,december,Charlotte Hornets,107,Memphis Grizzlies,113
2015,december,Oklahoma City Thunder,111,Minnesota Timberwolves,92
2015,december,Cleveland Cavaliers,114,New Orleans Pelicans,119
2015,december,Detroit Pistons,105,Phoenix Suns,103
2015,december,Los Angeles Lakers,112,San Antonio Spurs,110
2015,december,Indiana Pacers,94,Toronto Raptors,106
2015,december,Miami Heat,100,Utah Jazz,95
2015,december,Los Angeles Clippers,96,Washington Wizards,104
2015,december,Brooklyn Nets,114,Charlotte Hornets,87
2015,december,Golden State Warriors,105,Dallas Mavericks,98
2015,december,Denver Nuggets,96,Houston Rockets,108
2015,december,Portland Trail Blazers,95,Indiana Pacers,85
2015,december,Los Angeles Clippers,106,Milwaukee Bucks,111
2015,december,Atlanta Hawks,99,Orlando Magic,100
2015,december,Memphis Grizzlies,120,Philadelphia 76ers,115
2015,december,Detroit Pistons,95,Sacramento Kings,90
2015,december,San Antonio Spurs,99,Denver Nuggets,91
2015,december,Chicago Bulls,93,Miami Heat,75
2015,december,Los Angeles Lakers,100,Minnesota Timberwolves,94
2015,december,Golden State Warriors,128,New Orleans Pelicans,122
2015,december,Toronto Raptors,95,New York Knicks,90
2015,december,Phoenix Suns,88,Oklahoma City Thunder,112
2015,december,Utah Jazz,84,Washington Wizards,93
2015,december,Chicago Bulls,86,Atlanta Hawks,93
2015,december,Charlotte Hornets,88,Cleveland Cavaliers,97
2015,december,Los Angeles Lakers,91,Indiana Pacers,110
2015,december,Detroit Pistons,91,Los Angeles Clippers,113
2015,december,Boston Celtics,105,Philadelphia 76ers,87
2015,december,Milwaukee Bucks,96,Phoenix Suns,94
2015,december,San Antonio Spurs,95,Portland Trail Blazers,108
2015,december,Orlando Magic,82,Toronto Raptors,95
2015,december,Miami Heat,95,Brooklyn Nets,91
2015,december,Golden State Warriors,98,Memphis Grizzlies,105
2015,december,Utah Jazz,111,New Orleans Pelicans,119
2015,december,Dallas Mavericks,107,New York Knicks,87
2015,december,Oklahoma City Thunder,104,Sacramento Kings,92
2015,december,Minnesota Timberwolves,95,Washington Wizards,109
2015,december,Orlando Magic,92,Boston Celtics,109
2015,december,Phoenix Suns,111,Charlotte Hornets,106
2015,december,Atlanta Hawks,127,Cleveland Cavaliers,98
2015,december,Houston Rockets,115,Denver Nuggets,111
2015,december,Dallas Mavericks,117,Detroit Pistons,106
2015,december,Indiana Pacers,100,Los Angeles Clippers,102
2015,december,Utah Jazz,105,Miami Heat,87
2015,december,Milwaukee Bucks,97,Portland Trail Blazers,104
2015,december,Memphis Grizzlies,117,San Antonio Spurs,116
2015,december,Brooklyn Nets,89,Toronto Raptors,105
2015,december,New York Knicks,97,Chicago Bulls,103
2015,december,Oklahoma City Thunder,109,Golden State Warriors,114
2015,december,New Orleans Pelicans,99,Houston Rockets,90
2015,december,Milwaukee Bucks,108,Sacramento Kings,107
2015,december,Minnesota Timberwolves,98,Boston Celtics,114
2015,december,Brooklyn Nets,91,Cleveland Cavaliers,95
2015,december,Los Angeles Clippers,106,Denver Nuggets,109
2015,december,Toronto Raptors,110,Detroit Pistons,100
2015,december,Oklahoma City Thunder,104,Los Angeles Lakers,103
2015,december,Chicago Bulls,103,Memphis Grizzlies,97
2015,december,Washington Wizards,105,Miami Heat,103
2015,december,Utah Jazz,101,Orlando Magic,94
2015,december,Charlotte Hornets,109,Philadelphia 76ers,91
2015,december,Portland Trail Blazers,129,San Antonio Spurs,119
2015,december,Utah Jazz,86,Charlotte Hornets,104
2015,december,San Antonio Spurs,93,Dallas Mavericks,99
2015,december,Indiana Pacers,73,Denver Nuggets,76
2015,december,Atlanta Hawks,104,Houston Rockets,97
2015,december,Milwaukee Bucks,102,Los Angeles Clippers,106
2015,december,Portland Trail Blazers,114,New Orleans Pelicans,88
2015,december,Phoenix Suns,99,New York Knicks,90
2015,december,Detroit Pistons,105,Brooklyn Nets,110
2015,december,Memphis Grizzlies,91,Cleveland Cavaliers,105
2015,december,Boston Celtics,84,Miami Heat,100
2015,december,Indiana Pacers,100,Minnesota Timberwolves,96
2015,december,New Orleans Pelicans,101,Oklahoma City Thunder,99
2015,december,Philadelphia 76ers,96,Orlando Magic,88
2015,december,Los Angeles Lakers,101,Sacramento Kings,108
2015,december,New York Knicks,108,Toronto Raptors,118
2015,december,Phoenix Suns,104,Washington Wizards,92
2015,december,Toronto Raptors,120,Chicago Bulls,129
2015,december,Denver Nuggets,82,Charlotte Hornets,110
2015,december,Atlanta Hawks,105,Dallas Mavericks,102
2015,december,Sacramento Kings,108,Golden State Warriors,128
2015,december,Portland Trail Blazers,95,Houston Rockets,110
2015,december,Utah Jazz,97,Memphis Grizzlies,91
2015,december,Los Angeles Clippers,118,San Antonio Spurs,125
2015,december,Los Angeles Clippers,104,Atlanta Hawks,107
2015,december,Denver Nuggets,96,Brooklyn Nets,102
2015,december,Minnesota Timberwolves,104,Cleveland Cavaliers,125
2015,december,New Orleans Pelicans,84,Indiana Pacers,96
2015,december,Golden State Warriors,105,Los Angeles Lakers,115
2015,december,Philadelphia 76ers,91,Miami Heat,87
2015,december,Charlotte Hornets,108,Milwaukee Bucks,101
2015,december,Portland Trail Blazers,115,Oklahoma City Thunder,111
2015,december,Boston Celtics,95,Orlando Magic,100
2015,december,Dallas Mavericks,115,Phoenix Suns,124
2015,december,Chicago Bulls,99,Washington Wizards,91
2015,december,Los Angeles Lakers,93,Chicago Bulls,113
2015,december,Golden State Warriors,86,Los Angeles Clippers,100
2015,december,Cleveland Cavaliers,91,Miami Heat,101
2015,december,Washington Wizards,102,New York Knicks,91
2015,december,Oklahoma City Thunder,114,San Antonio Spurs,106
2015,december,Milwaukee Bucks,107,Atlanta Hawks,77
2015,december,Brooklyn Nets,109,Boston Celtics,107
2015,december,Los Angeles Lakers,98,Dallas Mavericks,102
2015,december,Minnesota Timberwolves,102,Denver Nuggets,106
2015,december,Indiana Pacers,109,Detroit Pistons,119
2015,december,Houston Rockets,117,Memphis Grizzlies,111
2015,december,San Antonio Spurs,90,New Orleans Pelicans,97
2015,december,Charlotte Hornets,75,Oklahoma City Thunder,98
2015,december,Cleveland Cavaliers,98,Orlando Magic,89
2015,december,Philadelphia 76ers,93,Portland Trail Blazers,114
2015,december,Phoenix Suns,115,Sacramento Kings,106
2015,december,Indiana Pacers,110,Brooklyn Nets,85
2015,december,New Orleans Pelicans,100,Chicago Bulls,107
2015,december,Orlando Magic,102,Charlotte Hornets,94
2015,december,Minnesota Timberwolves,97,Golden State Warriors,110
2015,december,Toronto Raptors,110,Los Angeles Clippers,98
2015,december,Memphis Grizzlies,103,Miami Heat,95
2015,december,Atlanta Hawks,90,Milwaukee Bucks,85
2015,december,New York Knicks,129,Sacramento Kings,135
2015,december,Philadelphia 76ers,71,Utah Jazz,88
2015,december,Boston Celtics,88,Washington Wizards,101
2015,december,Detroit Pistons,103,Cleveland Cavaliers,80
2015,december,Oklahoma City Thunder,107,Dallas Mavericks,112
2015,december,Toronto Raptors,116,Denver Nuggets,102
2015,december,Phoenix Suns,116,Los Angeles Lakers,107
2015,december,New York Knicks,79,Portland Trail Blazers,101
2015,december,Houston Rockets,106,San Antonio Spurs,110
2015,december,Sacramento Kings,99,Brooklyn Nets,107
2015,december,Milwaukee Bucks,104,Charlotte Hornets,94
2015,december,Washington Wizards,104,Houston Rockets,103
2015,december,Chicago Bulls,92,Indiana Pacers,90
2015,december,Utah Jazz,97,Los Angeles Clippers,101
2015,december,Orlando Magic,102,Miami Heat,101
2015,december,Cleveland Cavaliers,101,Atlanta Hawks,109
2015,december,Brooklyn Nets,96,Chicago Bulls,82
2015,december,Washington Wizards,87,Dallas Mavericks,114
2015,december,Los Angeles Lakers,111,Denver Nuggets,103
2015,december,Philadelphia 76ers,86,Golden State Warriors,126
2015,december,San Antonio Spurs,87,Memphis Grizzlies,95
2015,december,Phoenix Suns,106,New Orleans Pelicans,110
2015,december,Detroit Pistons,109,Orlando Magic,86
2015,december,Toronto Raptors,97,Portland Trail Blazers,102
2015,december,Minnesota Timberwolves,94,Utah Jazz,100
2015,december,Sacramento Kings,84,Boston Celtics,106
2015,december,Milwaukee Bucks,96,Cleveland Cavaliers,80
2015,december,Charlotte Hornets,83,Houston Rockets,102
2015,december,Miami Heat,95,Indiana Pacers,106
2015,december,New York Knicks,78,Los Angeles Clippers,99
2015,december,Phoenix Suns,134,Oklahoma City Thunder,137
2015,december,New Orleans Pelicans,93,San Antonio Spurs,95
2015,january,Denver Nuggets,101,Chicago Bulls,106
2015,january,Sacramento Kings,110,Minnesota Timberwolves,107
2015,january,Dallas Mavericks,119,Boston Celtics,101
2015,january,Cleveland Cavaliers,91,Charlotte Hornets,87
2015,january,Toronto Raptors,105,Golden State Warriors,126
2015,january,Memphis Grizzlies,109,Los Angeles Lakers,106
2015,january,Indiana Pacers,94,Milwaukee Bucks,91
2015,january,Houston Rockets,83,New Orleans Pelicans,111
2015,january,Detroit Pistons,97,New York Knicks,81
2015,january,Washington Wizards,102,Oklahoma City Thunder,109
2015,january,Brooklyn Nets,100,Orlando Magic,98
2015,january,Philadelphia 76ers,96,Phoenix Suns,112
2015,january,Atlanta Hawks,98,Utah Jazz,92
