,a_tm,h_tm,sgoals,mqij,sim_ascore,sim_hscore
Detroit PistonsChicago Bulls,Detroit Pistons,Chicago Bulls,198.3916085,-3.755517155,98,102
Detroit PistonsMilwaukee Bucks,Detroit Pistons,Milwaukee Bucks,198.1134907,-1.575205125,99,101
Detroit PistonsAtlanta Hawks,Detroit Pistons,Atlanta Hawks,198.8003978,-6.059670057,97,103
Detroit PistonsGolden State Warriors,Detroit Pistons,Golden State Warriors,211.4075113,-13.38293669,99,113
Detroit PistonsHouston Rockets,Detroit Pistons,Houston Rockets,209.0804947,-5.402774819,102,108
Detroit PistonsOklahoma City Thunder,Detroit Pistons,Oklahoma City Thunder,206.4841674,-6.825201107,101,108
Detroit PistonsPhiladelphia 76ers,Detroit Pistons,Philadelphia 76ers,197.86633,5.379533668,102,97
Detroit PistonsWashington Wizards,Detroit Pistons,Washington Wizards,201.5103274,-4.127531382,99,103
Detroit PistonsBrooklyn Nets,Detroit Pistons,Brooklyn Nets,202.7127826,2.819918554,104,101
Golden State WarriorsLos Angeles Lakers,Golden State Warriors,Los Angeles Lakers,217.1351818,15.07259162,117,102
Golden State WarriorsNew Orleans Pelicans,Golden State Warriors,New Orleans Pelicans,215.4873715,9.405919168,113,103
Golden State WarriorsSan Antonio Spurs,Golden State Warriors,San Antonio Spurs,210.2119888,-0.818579929,105,106
Golden State WarriorsBoston Celtics,Golden State Warriors,Boston Celtics,217.3372959,5.833936293,112,106
Golden State WarriorsCharlotte Hornets,Golden State Warriors,Charlotte Hornets,210.4278471,7.749376659,109,102
Golden State WarriorsDenver Nuggets,Golden State Warriors,Denver Nuggets,220.90708,10.15202264,116,106
Golden State WarriorsIndiana Pacers,Golden State Warriors,Indiana Pacers,211.6724716,6.844289858,110,103
Golden State WarriorsMemphis Grizzlies,Golden State Warriors,Memphis Grizzlies,207.4652427,7.142902304,108,101
Golden State WarriorsMiami Heat,Golden State Warriors,Miami Heat,207.2631506,7.76216139,108,100
Golden State WarriorsNew York Knicks,Golden State Warriors,New York Knicks,211.3793797,12.65058616,113,100
Golden State WarriorsPhoenix Suns,Golden State Warriors,Phoenix Suns,220.4333624,11.58731552,117,105
Golden State WarriorsPortland Trail Blazers,Golden State Warriors,Portland Trail Blazers,218.5591743,6.544502399,113,107
Golden State WarriorsSacramento Kings,Golden State Warriors,Sacramento Kings,220.6279257,10.37020999,116,105
Golden State WarriorsToronto Raptors,Golden State Warriors,Toronto Raptors,214.5138893,4.452697835,110,105
Golden State WarriorsUtah Jazz,Golden State Warriors,Utah Jazz,203.0810267,5.456542286,105,99
Golden State WarriorsCleveland Cavaliers,Golden State Warriors,Cleveland Cavaliers,214.8887599,1.929138758,109,107
Golden State WarriorsDallas Mavericks,Golden State Warriors,Dallas Mavericks,214.9205311,7.492337039,112,105
Golden State WarriorsLos Angeles Clippers,Golden State Warriors,Los Angeles Clippers,217.6992463,2.671104176,111,108
Golden State WarriorsMinnesota Timberwolves,Golden State Warriors,Minnesota Timberwolves,217.6144562,12.18003235,116,103
Golden State WarriorsOrlando Magic,Golden State Warriors,Orlando Magic,212.7254251,11.80706366,113,101
Golden State WarriorsChicago Bulls,Golden State Warriors,Chicago Bulls,212.0145068,6.825635877,110,103
Golden State WarriorsMilwaukee Bucks,Golden State Warriors,Milwaukee Bucks,211.736389,9.005947906,111,102
Golden State WarriorsAtlanta Hawks,Golden State Warriors,Atlanta Hawks,212.4232961,4.521482974,109,105
Golden State WarriorsDetroit Pistons,Golden State Warriors,Detroit Pistons,211.4075113,7.779369372,110,103
Golden State WarriorsHouston Rockets,Golden State Warriors,Houston Rockets,222.7033929,5.178378212,115,109
Golden State WarriorsOklahoma City Thunder,Golden State Warriors,Oklahoma City Thunder,220.1070657,3.755951924,112,108
Golden State WarriorsPhiladelphia 76ers,Golden State Warriors,Philadelphia 76ers,211.4892283,15.9606867,114,98
Golden State WarriorsWashington Wizards,Golden State Warriors,Washington Wizards,215.1332256,6.453621649,111,105
Golden State WarriorsBrooklyn Nets,Golden State Warriors,Brooklyn Nets,216.3356809,13.40107159,115,102
Houston RocketsLos Angeles Lakers,Houston Rockets,Los Angeles Lakers,214.8081651,7.092429747,111,104
Houston RocketsNew Orleans Pelicans,Houston Rockets,New Orleans Pelicans,213.1603548,1.425757296,108,106
Houston RocketsSan Antonio Spurs,Houston Rockets,San Antonio Spurs,207.8849721,-8.798741801,100,109
Houston RocketsBoston Celtics,Houston Rockets,Boston Celtics,215.0102792,-2.146225578,108,110
Houston RocketsCharlotte Hornets,Houston Rockets,Charlotte Hornets,208.1008304,-0.230785213,105,105
Houston RocketsDenver Nuggets,Houston Rockets,Denver Nuggets,218.5800633,2.171860768,111,109
Houston RocketsIndiana Pacers,Houston Rockets,Indiana Pacers,209.3454549,-1.135872013,105,106
Houston RocketsMemphis Grizzlies,Houston Rockets,Memphis Grizzlies,205.138226,-0.837259568,102,103
Houston RocketsMiami Heat,Houston Rockets,Miami Heat,204.936134,-0.218000481,103,103
Houston RocketsNew York Knicks,Houston Rockets,New York Knicks,209.052363,4.670424288,108,103
Houston RocketsPhoenix Suns,Houston Rockets,Phoenix Suns,218.1063457,3.607153652,112,108
Houston RocketsPortland Trail Blazers,Houston Rockets,Portland Trail Blazers,216.2321576,-1.435659472,108,109
Houston RocketsSacramento Kings,Houston Rockets,Sacramento Kings,218.3009091,2.390048117,111,108
Houston RocketsToronto Raptors,Houston Rockets,Toronto Raptors,212.1868726,-3.527464036,105,108
Houston RocketsUtah Jazz,Houston Rockets,Utah Jazz,200.7540101,-2.523619586,100,102
Houston RocketsCleveland Cavaliers,Houston Rockets,Cleveland Cavaliers,212.5617432,-6.051023114,104,110
Houston RocketsDallas Mavericks,Houston Rockets,Dallas Mavericks,212.5935144,-0.487824833,107,107
Houston RocketsLos Angeles Clippers,Houston Rockets,Los Angeles Clippers,215.3722296,-5.309057696,106,111
Houston RocketsMinnesota Timberwolves,Houston Rockets,Minnesota Timberwolves,215.2874396,4.199870475,111,107
Houston RocketsOrlando Magic,Houston Rockets,Orlando Magic,210.3984084,3.826901787,107,104
Houston RocketsChicago Bulls,Houston Rockets,Chicago Bulls,209.6874901,-1.154525995,105,106
Houston RocketsMilwaukee Bucks,Houston Rockets,Milwaukee Bucks,209.4093723,1.025786035,106,105
Houston RocketsAtlanta Hawks,Houston Rockets,Atlanta Hawks,210.0962794,-3.458678898,103,107
Houston RocketsDetroit Pistons,Houston Rockets,Detroit Pistons,209.0804947,-0.2007925,105,105
Houston RocketsGolden State Warriors,Houston Rockets,Golden State Warriors,222.7033929,-10.78194553,106,117
Houston RocketsOklahoma City Thunder,Houston Rockets,Oklahoma City Thunder,217.780049,-4.224209948,107,112
Houston RocketsPhiladelphia 76ers,Houston Rockets,Philadelphia 76ers,209.1622116,7.980524828,109,101
Houston RocketsWashington Wizards,Houston Rockets,Washington Wizards,212.806209,-1.526540223,106,108
Houston RocketsBrooklyn Nets,Houston Rockets,Brooklyn Nets,214.0086642,5.420909714,110,105
Oklahoma City ThunderLos Angeles Lakers,Oklahoma City Thunder,Los Angeles Lakers,212.2118379,8.514856036,111,102
Oklahoma City ThunderNew Orleans Pelicans,Oklahoma City Thunder,New Orleans Pelicans,210.5640276,2.848183584,107,104
Oklahoma City ThunderSan Antonio Spurs,Oklahoma City Thunder,San Antonio Spurs,205.2886449,-7.376315512,99,107
Oklahoma City ThunderBoston Celtics,Oklahoma City Thunder,Boston Celtics,212.413952,-0.72379929,107,107
Oklahoma City ThunderCharlotte Hornets,Oklahoma City Thunder,Charlotte Hornets,205.5045032,1.191641075,103,102
Oklahoma City ThunderDenver Nuggets,Oklahoma City Thunder,Denver Nuggets,215.9837361,3.594287057,110,107
Oklahoma City ThunderIndiana Pacers,Oklahoma City Thunder,Indiana Pacers,206.7491277,0.286554275,104,104
Oklahoma City ThunderMemphis Grizzlies,Oklahoma City Thunder,Memphis Grizzlies,202.5418988,0.585166721,102,101
Oklahoma City ThunderMiami Heat,Oklahoma City Thunder,Miami Heat,202.3398067,1.204425807,102,101
Oklahoma City ThunderNew York Knicks,Oklahoma City Thunder,New York Knicks,206.4560358,6.092850576,107,101
Oklahoma City ThunderPhoenix Suns,Oklahoma City Thunder,Phoenix Suns,215.5100185,5.029579941,111,106
Oklahoma City ThunderPortland Trail Blazers,Oklahoma City Thunder,Portland Trail Blazers,213.6358304,-0.013233184,108,108
Oklahoma City ThunderSacramento Kings,Oklahoma City Thunder,Sacramento Kings,215.7045818,3.812474405,111,107
Oklahoma City ThunderToronto Raptors,Oklahoma City Thunder,Toronto Raptors,209.5905454,-2.105037748,104,106
Oklahoma City ThunderUtah Jazz,Oklahoma City Thunder,Utah Jazz,198.1576828,-1.101193298,99,100
Oklahoma City ThunderCleveland Cavaliers,Oklahoma City Thunder,Cleveland Cavaliers,209.965416,-4.628596825,103,108
Oklahoma City ThunderDallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,209.9971872,0.934601456,106,105
Oklahoma City ThunderLos Angeles Clippers,Oklahoma City Thunder,Los Angeles Clippers,212.7759024,-3.886631407,105,108
Oklahoma City ThunderMinnesota Timberwolves,Oklahoma City Thunder,Minnesota Timberwolves,212.6911123,5.622296763,110,104
Oklahoma City ThunderOrlando Magic,Oklahoma City Thunder,Orlando Magic,207.8020812,5.249328075,107,102
Oklahoma City ThunderChicago Bulls,Oklahoma City Thunder,Chicago Bulls,207.0911629,0.267900293,104,104
Oklahoma City ThunderMilwaukee Bucks,Oklahoma City Thunder,Milwaukee Bucks,206.8130451,2.448212323,105,102
Oklahoma City ThunderAtlanta Hawks,Oklahoma City Thunder,Atlanta Hawks,207.4999522,-2.036252609,103,105
Oklahoma City ThunderDetroit Pistons,Oklahoma City Thunder,Detroit Pistons,206.4841674,1.221633789,104,103
Oklahoma City ThunderGolden State Warriors,Oklahoma City Thunder,Golden State Warriors,220.1070657,-9.359519242,106,116
Oklahoma City ThunderHouston Rockets,Oklahoma City Thunder,Houston Rockets,217.780049,-1.379357371,109,110
Oklahoma City ThunderPhiladelphia 76ers,Oklahoma City Thunder,Philadelphia 76ers,206.5658844,9.402951116,109,99
Oklahoma City ThunderWashington Wizards,Oklahoma City Thunder,Washington Wizards,210.2098817,-0.104113935,105,105
Oklahoma City ThunderBrooklyn Nets,Oklahoma City Thunder,Brooklyn Nets,211.412337,6.843336002,110,103
Philadelphia 76ersLos Angeles Lakers,Philadelphia 76ers,Los Angeles Lakers,203.5940005,-3.68987874,100,104
Philadelphia 76ersNew Orleans Pelicans,Philadelphia 76ers,New Orleans Pelicans,201.9461902,-9.356551191,97,106
Philadelphia 76ersSan Antonio Spurs,Philadelphia 76ers,San Antonio Spurs,196.6708075,-19.58105029,89,108
Philadelphia 76ersBoston Celtics,Philadelphia 76ers,Boston Celtics,203.7961146,-12.92853407,96,109
Philadelphia 76ersCharlotte Hornets,Philadelphia 76ers,Charlotte Hornets,196.8866658,-11.0130937,93,104
Philadelphia 76ersDenver Nuggets,Philadelphia 76ers,Denver Nuggets,207.3658987,-8.610447719,100,109
Philadelphia 76ersIndiana Pacers,Philadelphia 76ers,Indiana Pacers,198.1312903,-11.9181805,94,106
Philadelphia 76ersMemphis Grizzlies,Philadelphia 76ers,Memphis Grizzlies,193.9240614,-11.61956805,92,103
Philadelphia 76ersMiami Heat,Philadelphia 76ers,Miami Heat,193.7219693,-11.00030897,92,103
Philadelphia 76ersNew York Knicks,Philadelphia 76ers,New York Knicks,197.8381984,-6.111884199,96,102
Philadelphia 76ersPhoenix Suns,Philadelphia 76ers,Phoenix Suns,206.8921811,-7.175154835,100,108
Philadelphia 76ersPortland Trail Blazers,Philadelphia 76ers,Portland Trail Blazers,205.017993,-12.21796796,97,109
Philadelphia 76ersSacramento Kings,Philadelphia 76ers,Sacramento Kings,207.0867444,-8.392260371,100,109
Philadelphia 76ersToronto Raptors,Philadelphia 76ers,Toronto Raptors,200.972708,-14.30977252,94,108
Philadelphia 76ersUtah Jazz,Philadelphia 76ers,Utah Jazz,189.5398454,-13.30592807,89,102
Philadelphia 76ersCleveland Cavaliers,Philadelphia 76ers,Cleveland Cavaliers,201.3475786,-16.8333316,93,110
Philadelphia 76ersDallas Mavericks,Philadelphia 76ers,Dallas Mavericks,201.3793498,-11.27013332,96,107
Philadelphia 76ersLos Angeles Clippers,Philadelphia 76ers,Los Angeles Clippers,204.158065,-16.09136618,94,110
Philadelphia 76ersMinnesota Timberwolves,Philadelphia 76ers,Minnesota Timberwolves,204.0732749,-6.582438013,99,106
Philadelphia 76ersOrlando Magic,Philadelphia 76ers,Orlando Magic,199.1842438,-6.9554067,97,104
Philadelphia 76ersChicago Bulls,Philadelphia 76ers,Chicago Bulls,198.4733255,-11.93683448,94,106
Philadelphia 76ersMilwaukee Bucks,Philadelphia 76ers,Milwaukee Bucks,198.1952076,-9.756522453,95,105
Philadelphia 76ersAtlanta Hawks,Philadelphia 76ers,Atlanta Hawks,198.8821148,-14.24098739,93,107
Philadelphia 76ersDetroit Pistons,Philadelphia 76ers,Detroit Pistons,197.86633,-10.98310099,94,105
Philadelphia 76ersGolden State Warriors,Philadelphia 76ers,Golden State Warriors,211.4892283,-21.56425402,95,117
Philadelphia 76ersHouston Rockets,Philadelphia 76ers,Houston Rockets,209.1622116,-13.58409215,98,112
Philadelphia 76ersOklahoma City Thunder,Philadelphia 76ers,Oklahoma City Thunder,206.5658844,-15.00651844,96,111
Philadelphia 76ersWashington Wizards,Philadelphia 76ers,Washington Wizards,201.5920443,-12.30884871,95,108
Philadelphia 76ersBrooklyn Nets,Philadelphia 76ers,Brooklyn Nets,202.7944996,-5.361398773,99,105
Washington WizardsLos Angeles Lakers,Washington Wizards,Los Angeles Lakers,207.2379979,5.817186311,107,101
Washington WizardsNew Orleans Pelicans,Washington Wizards,New Orleans Pelicans,205.5901875,0.15051386,104,103
Washington WizardsSan Antonio Spurs,Washington Wizards,San Antonio Spurs,200.3148048,-10.07398524,95,106
Washington WizardsBoston Celtics,Washington Wizards,Boston Celtics,207.4401119,-3.421469015,103,106
Washington WizardsCharlotte Hornets,Washington Wizards,Charlotte Hornets,200.5306631,-1.506028649,100,102
Washington WizardsDenver Nuggets,Washington Wizards,Denver Nuggets,211.009896,0.896617332,106,105
Washington WizardsIndiana Pacers,Washington Wizards,Indiana Pacers,201.7752876,-2.41111545,100,102
Washington WizardsMemphis Grizzlies,Washington Wizards,Memphis Grizzlies,197.5680587,-2.112503004,98,100
Washington WizardsMiami Heat,Washington Wizards,Miami Heat,197.3659667,-1.493243918,99,100
Washington WizardsNew York Knicks,Washington Wizards,New York Knicks,201.4821957,3.395180851,102,99
Washington WizardsPhoenix Suns,Washington Wizards,Phoenix Suns,210.5361784,2.331910216,107,105
Washington WizardsPortland Trail Blazers,Washington Wizards,Portland Trail Blazers,208.6619903,-2.710902909,103,106
Washington WizardsSacramento Kings,Washington Wizards,Sacramento Kings,210.7307418,1.11480468,107,106
Washington WizardsToronto Raptors,Washington Wizards,Toronto Raptors,204.6167053,-4.802707473,100,105
Washington WizardsUtah Jazz,Washington Wizards,Utah Jazz,193.1838428,-3.798863022,95,99
Washington WizardsCleveland Cavaliers,Washington Wizards,Cleveland Cavaliers,204.9915759,-7.32626655,99,106
Washington WizardsDallas Mavericks,Washington Wizards,Dallas Mavericks,205.0233471,-1.763068269,102,104
Washington WizardsLos Angeles Clippers,Washington Wizards,Los Angeles Clippers,207.8020623,-6.584301132,102,108
Washington WizardsMinnesota Timberwolves,Washington Wizards,Minnesota Timberwolves,207.7172723,2.924627038,106,103
Washington WizardsOrlando Magic,Washington Wizards,Orlando Magic,202.8282411,2.551658351,103,101
Washington WizardsChicago Bulls,Washington Wizards,Chicago Bulls,202.1173228,-2.429769431,101,103
Washington WizardsMilwaukee Bucks,Washington Wizards,Milwaukee Bucks,201.839205,-0.249457402,101,101
Washington WizardsAtlanta Hawks,Washington Wizards,Atlanta Hawks,202.5261121,-4.733922334,99,104
Washington WizardsDetroit Pistons,Washington Wizards,Detroit Pistons,201.5103274,-1.476035936,100,102
Washington WizardsGolden State Warriors,Washington Wizards,Golden State Warriors,215.1332256,-12.05718897,102,115
Washington WizardsHouston Rockets,Washington Wizards,Houston Rockets,212.806209,-4.077027096,105,109
Washington WizardsOklahoma City Thunder,Washington Wizards,Oklahoma City Thunder,210.2098817,-5.499453384,103,109
Washington WizardsPhiladelphia 76ers,Washington Wizards,Philadelphia 76ers,201.5920443,6.705281392,104,98
Washington WizardsBrooklyn Nets,Washington Wizards,Brooklyn Nets,206.4384969,4.145666277,106,102
Brooklyn NetsLos Angeles Lakers,Brooklyn Nets,Los Angeles Lakers,208.4404531,-1.130263626,104,105
Brooklyn NetsNew Orleans Pelicans,Brooklyn Nets,New Orleans Pelicans,206.7926428,-6.796936077,100,107
Brooklyn NetsSan Antonio Spurs,Brooklyn Nets,San Antonio Spurs,201.5172601,-17.02143517,93,110
Brooklyn NetsBoston Celtics,Brooklyn Nets,Boston Celtics,208.6425672,-10.36891895,99,110
Brooklyn NetsCharlotte Hornets,Brooklyn Nets,Charlotte Hornets,201.7331184,-8.453478586,97,106
Brooklyn NetsDenver Nuggets,Brooklyn Nets,Denver Nuggets,212.2123513,-6.050832605,104,110
Brooklyn NetsIndiana Pacers,Brooklyn Nets,Indiana Pacers,202.9777429,-9.358565386,97,107
Brooklyn NetsMemphis Grizzlies,Brooklyn Nets,Memphis Grizzlies,198.770514,-9.059952941,95,104
Brooklyn NetsMiami Heat,Brooklyn Nets,Miami Heat,198.5684219,-8.440693855,95,104
Brooklyn NetsNew York Knicks,Brooklyn Nets,New York Knicks,202.684651,-3.552269085,100,103
Brooklyn NetsPhoenix Suns,Brooklyn Nets,Phoenix Suns,211.7386337,-4.615539721,104,109
Brooklyn NetsPortland Trail Blazers,Brooklyn Nets,Portland Trail Blazers,209.8644456,-9.658352846,100,110
Brooklyn NetsSacramento Kings,Brooklyn Nets,Sacramento Kings,211.933197,-5.832645257,104,110
Brooklyn NetsToronto Raptors,Brooklyn Nets,Toronto Raptors,205.8191606,-11.75015741,98,109
Brooklyn NetsUtah Jazz,Brooklyn Nets,Utah Jazz,194.386298,-10.74631296,92,103
Brooklyn NetsCleveland Cavaliers,Brooklyn Nets,Cleveland Cavaliers,206.1940312,-14.27371649,96,111
Brooklyn NetsDallas Mavericks,Brooklyn Nets,Dallas Mavericks,206.2258024,-8.710518206,100,108
Brooklyn NetsLos Angeles Clippers,Brooklyn Nets,Los Angeles Clippers,209.0045176,-13.53175107,98,112
Brooklyn NetsMinnesota Timberwolves,Brooklyn Nets,Minnesota Timberwolves,208.9197275,-4.022822898,103,107
Brooklyn NetsOrlando Magic,Brooklyn Nets,Orlando Magic,204.0306964,-4.395791586,100,105
Brooklyn NetsChicago Bulls,Brooklyn Nets,Chicago Bulls,203.3197781,-9.377219368,98,107
Brooklyn NetsMilwaukee Bucks,Brooklyn Nets,Milwaukee Bucks,203.0416602,-7.196907338,99,106
Brooklyn NetsAtlanta Hawks,Brooklyn Nets,Atlanta Hawks,203.7285674,-11.68137227,97,108
Brooklyn NetsDetroit Pistons,Brooklyn Nets,Detroit Pistons,202.7127826,-8.423485873,97,106
Brooklyn NetsGolden State Warriors,Brooklyn Nets,Golden State Warriors,216.3356809,-19.0046389,99,118
Brooklyn NetsHouston Rockets,Brooklyn Nets,Houston Rockets,214.0086642,-11.02447703,102,113
Brooklyn NetsOklahoma City Thunder,Brooklyn Nets,Oklahoma City Thunder,211.412337,-12.44690332,100,113
Brooklyn NetsPhiladelphia 76ers,Brooklyn Nets,Philadelphia 76ers,202.7944996,-0.242168545,102,102
Brooklyn NetsWashington Wizards,Brooklyn Nets,Washington Wizards,206.4384969,-9.749233596,99,109
