,a_tm,h_tm,sgoals,mqij,sim_ascore,sim_hscore
Utah JazzPhiladelphia 76ers,Utah Jazz,Philadelphia 76ers,189.5398454,7.702360755,99,92
Utah JazzWashington Wizards,Utah Jazz,Washington Wizards,193.1838428,-1.804704296,96,98
Utah JazzBrooklyn Nets,Utah Jazz,Brooklyn Nets,194.386298,5.14274564,100,95
Cleveland CavaliersLos Angeles Lakers,Cleveland Cavaliers,Los Angeles Lakers,206.9935321,10.3416692,109,99
Cleveland CavaliersNew Orleans Pelicans,Cleveland Cavaliers,New Orleans Pelicans,205.3457218,4.674996751,106,101
Cleveland CavaliersSan Antonio Spurs,Cleveland Cavaliers,San Antonio Spurs,200.070339,-5.549502346,98,104
Cleveland CavaliersBoston Celtics,Cleveland Cavaliers,Boston Celtics,207.1956462,1.103013876,105,104
Cleveland CavaliersCharlotte Hornets,Cleveland Cavaliers,Charlotte Hornets,200.2861973,3.018454242,102,99
Cleveland CavaliersDenver Nuggets,Cleveland Cavaliers,Denver Nuggets,210.7654302,5.421100223,109,103
Cleveland CavaliersIndiana Pacers,Cleveland Cavaliers,Indiana Pacers,201.5308219,2.113367441,103,101
Cleveland CavaliersMemphis Grizzlies,Cleveland Cavaliers,Memphis Grizzlies,197.323593,2.411979887,100,98
Cleveland CavaliersMiami Heat,Cleveland Cavaliers,Miami Heat,197.1215009,3.031238973,101,98
Cleveland CavaliersNew York Knicks,Cleveland Cavaliers,New York Knicks,201.2377299,7.919663742,105,97
Cleveland CavaliersPhoenix Suns,Cleveland Cavaliers,Phoenix Suns,210.2917126,6.856393107,109,102
Cleveland CavaliersPortland Trail Blazers,Cleveland Cavaliers,Portland Trail Blazers,208.4175245,1.813579982,105,104
Cleveland CavaliersSacramento Kings,Cleveland Cavaliers,Sacramento Kings,210.486276,5.639287571,109,103
Cleveland CavaliersToronto Raptors,Cleveland Cavaliers,Toronto Raptors,204.3722395,-0.278224582,102,102
Cleveland CavaliersUtah Jazz,Cleveland Cavaliers,Utah Jazz,192.939377,0.725619869,97,97
Cleveland CavaliersDallas Mavericks,Cleveland Cavaliers,Dallas Mavericks,204.7788814,2.761414622,105,102
Cleveland CavaliersLos Angeles Clippers,Cleveland Cavaliers,Los Angeles Clippers,207.5575966,-2.059818241,103,105
Cleveland CavaliersMinnesota Timberwolves,Cleveland Cavaliers,Minnesota Timberwolves,207.4728065,7.449109929,108,100
Cleveland CavaliersOrlando Magic,Cleveland Cavaliers,Orlando Magic,202.5837753,7.076141242,105,98
Cleveland CavaliersChicago Bulls,Cleveland Cavaliers,Chicago Bulls,201.872857,2.09471346,103,101
Cleveland CavaliersMilwaukee Bucks,Cleveland Cavaliers,Milwaukee Bucks,201.5947392,4.275025489,103,99
Cleveland CavaliersAtlanta Hawks,Cleveland Cavaliers,Atlanta Hawks,202.2816463,-0.209439443,102,102
Cleveland CavaliersDetroit Pistons,Cleveland Cavaliers,Detroit Pistons,201.2658616,3.048446955,103,100
Cleveland CavaliersGolden State Warriors,Cleveland Cavaliers,Golden State Warriors,214.8887599,-7.532706076,104,112
Cleveland CavaliersHouston Rockets,Cleveland Cavaliers,Houston Rockets,212.5617432,0.447455795,107,106
Cleveland CavaliersOklahoma City Thunder,Cleveland Cavaliers,Oklahoma City Thunder,209.965416,-0.974970493,105,106
Cleveland CavaliersPhiladelphia 76ers,Cleveland Cavaliers,Philadelphia 76ers,201.3475786,11.22976428,107,95
Cleveland CavaliersWashington Wizards,Cleveland Cavaliers,Washington Wizards,204.9915759,1.722699232,104,102
Cleveland CavaliersBrooklyn Nets,Cleveland Cavaliers,Brooklyn Nets,206.1940312,8.670149168,108,99
Dallas MavericksLos Angeles Lakers,Dallas Mavericks,Los Angeles Lakers,207.0253033,4.778470921,106,102
Dallas MavericksNew Orleans Pelicans,Dallas Mavericks,New Orleans Pelicans,205.377493,-0.888201531,103,104
Dallas MavericksSan Antonio Spurs,Dallas Mavericks,San Antonio Spurs,200.1021103,-11.11270063,95,106
Dallas MavericksBoston Celtics,Dallas Mavericks,Boston Celtics,207.2274174,-4.460184405,102,106
Dallas MavericksCharlotte Hornets,Dallas Mavericks,Charlotte Hornets,200.3179686,-2.54474404,100,102
Dallas MavericksDenver Nuggets,Dallas Mavericks,Denver Nuggets,210.7972015,-0.142098058,106,106
Dallas MavericksIndiana Pacers,Dallas Mavericks,Indiana Pacers,201.5625931,-3.44983084,99,103
Dallas MavericksMemphis Grizzlies,Dallas Mavericks,Memphis Grizzlies,197.3553642,-3.151218394,97,101
Dallas MavericksMiami Heat,Dallas Mavericks,Miami Heat,197.1532721,-2.531959308,98,100
Dallas MavericksNew York Knicks,Dallas Mavericks,New York Knicks,201.2695012,2.356465461,102,100
Dallas MavericksPhoenix Suns,Dallas Mavericks,Phoenix Suns,210.3234839,1.293194826,106,105
Dallas MavericksPortland Trail Blazers,Dallas Mavericks,Portland Trail Blazers,208.4492958,-3.749618299,103,107
Dallas MavericksSacramento Kings,Dallas Mavericks,Sacramento Kings,210.5180472,0.07608929,106,106
Dallas MavericksToronto Raptors,Dallas Mavericks,Toronto Raptors,204.4040108,-5.841422863,100,105
Dallas MavericksUtah Jazz,Dallas Mavericks,Utah Jazz,192.9711482,-4.837578413,95,100
Dallas MavericksCleveland Cavaliers,Dallas Mavericks,Cleveland Cavaliers,204.7788814,-8.364981941,99,107
Dallas MavericksLos Angeles Clippers,Dallas Mavericks,Los Angeles Clippers,207.5893678,-7.623016523,100,108
Dallas MavericksMinnesota Timberwolves,Dallas Mavericks,Minnesota Timberwolves,207.5045777,1.885911648,105,103
Dallas MavericksOrlando Magic,Dallas Mavericks,Orlando Magic,202.6155466,1.51294296,103,101
Dallas MavericksChicago Bulls,Dallas Mavericks,Chicago Bulls,201.9046283,-3.468484822,100,103
Dallas MavericksMilwaukee Bucks,Dallas Mavericks,Milwaukee Bucks,201.6265104,-1.288172792,101,102
Dallas MavericksAtlanta Hawks,Dallas Mavericks,Atlanta Hawks,202.3134176,-5.772637724,98,104
Dallas MavericksDetroit Pistons,Dallas Mavericks,Detroit Pistons,201.2976328,-2.514751326,100,102
Dallas MavericksGolden State Warriors,Dallas Mavericks,Golden State Warriors,214.9205311,-13.09590436,101,115
Dallas MavericksHouston Rockets,Dallas Mavericks,Houston Rockets,212.5935144,-5.115742486,104,109
Dallas MavericksOklahoma City Thunder,Dallas Mavericks,Oklahoma City Thunder,209.9971872,-6.538168774,102,109
Dallas MavericksPhiladelphia 76ers,Dallas Mavericks,Philadelphia 76ers,201.3793498,5.666566001,104,98
Dallas MavericksWashington Wizards,Dallas Mavericks,Washington Wizards,205.0233471,-3.84049905,101,105
Dallas MavericksBrooklyn Nets,Dallas Mavericks,Brooklyn Nets,206.2258024,3.106950887,105,102
Los Angeles ClippersLos Angeles Lakers,Los Angeles Clippers,Los Angeles Lakers,209.8040185,9.599703784,110,101
Los Angeles ClippersNew Orleans Pelicans,Los Angeles Clippers,New Orleans Pelicans,208.1562082,3.933031333,107,103
Los Angeles ClippersSan Antonio Spurs,Los Angeles Clippers,San Antonio Spurs,202.8808255,-6.291467764,98,105
Los Angeles ClippersBoston Celtics,Los Angeles Clippers,Boston Celtics,210.0061326,0.361048458,106,105
Los Angeles ClippersCharlotte Hornets,Los Angeles Clippers,Charlotte Hornets,203.0966838,2.276488824,103,101
Los Angeles ClippersDenver Nuggets,Los Angeles Clippers,Denver Nuggets,213.5759167,4.679134805,110,105
Los Angeles ClippersIndiana Pacers,Los Angeles Clippers,Indiana Pacers,204.3413083,1.371402023,103,102
Los Angeles ClippersMemphis Grizzlies,Los Angeles Clippers,Memphis Grizzlies,200.1340794,1.670014469,101,99
Los Angeles ClippersMiami Heat,Los Angeles Clippers,Miami Heat,199.9319873,2.289273555,102,99
Los Angeles ClippersNew York Knicks,Los Angeles Clippers,New York Knicks,204.0482164,7.177698324,106,99
Los Angeles ClippersPhoenix Suns,Los Angeles Clippers,Phoenix Suns,213.1021991,6.114427689,110,104
Los Angeles ClippersPortland Trail Blazers,Los Angeles Clippers,Portland Trail Blazers,211.228011,1.071614564,107,105
Los Angeles ClippersSacramento Kings,Los Angeles Clippers,Sacramento Kings,213.2967624,4.897322153,110,105
Los Angeles ClippersToronto Raptors,Los Angeles Clippers,Toronto Raptors,207.182726,-1.02019,104,105
Los Angeles ClippersUtah Jazz,Los Angeles Clippers,Utah Jazz,195.7498634,-0.016345549,98,98
Los Angeles ClippersCleveland Cavaliers,Los Angeles Clippers,Cleveland Cavaliers,207.5575966,-3.543749077,103,106
Los Angeles ClippersDallas Mavericks,Los Angeles Clippers,Dallas Mavericks,207.5893678,2.019449204,105,103
Los Angeles ClippersMinnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,210.2832929,6.707144511,109,102
Los Angeles ClippersOrlando Magic,Los Angeles Clippers,Orlando Magic,205.3942618,6.334175824,107,100
Los Angeles ClippersChicago Bulls,Los Angeles Clippers,Chicago Bulls,204.6833435,1.352748042,104,102
Los Angeles ClippersMilwaukee Bucks,Los Angeles Clippers,Milwaukee Bucks,204.4052256,3.533060071,105,101
Los Angeles ClippersAtlanta Hawks,Los Angeles Clippers,Atlanta Hawks,205.0921328,-0.951404861,103,104
Los Angeles ClippersDetroit Pistons,Los Angeles Clippers,Detroit Pistons,204.076348,2.306481537,104,102
Los Angeles ClippersGolden State Warriors,Los Angeles Clippers,Golden State Warriors,217.6992463,-8.274671494,105,114
Los Angeles ClippersHouston Rockets,Los Angeles Clippers,Houston Rockets,215.3722296,-0.294509623,108,108
Los Angeles ClippersOklahoma City Thunder,Los Angeles Clippers,Oklahoma City Thunder,212.7759024,-1.716935911,106,108
Los Angeles ClippersPhiladelphia 76ers,Los Angeles Clippers,Philadelphia 76ers,204.158065,10.48779886,108,97
Los Angeles ClippersWashington Wizards,Los Angeles Clippers,Washington Wizards,207.8020623,0.980733814,105,104
Los Angeles ClippersBrooklyn Nets,Los Angeles Clippers,Brooklyn Nets,209.0045176,7.92818375,109,101
Minnesota TimberwolvesLos Angeles Lakers,Minnesota Timberwolves,Los Angeles Lakers,209.7192284,0.090775613,105,105
Minnesota TimberwolvesNew Orleans Pelicans,Minnesota Timberwolves,New Orleans Pelicans,208.0714181,-5.575896838,102,107
Minnesota TimberwolvesSan Antonio Spurs,Minnesota Timberwolves,San Antonio Spurs,202.7960354,-15.80039593,94,110
Minnesota TimberwolvesBoston Celtics,Minnesota Timberwolves,Boston Celtics,209.9213425,-9.147879712,100,110
Minnesota TimberwolvesCharlotte Hornets,Minnesota Timberwolves,Charlotte Hornets,203.0118937,-7.232439347,98,106
Minnesota TimberwolvesDenver Nuggets,Minnesota Timberwolves,Denver Nuggets,213.4911266,-4.829793366,105,110
Minnesota TimberwolvesIndiana Pacers,Minnesota Timberwolves,Indiana Pacers,204.2565182,-8.137526147,98,107
Minnesota TimberwolvesMemphis Grizzlies,Minnesota Timberwolves,Memphis Grizzlies,200.0492893,-7.838913702,97,104
Minnesota TimberwolvesMiami Heat,Minnesota Timberwolves,Miami Heat,199.8471973,-7.219654616,97,104
Minnesota TimberwolvesNew York Knicks,Minnesota Timberwolves,New York Knicks,203.9634263,-2.331229846,101,104
Minnesota TimberwolvesPhoenix Suns,Minnesota Timberwolves,Phoenix Suns,213.017409,-3.394500482,105,109
Minnesota TimberwolvesPortland Trail Blazers,Minnesota Timberwolves,Portland Trail Blazers,211.1432209,-8.437313607,102,110
Minnesota TimberwolvesSacramento Kings,Minnesota Timberwolves,Sacramento Kings,213.2119724,-4.611606018,105,110
Minnesota TimberwolvesToronto Raptors,Minnesota Timberwolves,Toronto Raptors,207.0979359,-10.52911817,99,109
Minnesota TimberwolvesUtah Jazz,Minnesota Timberwolves,Utah Jazz,195.6650734,-9.52527372,94,103
Minnesota TimberwolvesCleveland Cavaliers,Minnesota Timberwolves,Cleveland Cavaliers,207.4728065,-13.05267725,98,111
Minnesota TimberwolvesDallas Mavericks,Minnesota Timberwolves,Dallas Mavericks,207.5045777,-7.489478967,101,108
Minnesota TimberwolvesLos Angeles Clippers,Minnesota Timberwolves,Los Angeles Clippers,210.2832929,-12.31071183,100,112
Minnesota TimberwolvesOrlando Magic,Minnesota Timberwolves,Orlando Magic,205.3094717,-3.174752347,101,105
Minnesota TimberwolvesChicago Bulls,Minnesota Timberwolves,Chicago Bulls,204.5985534,-8.156180129,98,107
Minnesota TimberwolvesMilwaukee Bucks,Minnesota Timberwolves,Milwaukee Bucks,204.3204356,-5.975868099,99,105
Minnesota TimberwolvesAtlanta Hawks,Minnesota Timberwolves,Atlanta Hawks,205.0073427,-10.46033303,98,109
Minnesota TimberwolvesDetroit Pistons,Minnesota Timberwolves,Detroit Pistons,203.991558,-7.202446634,99,106
Minnesota TimberwolvesGolden State Warriors,Minnesota Timberwolves,Golden State Warriors,217.6144562,-17.78359967,101,119
Minnesota TimberwolvesHouston Rockets,Minnesota Timberwolves,Houston Rockets,215.2874396,-9.803437794,103,112
Minnesota TimberwolvesOklahoma City Thunder,Minnesota Timberwolves,Oklahoma City Thunder,212.6911123,-11.22586408,101,112
Minnesota TimberwolvesPhiladelphia 76ers,Minnesota Timberwolves,Philadelphia 76ers,204.0732749,0.978870694,103,102
Minnesota TimberwolvesWashington Wizards,Minnesota Timberwolves,Washington Wizards,207.7172723,-8.528194357,100,109
Minnesota TimberwolvesBrooklyn Nets,Minnesota Timberwolves,Brooklyn Nets,208.9197275,-1.58074442,105,106
Orlando MagicLos Angeles Lakers,Orlando Magic,Los Angeles Lakers,204.8301973,0.463744301,103,103
Orlando MagicNew Orleans Pelicans,Orlando Magic,New Orleans Pelicans,203.182387,-5.20292815,99,105
Orlando MagicSan Antonio Spurs,Orlando Magic,San Antonio Spurs,197.9070042,-15.42742725,92,107
Orlando MagicBoston Celtics,Orlando Magic,Boston Celtics,205.0323114,-8.774911025,98,107
Orlando MagicCharlotte Hornets,Orlando Magic,Charlotte Hornets,198.1228625,-6.859470659,96,103
Orlando MagicDenver Nuggets,Orlando Magic,Denver Nuggets,208.6020955,-4.456824678,102,107
Orlando MagicIndiana Pacers,Orlando Magic,Indiana Pacers,199.3674871,-7.764557459,96,104
Orlando MagicMemphis Grizzlies,Orlando Magic,Memphis Grizzlies,195.1602582,-7.465945014,94,102
Orlando MagicMiami Heat,Orlando Magic,Miami Heat,194.9581661,-6.846685928,95,102
Orlando MagicNew York Knicks,Orlando Magic,New York Knicks,199.0743952,-1.958261158,99,101
Orlando MagicPhoenix Suns,Orlando Magic,Phoenix Suns,208.1283779,-3.021531794,103,106
Orlando MagicPortland Trail Blazers,Orlando Magic,Portland Trail Blazers,206.2541897,-8.064344919,100,108
Orlando MagicSacramento Kings,Orlando Magic,Sacramento Kings,208.3229412,-4.23863733,102,107
Orlando MagicToronto Raptors,Orlando Magic,Toronto Raptors,202.2089048,-10.15614948,97,107
Orlando MagicUtah Jazz,Orlando Magic,Utah Jazz,190.7760422,-9.152305032,91,101
Orlando MagicCleveland Cavaliers,Orlando Magic,Cleveland Cavaliers,202.5837753,-12.67970856,95,108
Orlando MagicDallas Mavericks,Orlando Magic,Dallas Mavericks,202.6155466,-7.116510279,98,105
Orlando MagicLos Angeles Clippers,Orlando Magic,Los Angeles Clippers,205.3942618,-11.93774314,98,110
Orlando MagicMinnesota Timberwolves,Orlando Magic,Minnesota Timberwolves,205.3094717,-2.428814972,102,105
Orlando MagicChicago Bulls,Orlando Magic,Chicago Bulls,199.7095223,-7.783211441,96,104
Orlando MagicMilwaukee Bucks,Orlando Magic,Milwaukee Bucks,199.4314044,-5.602899412,97,103
Orlando MagicAtlanta Hawks,Orlando Magic,Atlanta Hawks,200.1183116,-10.08736434,96,106
Orlando MagicDetroit Pistons,Orlando Magic,Detroit Pistons,199.1025268,-6.829477946,97,103
Orlando MagicGolden State Warriors,Orlando Magic,Golden State Warriors,212.7254251,-17.41063098,98,115
Orlando MagicHouston Rockets,Orlando Magic,Houston Rockets,210.3984084,-9.430469106,101,111
Orlando MagicOklahoma City Thunder,Orlando Magic,Oklahoma City Thunder,207.8020812,-10.85289539,99,110
Orlando MagicPhiladelphia 76ers,Orlando Magic,Philadelphia 76ers,199.1842438,1.351839382,101,99
Orlando MagicWashington Wizards,Orlando Magic,Washington Wizards,202.8282411,-8.155225669,98,106
Orlando MagicBrooklyn Nets,Orlando Magic,Brooklyn Nets,204.0306964,-1.207775732,102,103
Chicago BullsLos Angeles Lakers,Chicago Bulls,Los Angeles Lakers,204.119279,5.445172083,105,100
Chicago BullsNew Orleans Pelicans,Chicago Bulls,New Orleans Pelicans,202.4714687,-0.221500368,102,102
Chicago BullsSan Antonio Spurs,Chicago Bulls,San Antonio Spurs,197.1960859,-10.44599946,94,104
Chicago BullsBoston Celtics,Chicago Bulls,Boston Celtics,204.3213931,-3.793483243,101,105
Chicago BullsCharlotte Hornets,Chicago Bulls,Charlotte Hornets,197.4119442,-1.878042877,98,100
Chicago BullsDenver Nuggets,Chicago Bulls,Denver Nuggets,207.8911772,0.524603104,105,104
Chicago BullsIndiana Pacers,Chicago Bulls,Indiana Pacers,198.6565688,-2.783129677,98,101
Chicago BullsMemphis Grizzlies,Chicago Bulls,Memphis Grizzlies,194.4493399,-2.484517232,96,99
Chicago BullsMiami Heat,Chicago Bulls,Miami Heat,194.2472478,-1.865258146,97,99
Chicago BullsNew York Knicks,Chicago Bulls,New York Knicks,198.3634769,3.023166624,101,98
Chicago BullsPhoenix Suns,Chicago Bulls,Phoenix Suns,207.4174596,1.959895988,105,103
Chicago BullsPortland Trail Blazers,Chicago Bulls,Portland Trail Blazers,205.5432714,-3.082917137,102,105
Chicago BullsSacramento Kings,Chicago Bulls,Sacramento Kings,207.6120229,0.742790452,105,104
Chicago BullsToronto Raptors,Chicago Bulls,Toronto Raptors,201.4979864,-5.174721701,99,104
Chicago BullsUtah Jazz,Chicago Bulls,Utah Jazz,190.0651239,-4.17087725,93,97
Chicago BullsCleveland Cavaliers,Chicago Bulls,Cleveland Cavaliers,201.872857,-7.698280778,97,105
Chicago BullsDallas Mavericks,Chicago Bulls,Dallas Mavericks,201.9046283,-2.135082497,100,102
Chicago BullsLos Angeles Clippers,Chicago Bulls,Los Angeles Clippers,204.6833435,-6.95631536,99,106
Chicago BullsMinnesota Timberwolves,Chicago Bulls,Minnesota Timberwolves,204.5985534,2.55261281,104,102
Chicago BullsOrlando Magic,Chicago Bulls,Orlando Magic,199.7095223,2.179644123,101,99
Chicago BullsMilwaukee Bucks,Chicago Bulls,Milwaukee Bucks,198.7204861,-0.62147163,100,100
Chicago BullsAtlanta Hawks,Chicago Bulls,Atlanta Hawks,199.4073932,-5.105936562,97,103
Chicago BullsDetroit Pistons,Chicago Bulls,Detroit Pistons,198.3916085,-1.848050164,99,101
Chicago BullsGolden State Warriors,Chicago Bulls,Golden State Warriors,212.0145068,-12.4292032,100,113
Chicago BullsHouston Rockets,Chicago Bulls,Houston Rockets,209.6874901,-4.449041324,103,108
Chicago BullsOklahoma City Thunder,Chicago Bulls,Oklahoma City Thunder,207.0911629,-5.871467612,101,107
Chicago BullsPhiladelphia 76ers,Chicago Bulls,Philadelphia 76ers,198.4733255,6.333267164,103,97
Chicago BullsWashington Wizards,Chicago Bulls,Washington Wizards,202.1173228,-3.173797887,100,103
Chicago BullsBrooklyn Nets,Chicago Bulls,Brooklyn Nets,203.3197781,3.77365205,104,100
Milwaukee BucksLos Angeles Lakers,Milwaukee Bucks,Los Angeles Lakers,203.8411612,3.264860053,104,101
Milwaukee BucksNew Orleans Pelicans,Milwaukee Bucks,New Orleans Pelicans,202.1933508,-2.401812398,100,103
Milwaukee BucksSan Antonio Spurs,Milwaukee Bucks,San Antonio Spurs,196.9179681,-12.62631149,92,105
Milwaukee BucksBoston Celtics,Milwaukee Bucks,Boston Celtics,204.0432752,-5.973795272,99,105
Milwaukee BucksCharlotte Hornets,Milwaukee Bucks,Charlotte Hornets,197.1338264,-4.058354907,97,101
Milwaukee BucksDenver Nuggets,Milwaukee Bucks,Denver Nuggets,207.6130593,-1.655708926,104,105
Milwaukee BucksIndiana Pacers,Milwaukee Bucks,Indiana Pacers,198.3784509,-4.963441707,97,102
Milwaukee BucksMemphis Grizzlies,Milwaukee Bucks,Memphis Grizzlies,194.171222,-4.664829262,95,100
Milwaukee BucksMiami Heat,Milwaukee Bucks,Miami Heat,193.96913,-4.045570176,96,100
Milwaukee BucksNew York Knicks,Milwaukee Bucks,New York Knicks,198.085359,0.842854594,100,99
Milwaukee BucksPhoenix Suns,Milwaukee Bucks,Phoenix Suns,207.1393417,-0.220416042,104,104
Milwaukee BucksPortland Trail Blazers,Milwaukee Bucks,Portland Trail Blazers,205.2651536,-5.263229167,100,106
Milwaukee BucksSacramento Kings,Milwaukee Bucks,Sacramento Kings,207.3339051,-1.437521578,104,105
Milwaukee BucksToronto Raptors,Milwaukee Bucks,Toronto Raptors,201.2198686,-7.355033731,98,105
Milwaukee BucksUtah Jazz,Milwaukee Bucks,Utah Jazz,189.7870061,-6.35118928,92,98
Milwaukee BucksCleveland Cavaliers,Milwaukee Bucks,Cleveland Cavaliers,201.5947392,-9.878592808,96,106
Milwaukee BucksDallas Mavericks,Milwaukee Bucks,Dallas Mavericks,201.6265104,-4.315394527,99,103
Milwaukee BucksLos Angeles Clippers,Milwaukee Bucks,Los Angeles Clippers,204.4052256,-9.13662739,98,107
Milwaukee BucksMinnesota Timberwolves,Milwaukee Bucks,Minnesota Timberwolves,204.3204356,0.372300781,103,103
Milwaukee BucksOrlando Magic,Milwaukee Bucks,Orlando Magic,199.4314044,-0.000667907,100,100
Milwaukee BucksChicago Bulls,Milwaukee Bucks,Chicago Bulls,198.7204861,-4.982095689,97,102
Milwaukee BucksAtlanta Hawks,Milwaukee Bucks,Atlanta Hawks,199.1292754,-7.286248592,96,104
Milwaukee BucksDetroit Pistons,Milwaukee Bucks,Detroit Pistons,198.1134907,-4.028362194,98,102
Milwaukee BucksGolden State Warriors,Milwaukee Bucks,Golden State Warriors,211.736389,-14.60951523,99,114
Milwaukee BucksHouston Rockets,Milwaukee Bucks,Houston Rockets,209.4093723,-6.629353354,102,109
Milwaukee BucksOklahoma City Thunder,Milwaukee Bucks,Oklahoma City Thunder,206.8130451,-8.051779642,100,108
Milwaukee BucksPhiladelphia 76ers,Milwaukee Bucks,Philadelphia 76ers,198.1952076,4.152955134,102,97
Milwaukee BucksWashington Wizards,Milwaukee Bucks,Washington Wizards,201.839205,-5.354109917,99,104
Milwaukee BucksBrooklyn Nets,Milwaukee Bucks,Brooklyn Nets,203.0416602,1.59334002,103,101
Atlanta HawksLos Angeles Lakers,Atlanta Hawks,Los Angeles Lakers,204.5280683,7.749324986,107,99
Atlanta HawksNew Orleans Pelicans,Atlanta Hawks,New Orleans Pelicans,202.880258,2.082652534,103,101
Atlanta HawksSan Antonio Spurs,Atlanta Hawks,San Antonio Spurs,197.6048752,-8.141846562,96,104
Atlanta HawksBoston Celtics,Atlanta Hawks,Boston Celtics,204.7301824,-1.48933034,102,103
Atlanta HawksCharlotte Hornets,Atlanta Hawks,Charlotte Hornets,197.8207335,0.426110025,100,99
Atlanta HawksDenver Nuggets,Atlanta Hawks,Denver Nuggets,208.2999664,2.828756007,106,103
Atlanta HawksIndiana Pacers,Atlanta Hawks,Indiana Pacers,199.0653581,-0.478976775,100,100
Atlanta HawksMemphis Grizzlies,Atlanta Hawks,Memphis Grizzlies,194.8581292,-0.180364329,98,98
Atlanta HawksMiami Heat,Atlanta Hawks,Miami Heat,194.6560371,0.438894757,98,98
Atlanta HawksNew York Knicks,Atlanta Hawks,New York Knicks,198.7722662,5.327319526,102,97
Atlanta HawksPhoenix Suns,Atlanta Hawks,Phoenix Suns,207.8262489,4.264048891,106,102
Atlanta HawksPortland Trail Blazers,Atlanta Hawks,Portland Trail Blazers,205.9520607,-0.778764234,103,104
Atlanta HawksSacramento Kings,Atlanta Hawks,Sacramento Kings,208.0208122,3.046943355,106,103
Atlanta HawksToronto Raptors,Atlanta Hawks,Toronto Raptors,201.9067757,-2.870568798,100,103
Atlanta HawksUtah Jazz,Atlanta Hawks,Utah Jazz,190.4739132,-1.866724348,95,96
Atlanta HawksCleveland Cavaliers,Atlanta Hawks,Cleveland Cavaliers,202.2816463,-5.394127876,99,104
Atlanta HawksDallas Mavericks,Atlanta Hawks,Dallas Mavericks,202.3134176,0.169070406,102,102
Atlanta HawksLos Angeles Clippers,Atlanta Hawks,Los Angeles Clippers,205.0921328,-4.652162458,101,106
Atlanta HawksMinnesota Timberwolves,Atlanta Hawks,Minnesota Timberwolves,205.0073427,4.856765713,105,101
Atlanta HawksOrlando Magic,Atlanta Hawks,Orlando Magic,200.1183116,4.483797025,103,98
Atlanta HawksChicago Bulls,Atlanta Hawks,Chicago Bulls,199.4073932,-0.497630757,100,100
Atlanta HawksMilwaukee Bucks,Atlanta Hawks,Milwaukee Bucks,199.1292754,1.682681273,101,99
Atlanta HawksDetroit Pistons,Atlanta Hawks,Detroit Pistons,198.8003978,0.456102738,100,99
Atlanta HawksGolden State Warriors,Atlanta Hawks,Golden State Warriors,212.4232961,-10.12505029,101,112
Atlanta HawksHouston Rockets,Atlanta Hawks,Houston Rockets,210.0962794,-2.144888421,104,106
Atlanta HawksOklahoma City Thunder,Atlanta Hawks,Oklahoma City Thunder,207.4999522,-3.567314709,103,106
Atlanta HawksPhiladelphia 76ers,Atlanta Hawks,Philadelphia 76ers,198.8821148,8.637420066,104,96
Atlanta HawksWashington Wizards,Atlanta Hawks,Washington Wizards,202.5261121,-0.869644985,101,102
Atlanta HawksBrooklyn Nets,Atlanta Hawks,Brooklyn Nets,203.7285674,6.077804952,106,99
Detroit PistonsLos Angeles Lakers,Detroit Pistons,Los Angeles Lakers,203.5122835,4.491438588,105,100
Detroit PistonsNew Orleans Pelicans,Detroit Pistons,New Orleans Pelicans,201.8644732,-1.175233863,101,102
Detroit PistonsSan Antonio Spurs,Detroit Pistons,San Antonio Spurs,196.5890905,-11.39973296,93,104
Detroit PistonsBoston Celtics,Detroit Pistons,Boston Celtics,203.7143976,-4.747216738,100,104
Detroit PistonsCharlotte Hornets,Detroit Pistons,Charlotte Hornets,196.8049488,-2.831776373,97,100
Detroit PistonsDenver Nuggets,Detroit Pistons,Denver Nuggets,207.2841817,-0.429130391,104,104
Detroit PistonsIndiana Pacers,Detroit Pistons,Indiana Pacers,198.0495733,-3.736863173,98,102
Detroit PistonsMemphis Grizzlies,Detroit Pistons,Memphis Grizzlies,193.8423444,-3.438250727,96,99
Detroit PistonsMiami Heat,Detroit Pistons,Miami Heat,193.6402524,-2.818991641,96,99
Detroit PistonsNew York Knicks,Detroit Pistons,New York Knicks,197.7564814,2.069433128,100,98
Detroit PistonsPhoenix Suns,Detroit Pistons,Phoenix Suns,206.8104641,1.006162493,105,104
Detroit PistonsPortland Trail Blazers,Detroit Pistons,Portland Trail Blazers,204.936276,-4.036650632,101,105
Detroit PistonsSacramento Kings,Detroit Pistons,Sacramento Kings,207.0050275,-0.210943043,104,104
Detroit PistonsToronto Raptors,Detroit Pistons,Toronto Raptors,200.890991,-6.128455196,98,104
Detroit PistonsUtah Jazz,Detroit Pistons,Utah Jazz,189.4581285,-5.124610745,93,98
Detroit PistonsCleveland Cavaliers,Detroit Pistons,Cleveland Cavaliers,201.2658616,-8.652014273,97,105
Detroit PistonsDallas Mavericks,Detroit Pistons,Dallas Mavericks,201.2976328,-3.088815992,100,103
Detroit PistonsLos Angeles Clippers,Detroit Pistons,Los Angeles Clippers,204.076348,-7.910048855,99,107
Detroit PistonsMinnesota Timberwolves,Detroit Pistons,Minnesota Timberwolves,203.991558,1.598879315,103,102
Detroit PistonsOrlando Magic,Detroit Pistons,Orlando Magic,199.1025268,1.225910627,100,99
