,a_tm,h_tm,sgoals,mqij,sim_ascore,sim_hscore
Brooklyn Nets vs Los Angeles Lakers,Brooklyn Nets,Los Angeles Lakers,209.9887871097248,-0.7855718016515554,105.0,106.0
Brooklyn Nets vs New Orleans Pelicans,Brooklyn Nets,New Orleans Pelicans,207.36747420962723,-6.871381468339726,101.0,108.0
Brooklyn Nets vs San Antonio Spurs,Brooklyn Nets,San Antonio Spurs,202.16148245639994,-16.771732261029864,93.0,110.0
Brooklyn Nets vs Boston Celtics,Brooklyn Nets,Boston Celtics,209.16544502836274,-10.299746600749922,100.0,110.0
Brooklyn Nets vs Charlotte Hornets,Brooklyn Nets,Charlotte Hornets,202.81520036417595,-8.515354889015354,98.0,106.0
Brooklyn Nets vs Denver Nuggets,Brooklyn Nets,Denver Nuggets,213.54799345755197,-6.590258763847263,104.0,111.0
Brooklyn Nets vs Indiana Pacers,Brooklyn Nets,Indiana Pacers,203.37485347948586,-9.107908044861446,98.0,107.0
Brooklyn Nets vs Memphis Grizzlies,Brooklyn Nets,Memphis Grizzlies,199.62851801841413,-8.836239481002247,96.0,105.0
Brooklyn Nets vs Miami Heat,Brooklyn Nets,Miami Heat,199.6392118174851,-8.79275222151507,95.0,104.0
Brooklyn Nets vs New York Knicks,Brooklyn Nets,New York Knicks,203.56950423239368,-3.4252214202266837,100.0,104.0
Brooklyn Nets vs Phoenix Suns,Brooklyn Nets,Phoenix Suns,213.01808230817932,-4.32930966820507,105.0,109.0
Brooklyn Nets vs Portland Trail Blazers,Brooklyn Nets,Portland Trail Blazers,210.89510597222585,-9.704709419555515,101.0,111.0
Brooklyn Nets vs Sacramento Kings,Brooklyn Nets,Sacramento Kings,212.488705854032,-5.403899384712373,104.0,110.0
Brooklyn Nets vs Toronto Raptors,Brooklyn Nets,Toronto Raptors,206.0011692898484,-11.662420084305364,98.0,110.0
Brooklyn Nets vs Utah Jazz,Brooklyn Nets,Utah Jazz,195.32400952659412,-10.577273677297015,93.0,103.0
Brooklyn Nets vs Cleveland Cavaliers,Brooklyn Nets,Cleveland Cavaliers,207.30280366063073,-13.766432308111716,97.0,111.0
Brooklyn Nets vs Dallas Mavericks,Brooklyn Nets,Dallas Mavericks,206.22031649394614,-8.451631771061235,99.0,108.0
Brooklyn Nets vs Los Angeles Clippers,Brooklyn Nets,Los Angeles Clippers,209.91987936618256,-13.218201509385727,99.0,112.0
Brooklyn Nets vs Minnesota Timberwolves,Brooklyn Nets,Minnesota Timberwolves,209.6102198960961,-4.177154624672452,103.0,107.0
Brooklyn Nets vs Orlando Magic,Brooklyn Nets,Orlando Magic,204.9803677748203,-4.350405275078648,101.0,105.0
Brooklyn Nets vs Chicago Bulls,Brooklyn Nets,Chicago Bulls,204.2161159023911,-9.042069339822492,98.0,107.0
Brooklyn Nets vs Milwaukee Bucks,Brooklyn Nets,Milwaukee Bucks,203.42617361829917,-7.270837220954117,98.0,106.0
Brooklyn Nets vs Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,204.43597707655675,-11.15898808792982,97.0,109.0
Brooklyn Nets vs Detroit Pistons,Brooklyn Nets,Detroit Pistons,203.49866586446075,-8.09469097905629,99.0,107.0
Brooklyn Nets vs Golden State Warriors,Brooklyn Nets,Golden State Warriors,216.47074169445148,-18.72597472093805,99.0,118.0
Brooklyn Nets vs Houston Rockets,Brooklyn Nets,Houston Rockets,215.43535533058116,-11.258985392247508,103.0,114.0
Brooklyn Nets vs Oklahoma City Thunder,Brooklyn Nets,Oklahoma City Thunder,212.20384004921084,-12.435792137908622,100.0,113.0
Brooklyn Nets vs Philadelphia 76ers,Brooklyn Nets,Philadelphia 76ers,204.39998571355335,-0.4508489768242119,102.0,103.0
Brooklyn Nets vs Washington Wizards,Brooklyn Nets,Washington Wizards,208.1460071368919,-9.598943034759458,100.0,109.0
