,a_tm,h_tm,sgoals,mqij,sim_ascore,sim_hscore
Los Angeles Lakers vs New Orleans Pelicans,Los Angeles Lakers,New Orleans Pelicans,208.4096015294495,-8.927190837446195,100.0,109.0
Los Angeles Lakers vs San Antonio Spurs,Los Angeles Lakers,San Antonio Spurs,203.20360977622232,-18.827541630136334,93.0,112.0
Los Angeles Lakers vs Boston Celtics,Los Angeles Lakers,Boston Celtics,210.20757234818507,-12.355555969856391,99.0,112.0
Los Angeles Lakers vs Charlotte Hornets,Los Angeles Lakers,Charlotte Hornets,203.85732768399828,-10.571164258121824,97.0,108.0
Los Angeles Lakers vs Denver Nuggets,Los Angeles Lakers,Denver Nuggets,214.59012077737435,-8.646068132953733,103.0,112.0
Los Angeles Lakers vs Indiana Pacers,Los Angeles Lakers,Indiana Pacers,204.4169807993082,-11.163717413967916,97.0,108.0
Los Angeles Lakers vs Memphis Grizzlies,Los Angeles Lakers,Memphis Grizzlies,200.67064533823645,-10.892048850108715,95.0,106.0
Los Angeles Lakers vs Miami Heat,Los Angeles Lakers,Miami Heat,200.68133913730742,-10.84856159062154,95.0,106.0
Los Angeles Lakers vs New York Knicks,Los Angeles Lakers,New York Knicks,204.611631552216,-5.481030789333154,100.0,105.0
Los Angeles Lakers vs Phoenix Suns,Los Angeles Lakers,Phoenix Suns,214.06020962800164,-6.38511903731154,104.0,111.0
Los Angeles Lakers vs Portland Trail Blazers,Los Angeles Lakers,Portland Trail Blazers,211.93723329204812,-11.760518788661985,101.0,113.0
Los Angeles Lakers vs Sacramento Kings,Los Angeles Lakers,Sacramento Kings,213.53083317385432,-7.459708753818843,104.0,111.0
Los Angeles Lakers vs Toronto Raptors,Los Angeles Lakers,Toronto Raptors,207.0432966096708,-13.718229453411833,97.0,110.0
Los Angeles Lakers vs Utah Jazz,Los Angeles Lakers,Utah Jazz,196.3661368464164,-12.633083046403485,92.0,105.0
Los Angeles Lakers vs Cleveland Cavaliers,Los Angeles Lakers,Cleveland Cavaliers,208.34493098045306,-15.822241677218186,97.0,113.0
Los Angeles Lakers vs Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,207.26244381376847,-10.507441140167705,99.0,109.0
Los Angeles Lakers vs Los Angeles Clippers,Los Angeles Lakers,Los Angeles Clippers,210.96200668600483,-15.274010878492197,98.0,114.0
Los Angeles Lakers vs Minnesota Timberwolves,Los Angeles Lakers,Minnesota Timberwolves,210.6523472159185,-6.232963993778922,103.0,109.0
Los Angeles Lakers vs Orlando Magic,Los Angeles Lakers,Orlando Magic,206.02249509464258,-6.406214644185118,101.0,107.0
Los Angeles Lakers vs Chicago Bulls,Los Angeles Lakers,Chicago Bulls,205.25824322221337,-11.09787870892896,98.0,109.0
Los Angeles Lakers vs Milwaukee Bucks,Los Angeles Lakers,Milwaukee Bucks,204.46830093812156,-9.326646590060587,98.0,107.0
Los Angeles Lakers vs Atlanta Hawks,Los Angeles Lakers,Atlanta Hawks,205.47810439637914,-13.21479745703629,97.0,110.0
Los Angeles Lakers vs Detroit Pistons,Los Angeles Lakers,Detroit Pistons,204.54079318428302,-10.15050034816276,98.0,108.0
Los Angeles Lakers vs Golden State Warriors,Los Angeles Lakers,Golden State Warriors,217.5128690142738,-20.78178409004452,99.0,120.0
Los Angeles Lakers vs Houston Rockets,Los Angeles Lakers,Houston Rockets,216.4774826504035,-13.314794761353978,102.0,116.0
Los Angeles Lakers vs Oklahoma City Thunder,Los Angeles Lakers,Oklahoma City Thunder,213.24596736903317,-14.491601507015092,100.0,115.0
Los Angeles Lakers vs Philadelphia 76ers,Los Angeles Lakers,Philadelphia 76ers,205.44211303337568,-2.5066583459306817,102.0,105.0
Los Angeles Lakers vs Washington Wizards,Los Angeles Lakers,Washington Wizards,209.1881344567143,-11.654752403865926,99.0,111.0
Los Angeles Lakers vs Brooklyn Nets,Los Angeles Lakers,Brooklyn Nets,209.9887871097248,-4.897190539864495,103.0,108.0
New Orleans Pelicans vs Los Angeles Lakers,New Orleans Pelicans,Los Angeles Lakers,208.4096015294495,3.2444284959301455,106.0,103.0
New Orleans Pelicans vs San Antonio Spurs,New Orleans Pelicans,San Antonio Spurs,200.5822968761247,-12.741731963448164,94.0,107.0
New Orleans Pelicans vs Boston Celtics,New Orleans Pelicans,Boston Celtics,207.58625944808745,-6.269746303168221,101.0,107.0
New Orleans Pelicans vs Charlotte Hornets,New Orleans Pelicans,Charlotte Hornets,201.23601478390066,-4.485354591433653,99.0,103.0
New Orleans Pelicans vs Denver Nuggets,New Orleans Pelicans,Denver Nuggets,211.96880787727673,-2.5602584662655623,105.0,107.0
New Orleans Pelicans vs Indiana Pacers,New Orleans Pelicans,Indiana Pacers,201.79566789921063,-5.077907747279746,99.0,104.0
New Orleans Pelicans vs Memphis Grizzlies,New Orleans Pelicans,Memphis Grizzlies,198.04933243813883,-4.806239183420546,97.0,102.0
New Orleans Pelicans vs Miami Heat,New Orleans Pelicans,Miami Heat,198.0600262372098,-4.7627519239333695,97.0,102.0
New Orleans Pelicans vs New York Knicks,New Orleans Pelicans,New York Knicks,201.99031865211845,0.6047788773550171,102.0,101.0
New Orleans Pelicans vs Phoenix Suns,New Orleans Pelicans,Phoenix Suns,211.43889672790402,-0.2993093706233698,106.0,106.0
New Orleans Pelicans vs Portland Trail Blazers,New Orleans Pelicans,Portland Trail Blazers,209.31592039195056,-5.674709121973814,103.0,108.0
New Orleans Pelicans vs Sacramento Kings,New Orleans Pelicans,Sacramento Kings,210.90952027375675,-1.3738990871306729,105.0,106.0
New Orleans Pelicans vs Toronto Raptors,New Orleans Pelicans,Toronto Raptors,204.42198370957317,-7.632419786723663,99.0,107.0
New Orleans Pelicans vs Utah Jazz,New Orleans Pelicans,Utah Jazz,193.74482394631883,-6.547273379715314,94.0,100.0
New Orleans Pelicans vs Cleveland Cavaliers,New Orleans Pelicans,Cleveland Cavaliers,205.7236180803555,-9.736432010530015,98.0,108.0
New Orleans Pelicans vs Dallas Mavericks,New Orleans Pelicans,Dallas Mavericks,204.6411309136709,-4.421631473479534,101.0,105.0
New Orleans Pelicans vs Los Angeles Clippers,New Orleans Pelicans,Los Angeles Clippers,208.34069378590726,-9.188201211804026,99.0,109.0
New Orleans Pelicans vs Minnesota Timberwolves,New Orleans Pelicans,Minnesota Timberwolves,208.03103431582088,-0.14715432709075094,105.0,105.0
New Orleans Pelicans vs Orlando Magic,New Orleans Pelicans,Orlando Magic,203.40118219454502,-0.32040497749694685,102.0,102.0
New Orleans Pelicans vs Chicago Bulls,New Orleans Pelicans,Chicago Bulls,202.6369303221158,-5.012069042240791,99.0,104.0
New Orleans Pelicans vs Milwaukee Bucks,New Orleans Pelicans,Milwaukee Bucks,201.84698803802394,-3.2408369233724166,100.0,103.0
New Orleans Pelicans vs Atlanta Hawks,New Orleans Pelicans,Atlanta Hawks,202.85679149628152,-7.12898779034812,98.0,105.0
New Orleans Pelicans vs Detroit Pistons,New Orleans Pelicans,Detroit Pistons,201.91948028418545,-4.064690681474589,99.0,104.0
New Orleans Pelicans vs Golden State Warriors,New Orleans Pelicans,Golden State Warriors,214.89155611417624,-14.695974423356349,101.0,115.0
New Orleans Pelicans vs Houston Rockets,New Orleans Pelicans,Houston Rockets,213.85616975030592,-7.228985094665807,104.0,111.0
New Orleans Pelicans vs Oklahoma City Thunder,New Orleans Pelicans,Oklahoma City Thunder,210.6246544689356,-8.405791840326922,101.0,109.0
New Orleans Pelicans vs Philadelphia 76ers,New Orleans Pelicans,Philadelphia 76ers,202.82080013327806,3.579151320757489,103.0,100.0
New Orleans Pelicans vs Washington Wizards,New Orleans Pelicans,Washington Wizards,206.56682155661667,-5.568942737177757,101.0,107.0
New Orleans Pelicans vs Brooklyn Nets,New Orleans Pelicans,Brooklyn Nets,207.36747420962723,1.1886191268236757,105.0,104.0
San Antonio Spurs vs Los Angeles Lakers,San Antonio Spurs,Los Angeles Lakers,203.20360977622232,13.144779288620285,109.0,96.0
San Antonio Spurs vs New Orleans Pelicans,San Antonio Spurs,New Orleans Pelicans,200.5822968761247,7.058969621932114,104.0,97.0
San Antonio Spurs vs Boston Celtics,San Antonio Spurs,Boston Celtics,202.38026769486027,3.6306044895219185,103.0,99.0
San Antonio Spurs vs Charlotte Hornets,San Antonio Spurs,Charlotte Hornets,196.03002303067348,5.414996201256486,101.0,96.0
San Antonio Spurs vs Denver Nuggets,San Antonio Spurs,Denver Nuggets,206.7628161240495,7.3400923264245765,108.0,100.0
San Antonio Spurs vs Indiana Pacers,San Antonio Spurs,Indiana Pacers,196.58967614598333,4.8224430454103935,101.0,96.0
San Antonio Spurs vs Memphis Grizzlies,San Antonio Spurs,Memphis Grizzlies,192.84334068491165,5.094111609269593,100.0,94.0
San Antonio Spurs vs Miami Heat,San Antonio Spurs,Miami Heat,192.85403448398262,5.13759886875677,100.0,95.0
San Antonio Spurs vs New York Knicks,San Antonio Spurs,New York Knicks,196.78432689889115,10.505129670045156,104.0,93.0
San Antonio Spurs vs Phoenix Suns,San Antonio Spurs,Phoenix Suns,206.23290497467684,9.60104142206677,108.0,99.0
San Antonio Spurs vs Portland Trail Blazers,San Antonio Spurs,Portland Trail Blazers,204.10992863872332,4.225641670716325,105.0,100.0
San Antonio Spurs vs Sacramento Kings,San Antonio Spurs,Sacramento Kings,205.70352852052946,8.526451705559467,108.0,99.0
San Antonio Spurs vs Toronto Raptors,San Antonio Spurs,Toronto Raptors,199.21599195634593,2.2679310059664757,101.0,99.0
San Antonio Spurs vs Utah Jazz,San Antonio Spurs,Utah Jazz,188.5388321930916,3.3530774129748244,96.0,93.0
San Antonio Spurs vs Cleveland Cavaliers,San Antonio Spurs,Cleveland Cavaliers,200.5176263271282,0.16391878216012445,101.0,101.0
San Antonio Spurs vs Dallas Mavericks,San Antonio Spurs,Dallas Mavericks,199.4351391604436,5.4787193192106045,103.0,97.0
San Antonio Spurs vs Los Angeles Clippers,San Antonio Spurs,Los Angeles Clippers,203.13470203268002,0.7121495808861131,103.0,102.0
San Antonio Spurs vs Minnesota Timberwolves,San Antonio Spurs,Minnesota Timberwolves,202.82504256259364,9.75319646559939,107.0,97.0
San Antonio Spurs vs Orlando Magic,San Antonio Spurs,Orlando Magic,198.19519044131778,9.579945815193193,104.0,95.0
San Antonio Spurs vs Chicago Bulls,San Antonio Spurs,Chicago Bulls,197.43093856888856,4.888281750449348,101.0,97.0
San Antonio Spurs vs Milwaukee Bucks,San Antonio Spurs,Milwaukee Bucks,196.6409962847967,6.659513869317722,102.0,95.0
San Antonio Spurs vs Atlanta Hawks,San Antonio Spurs,Atlanta Hawks,197.65079974305428,2.7713630023420186,101.0,98.0
San Antonio Spurs vs Detroit Pistons,San Antonio Spurs,Detroit Pistons,196.71348853095822,5.835660111215551,102.0,96.0
San Antonio Spurs vs Golden State Warriors,San Antonio Spurs,Golden State Warriors,209.68556436094894,-4.79562363066621,103.0,107.0
San Antonio Spurs vs Houston Rockets,San Antonio Spurs,Houston Rockets,208.65017799707863,2.671365698024332,107.0,104.0
San Antonio Spurs vs Oklahoma City Thunder,San Antonio Spurs,Oklahoma City Thunder,205.4186627157083,1.4945589523632177,104.0,103.0
San Antonio Spurs vs Philadelphia 76ers,San Antonio Spurs,Philadelphia 76ers,197.61480838005087,13.479502113447628,106.0,93.0
San Antonio Spurs vs Washington Wizards,San Antonio Spurs,Washington Wizards,201.36082980338944,4.331408055512382,103.0,99.0
San Antonio Spurs vs Brooklyn Nets,San Antonio Spurs,Brooklyn Nets,202.16148245639994,11.088969919513815,107.0,96.0
Boston Celtics vs Los Angeles Lakers,Boston Celtics,Los Angeles Lakers,210.20757234818507,6.672793628340342,109.0,102.0
Boston Celtics vs New Orleans Pelicans,Boston Celtics,New Orleans Pelicans,207.58625944808745,0.5869839616521704,105.0,104.0
Boston Celtics vs San Antonio Spurs,Boston Celtics,San Antonio Spurs,202.38026769486027,-9.31336683103797,97.0,106.0
Boston Celtics vs Charlotte Hornets,Boston Celtics,Charlotte Hornets,203.03398560263622,-1.0569894590234574,102.0,103.0
Boston Celtics vs Denver Nuggets,Boston Celtics,Denver Nuggets,213.7667786960123,0.8681066661446333,107.0,106.0
Boston Celtics vs Indiana Pacers,Boston Celtics,Indiana Pacers,203.59363871794613,-1.6495426148695507,101.0,103.0
Boston Celtics vs Memphis Grizzlies,Boston Celtics,Memphis Grizzlies,199.8473032568744,-1.3778740510103502,100.0,101.0
Boston Celtics vs Miami Heat,Boston Celtics,Miami Heat,199.85799705594536,-1.334386791523174,100.0,101.0
Boston Celtics vs New York Knicks,Boston Celtics,New York Knicks,203.78828947085395,4.033144009765213,105.0,100.0
Boston Celtics vs Phoenix Suns,Boston Celtics,Phoenix Suns,213.2368675466396,3.1290557617868253,109.0,106.0
Boston Celtics vs Portland Trail Blazers,Boston Celtics,Portland Trail Blazers,211.11389121068606,-2.246343989563619,105.0,107.0
Boston Celtics vs Sacramento Kings,Boston Celtics,Sacramento Kings,212.70749109249226,2.0544660452795225,108.0,106.0
Boston Celtics vs Toronto Raptors,Boston Celtics,Toronto Raptors,206.21995452830873,-4.204054654313468,101.0,106.0
Boston Celtics vs Utah Jazz,Boston Celtics,Utah Jazz,195.54279476505434,-3.118908247305119,97.0,100.0
Boston Celtics vs Cleveland Cavaliers,Boston Celtics,Cleveland Cavaliers,207.521588899091,-6.308066878119819,101.0,107.0
Boston Celtics vs Dallas Mavericks,Boston Celtics,Dallas Mavericks,206.4391017324064,-0.9932663410693385,103.0,104.0
Boston Celtics vs Los Angeles Clippers,Boston Celtics,Los Angeles Clippers,210.13866460464277,-5.75983607939383,103.0,109.0
Boston Celtics vs Minnesota Timberwolves,Boston Celtics,Minnesota Timberwolves,209.82900513455644,3.281210805319444,107.0,104.0
Boston Celtics vs Orlando Magic,Boston Celtics,Orlando Magic,205.19915301328052,3.1079601549132483,105.0,101.0
Boston Celtics vs Chicago Bulls,Boston Celtics,Chicago Bulls,204.4349011408513,-1.5837039098305947,102.0,103.0
Boston Celtics vs Milwaukee Bucks,Boston Celtics,Milwaukee Bucks,203.6449588567595,0.187528209037779,103.0,102.0
Boston Celtics vs Atlanta Hawks,Boston Celtics,Atlanta Hawks,204.65476231501708,-3.7006226579379247,101.0,105.0
Boston Celtics vs Detroit Pistons,Boston Celtics,Detroit Pistons,203.71745110292096,-0.6363255490643933,102.0,103.0
Boston Celtics vs Golden State Warriors,Boston Celtics,Golden State Warriors,216.68952693291175,-11.267609290946153,103.0,114.0
Boston Celtics vs Houston Rockets,Boston Celtics,Houston Rockets,215.65414056904143,-3.8006199622556114,107.0,111.0
Boston Celtics vs Oklahoma City Thunder,Boston Celtics,Oklahoma City Thunder,212.4226252876711,-4.977426707916726,104.0,109.0
Boston Celtics vs Philadelphia 76ers,Boston Celtics,Philadelphia 76ers,204.61877095201362,7.0075164531676855,106.0,99.0
Boston Celtics vs Washington Wizards,Boston Celtics,Washington Wizards,208.36479237535224,-2.140577604767561,104.0,106.0
Boston Celtics vs Brooklyn Nets,Boston Celtics,Brooklyn Nets,209.16544502836274,4.61698425923387,107.0,103.0
Charlotte Hornets vs Los Angeles Lakers,Charlotte Hornets,Los Angeles Lakers,203.85732768399828,4.888401916605773,105.0,100.0
Charlotte Hornets vs New Orleans Pelicans,Charlotte Hornets,New Orleans Pelicans,201.23601478390066,-1.1974077500823974,101.0,102.0
Charlotte Hornets vs San Antonio Spurs,Charlotte Hornets,San Antonio Spurs,196.03002303067348,-11.097758542772535,93.0,104.0
Charlotte Hornets vs Boston Celtics,Charlotte Hornets,Boston Celtics,203.03398560263622,-4.625772882492593,100.0,104.0
Charlotte Hornets vs Denver Nuggets,Charlotte Hornets,Denver Nuggets,207.4165340318255,-0.9162850455899343,104.0,105.0
Charlotte Hornets vs Indiana Pacers,Charlotte Hornets,Indiana Pacers,197.24339405375935,-3.4339343266041187,97.0,101.0
Charlotte Hornets vs Memphis Grizzlies,Charlotte Hornets,Memphis Grizzlies,193.4970585926876,-3.162265762744918,96.0,99.0
Charlotte Hornets vs Miami Heat,Charlotte Hornets,Miami Heat,193.50775239175857,-3.118778503257742,96.0,99.0
Charlotte Hornets vs New York Knicks,Charlotte Hornets,New York Knicks,197.43804480666716,2.2487522980306447,100.0,98.0
Charlotte Hornets vs Phoenix Suns,Charlotte Hornets,Phoenix Suns,206.8866228824528,1.3446640500522578,105.0,103.0
Charlotte Hornets vs Portland Trail Blazers,Charlotte Hornets,Portland Trail Blazers,204.76364654649927,-4.030735701298187,101.0,105.0
Charlotte Hornets vs Sacramento Kings,Charlotte Hornets,Sacramento Kings,206.35724642830547,0.2700743335449549,104.0,103.0
Charlotte Hornets vs Toronto Raptors,Charlotte Hornets,Toronto Raptors,199.86970986412194,-5.988446366048036,97.0,103.0
Charlotte Hornets vs Utah Jazz,Charlotte Hornets,Utah Jazz,189.19255010086755,-4.903299959039686,93.0,98.0
Charlotte Hornets vs Cleveland Cavaliers,Charlotte Hornets,Cleveland Cavaliers,201.1713442349042,-8.092458589854386,97.0,105.0
Charlotte Hornets vs Dallas Mavericks,Charlotte Hornets,Dallas Mavericks,200.08885706821962,-2.7776580528039063,99.0,102.0
Charlotte Hornets vs Los Angeles Clippers,Charlotte Hornets,Los Angeles Clippers,203.78841994045598,-7.544227791128398,99.0,106.0
Charlotte Hornets vs Minnesota Timberwolves,Charlotte Hornets,Minnesota Timberwolves,203.47876047036965,1.4968190935848766,103.0,102.0
Charlotte Hornets vs Orlando Magic,Charlotte Hornets,Orlando Magic,198.84890834909373,1.3235684431786807,101.0,99.0
Charlotte Hornets vs Chicago Bulls,Charlotte Hornets,Chicago Bulls,198.08465647666452,-3.3680956215651623,98.0,101.0
Charlotte Hornets vs Milwaukee Bucks,Charlotte Hornets,Milwaukee Bucks,197.2947141925727,-1.5968635026967886,98.0,100.0
Charlotte Hornets vs Atlanta Hawks,Charlotte Hornets,Atlanta Hawks,198.3045176508303,-5.485014369672492,97.0,102.0
Charlotte Hornets vs Detroit Pistons,Charlotte Hornets,Detroit Pistons,197.36720643873417,-2.420717260798961,98.0,101.0
Charlotte Hornets vs Golden State Warriors,Charlotte Hornets,Golden State Warriors,210.33928226872496,-13.05200100268072,99.0,112.0
Charlotte Hornets vs Houston Rockets,Charlotte Hornets,Houston Rockets,209.30389590485464,-5.585011673990179,102.0,108.0
Charlotte Hornets vs Oklahoma City Thunder,Charlotte Hornets,Oklahoma City Thunder,206.07238062348432,-6.761818419651293,100.0,107.0
Charlotte Hornets vs Philadelphia 76ers,Charlotte Hornets,Philadelphia 76ers,198.26852628782683,5.223124741433118,102.0,97.0
Charlotte Hornets vs Washington Wizards,Charlotte Hornets,Washington Wizards,202.01454771116545,-3.9249693165021284,99.0,103.0
Charlotte Hornets vs Brooklyn Nets,Charlotte Hornets,Brooklyn Nets,202.81520036417595,2.8325925474993032,103.0,100.0
Denver Nuggets vs Los Angeles Lakers,Denver Nuggets,Los Angeles Lakers,214.59012077737435,2.963305791437682,109.0,106.0
Denver Nuggets vs New Orleans Pelicans,Denver Nuggets,New Orleans Pelicans,211.96880787727673,-3.122503875250488,105.0,108.0
Denver Nuggets vs San Antonio Spurs,Denver Nuggets,San Antonio Spurs,206.7628161240495,-13.022854667940626,97.0,110.0
Denver Nuggets vs Boston Celtics,Denver Nuggets,Boston Celtics,213.7667786960123,-6.550869007660683,104.0,111.0
Denver Nuggets vs Charlotte Hornets,Denver Nuggets,Charlotte Hornets,207.4165340318255,-4.766477295926116,102.0,107.0
Denver Nuggets vs Indiana Pacers,Denver Nuggets,Indiana Pacers,207.97618714713536,-5.35903045177221,102.0,107.0
Denver Nuggets vs Memphis Grizzlies,Denver Nuggets,Memphis Grizzlies,204.22985168606368,-5.0873618879130085,100.0,105.0
Denver Nuggets vs Miami Heat,Denver Nuggets,Miami Heat,204.24054548513465,-5.043874628425833,100.0,105.0
Denver Nuggets vs New York Knicks,Denver Nuggets,New York Knicks,208.17083790004318,0.32365617286255377,105.0,105.0
Denver Nuggets vs Phoenix Suns,Denver Nuggets,Phoenix Suns,217.61941597582887,-0.5804320751158332,109.0,110.0
Denver Nuggets vs Portland Trail Blazers,Denver Nuggets,Portland Trail Blazers,215.49643963987535,-5.9558318264662775,105.0,111.0
Denver Nuggets vs Sacramento Kings,Denver Nuggets,Sacramento Kings,217.0900395216815,-1.655021791623136,109.0,110.0
Denver Nuggets vs Toronto Raptors,Denver Nuggets,Toronto Raptors,210.60250295749796,-7.913542491216127,102.0,110.0
Denver Nuggets vs Utah Jazz,Denver Nuggets,Utah Jazz,199.92534319424362,-6.828396084207777,97.0,104.0
Denver Nuggets vs Cleveland Cavaliers,Denver Nuggets,Cleveland Cavaliers,211.90413732828023,-10.017554715022477,101.0,111.0
Denver Nuggets vs Dallas Mavericks,Denver Nuggets,Dallas Mavericks,210.82165016159564,-4.702754177971997,103.0,108.0
Denver Nuggets vs Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,214.52121303383205,-9.469323916296489,103.0,112.0
Denver Nuggets vs Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,214.21155356374567,-0.4282770315832143,108.0,108.0
Denver Nuggets vs Orlando Magic,Denver Nuggets,Orlando Magic,209.5817014424698,-0.6015276819894102,105.0,106.0
Denver Nuggets vs Chicago Bulls,Denver Nuggets,Chicago Bulls,208.8174495700406,-5.293191746733253,102.0,107.0
Denver Nuggets vs Milwaukee Bucks,Denver Nuggets,Milwaukee Bucks,208.02750728594873,-3.5219596278648795,103.0,106.0
Denver Nuggets vs Atlanta Hawks,Denver Nuggets,Atlanta Hawks,209.0373107442063,-7.410110494840582,101.0,109.0
Denver Nuggets vs Detroit Pistons,Denver Nuggets,Detroit Pistons,208.09999953211025,-4.345813385967052,102.0,107.0
Denver Nuggets vs Golden State Warriors,Denver Nuggets,Golden State Warriors,221.07207536210097,-14.977097127848813,103.0,119.0
Denver Nuggets vs Houston Rockets,Denver Nuggets,Houston Rockets,220.03668899823066,-7.51010779915827,107.0,115.0
Denver Nuggets vs Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder,216.80517371686034,-8.686914544819384,105.0,114.0
Denver Nuggets vs Philadelphia 76ers,Denver Nuggets,Philadelphia 76ers,209.0013193812029,3.2980286162650256,107.0,104.0
Denver Nuggets vs Washington Wizards,Denver Nuggets,Washington Wizards,212.74734080454147,-5.850065441670219,103.0,109.0
Denver Nuggets vs Brooklyn Nets,Denver Nuggets,Brooklyn Nets,213.54799345755197,0.9074964223312123,108.0,107.0
Indiana Pacers vs Los Angeles Lakers,Indiana Pacers,Los Angeles Lakers,204.4169807993082,5.4809550724518665,105.0,100.0
Indiana Pacers vs New Orleans Pelicans,Indiana Pacers,New Orleans Pelicans,201.79566789921063,-0.6048545942363042,101.0,102.0
Indiana Pacers vs San Antonio Spurs,Indiana Pacers,San Antonio Spurs,196.58967614598333,-10.505205386926443,94.0,104.0
Indiana Pacers vs Boston Celtics,Indiana Pacers,Boston Celtics,203.59363871794613,-4.0332197266465,100.0,104.0
Indiana Pacers vs Charlotte Hornets,Indiana Pacers,Charlotte Hornets,197.24339405375935,-2.2488280149119317,98.0,100.0
Indiana Pacers vs Denver Nuggets,Indiana Pacers,Denver Nuggets,207.97618714713536,-0.3237318897438408,104.0,105.0
Indiana Pacers vs Memphis Grizzlies,Indiana Pacers,Memphis Grizzlies,194.05671170799752,-2.5697126068988245,96.0,99.0
Indiana Pacers vs Miami Heat,Indiana Pacers,Miami Heat,194.0674055070685,-2.5262253474116485,96.0,99.0
Indiana Pacers vs New York Knicks,Indiana Pacers,New York Knicks,197.99769792197708,2.8413054538767377,101.0,99.0
Indiana Pacers vs Phoenix Suns,Indiana Pacers,Phoenix Suns,207.4462759977627,1.9372172058983508,105.0,104.0
Indiana Pacers vs Portland Trail Blazers,Indiana Pacers,Portland Trail Blazers,205.32329966180924,-3.4381825454520936,101.0,105.0
Indiana Pacers vs Sacramento Kings,Indiana Pacers,Sacramento Kings,206.9168995436154,0.8626274893910484,104.0,103.0
Indiana Pacers vs Toronto Raptors,Indiana Pacers,Toronto Raptors,200.4293629794318,-5.395893210201942,98.0,103.0
Indiana Pacers vs Utah Jazz,Indiana Pacers,Utah Jazz,189.75220321617752,-4.310746803193593,93.0,97.0
Indiana Pacers vs Cleveland Cavaliers,Indiana Pacers,Cleveland Cavaliers,201.73099735021412,-7.499905434008294,98.0,105.0
Indiana Pacers vs Dallas Mavericks,Indiana Pacers,Dallas Mavericks,200.64851018352954,-2.185104896957813,99.0,102.0
Indiana Pacers vs Los Angeles Clippers,Indiana Pacers,Los Angeles Clippers,204.34807305576595,-6.951674635282306,99.0,106.0
Indiana Pacers vs Minnesota Timberwolves,Indiana Pacers,Minnesota Timberwolves,204.0384135856795,2.0893722494309697,103.0,101.0
Indiana Pacers vs Orlando Magic,Indiana Pacers,Orlando Magic,199.4085614644037,1.9161215990247737,101.0,99.0
Indiana Pacers vs Chicago Bulls,Indiana Pacers,Chicago Bulls,198.6443095919745,-2.7755424657190693,98.0,101.0
Indiana Pacers vs Milwaukee Bucks,Indiana Pacers,Milwaukee Bucks,197.85436730788257,-1.0043103468506953,99.0,100.0
Indiana Pacers vs Atlanta Hawks,Indiana Pacers,Atlanta Hawks,198.86417076614015,-4.892461213826399,97.0,102.0
Indiana Pacers vs Detroit Pistons,Indiana Pacers,Detroit Pistons,197.92685955404414,-1.8281641049528676,98.0,99.0
Indiana Pacers vs Golden State Warriors,Indiana Pacers,Golden State Warriors,210.89893538403487,-12.459447846834628,100.0,112.0
Indiana Pacers vs Houston Rockets,Indiana Pacers,Houston Rockets,209.86354902016456,-4.992458518144086,103.0,108.0
Indiana Pacers vs Oklahoma City Thunder,Indiana Pacers,Oklahoma City Thunder,206.63203373879423,-6.1692652638052,101.0,107.0
Indiana Pacers vs Philadelphia 76ers,Indiana Pacers,Philadelphia 76ers,198.82817940313674,5.81567789727921,103.0,97.0
Indiana Pacers vs Washington Wizards,Indiana Pacers,Washington Wizards,202.5742008264753,-3.3324161606560354,100.0,104.0
Indiana Pacers vs Brooklyn Nets,Indiana Pacers,Brooklyn Nets,203.37485347948586,3.4251457033453963,104.0,101.0
Memphis Grizzlies vs Los Angeles Lakers,Memphis Grizzlies,Los Angeles Lakers,200.67064533823645,5.209286508592665,104.0,98.0
Memphis Grizzlies vs New Orleans Pelicans,Memphis Grizzlies,New Orleans Pelicans,198.04933243813883,-0.8765231580955046,99.0,100.0
Memphis Grizzlies vs San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,192.84334068491165,-10.776873950785644,91.0,102.0
Memphis Grizzlies vs Boston Celtics,Memphis Grizzlies,Boston Celtics,199.8473032568744,-4.3048882905057,98.0,103.0
Memphis Grizzlies vs Charlotte Hornets,Memphis Grizzlies,Charlotte Hornets,193.4970585926876,-2.5204965787711324,96.0,98.0
Memphis Grizzlies vs Denver Nuggets,Memphis Grizzlies,Denver Nuggets,204.22985168606368,-0.5954004536030415,102.0,103.0
Memphis Grizzlies vs Indiana Pacers,Memphis Grizzlies,Indiana Pacers,194.05671170799752,-3.113049734617226,96.0,99.0
Memphis Grizzlies vs Miami Heat,Memphis Grizzlies,Miami Heat,190.32107004599675,-2.797893911270849,94.0,97.0
Memphis Grizzlies vs New York Knicks,Memphis Grizzlies,New York Knicks,194.25136246090534,2.5696368900175375,99.0,96.0
Memphis Grizzlies vs Phoenix Suns,Memphis Grizzlies,Phoenix Suns,203.69994053669097,1.6655486420391505,103.0,102.0
Memphis Grizzlies vs Portland Trail Blazers,Memphis Grizzlies,Portland Trail Blazers,201.57696420073745,-3.709851109311294,99.0,103.0
Memphis Grizzlies vs Sacramento Kings,Memphis Grizzlies,Sacramento Kings,203.17056408254365,0.5909589255318477,103.0,102.0
